"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Own_survival";"estimated_pop_size";"N";"n";"in_out";"sex"
"7222";"2008_3335_træna";"2008_3335";3335;"2008_træna";2008;"træna";23;1;2007;"gene_new";NA;NA;"gene_new";1;28;28;3.3322045101752;0;0
"7223";"2009_3335_træna";"2009_3335";3335;"2009_træna";2009;"træna";23;2;2007;"gene_new";NA;NA;"gene_new";1;57;57;4.04305126783455;0;0
"7224";"2010_3335_træna";"2010_3335";3335;"2010_træna";2010;"træna";23;3;2007;"no";NA;"capt";NA;0;50;50;3.91202300542815;0;0
"7225";"2011_3336_selvær";"2011_3336";3336;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";"capt";NA;0;89;89;4.48863636973214;0;1
"7226";"2011_3337_træna";"2011_3337";3337;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7227";"2012_3337_træna";"2012_3337";3337;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;1
"7228";"2011_3338_selvær";"2011_3338";3338;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;1;89;89;4.48863636973214;0;1
"7229";"2012_3338_selvær";"2012_3338";3338;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"7230";"2013_3338_selvær";"2013_3338";3338;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;1
"7231";"2011_3339_selvær";"2011_3339";3339;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;1
"7232";"2011_3340_træna";"2011_3340";3340;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;0
"7233";"2012_3340_træna";"2012_3340";3340;"2012_træna";2012;"træna";23;2;2010;"gene_new";NA;NA;"gene_new";1;54;54;3.98898404656427;0;0
"7234";"2013_3340_træna";"2013_3340";3340;"2013_træna";2013;"træna";23;3;2010;"gene_new";NA;NA;"gene_new";0;69;69;4.23410650459726;0;0
"7235";"2011_3341_træna";"2011_3341";3341;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7236";"2012_3341_træna";"2012_3341";3341;"2012_træna";2012;"træna";23;2;2010;"gene_new";NA;NA;"gene_new";0;54;54;3.98898404656427;0;1
"7237";"2011_3342_selvær";"2011_3342";3342;"2011_selvær";2011;"selvær";24;1;2010;"yes";NA;NA;NA;1;89;89;4.48863636973214;0;1
"7238";"2012_3342_selvær";"2012_3342";3342;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;1
"7239";"2011_3343_selvær";"2011_3343";3343;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;1;89;89;4.48863636973214;0;0
"7240";"2012_3343_selvær";"2012_3343";3343;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";"capt";NA;1;50;50;3.91202300542815;0;0
"7241";"2013_3343_selvær";"2013_3343";3343;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;1;45;45;3.80666248977032;0;0
"7242";"2014_3343_selvær";"2014_3343";3343;"2014_selvær";2014;"selvær";24;4;2010;"no";"obs";NA;NA;1;41;41;3.71357206670431;0;0
"7243";"2015_3343_selvær";"2015_3343";3343;"2015_selvær";2015;"selvær";24;5;2010;"no";"obs";"capt";NA;0;62;62;4.12713438504509;0;0
"7244";"2011_3344_selvær";"2011_3344";3344;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;1;89;89;4.48863636973214;0;0
"7245";"2012_3344_selvær";"2012_3344";3344;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;0
"7246";"2013_3344_selvær";"2013_3344";3344;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;1;45;45;3.80666248977032;0;0
"7247";"2014_3344_selvær";"2014_3344";3344;"2014_selvær";2014;"selvær";24;4;2010;"no";"obs";"capt";NA;1;41;41;3.71357206670431;0;0
"7248";"2015_3344_selvær";"2015_3344";3344;"2015_selvær";2015;"selvær";24;5;2010;"gene_new";NA;NA;"gene_new";0;62;62;4.12713438504509;0;0
"7249";"2011_3345_træna";"2011_3345";3345;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7250";"2011_3346_træna";"2011_3346";3346;"2011_træna";2011;"træna";23;1;2010;"yes";NA;NA;NA;1;113;113;4.72738781871234;0;0
"7251";"2012_3346_træna";"2012_3346";3346;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;0
"7252";"2011_3347_lovund";"2011_3347";3347;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;0;52;52;3.95124371858143;0;0
"7253";"2011_3348_lovund";"2011_3348";3348;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;0;52;52;3.95124371858143;0;1
"7254";"2011_3349_sleneset";"2011_3349";3349;"2011_sleneset";2011;"sleneset";35;1;2010;"gene_new";NA;NA;"gene_new";0;47;47;3.85014760171006;0;0
"7255";"2011_3350_træna";"2011_3350";3350;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7256";"2011_3351_træna";"2011_3351";3351;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7257";"2012_3351_træna";"2012_3351";3351;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;1;54;54;3.98898404656427;0;1
"7258";"2013_3351_træna";"2013_3351";3351;"2013_træna";2013;"træna";23;3;2010;"no";"obs";NA;NA;1;69;69;4.23410650459726;0;1
"7259";"2014_3351_træna";"2014_3351";3351;"2014_træna";2014;"træna";23;4;2010;"no";"obs";NA;NA;0;83;83;4.4188406077966;0;1
"7260";"2011_3352_sleneset";"2011_3352";3352;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"7261";"2012_3352_sleneset";"2012_3352";3352;"2012_sleneset";2012;"sleneset";35;2;2010;"no";"obs";NA;NA;0;26;26;3.25809653802148;0;1
"7262";"2011_3353_selvær";"2011_3353";3353;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;1
"7263";"2011_3354_selvær";"2011_3354";3354;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;1;89;89;4.48863636973214;0;1
"7264";"2012_3354_selvær";"2012_3354";3354;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"7265";"2013_3354_selvær";"2013_3354";3354;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;1
"7266";"2011_3355_selvær";"2011_3355";3355;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;0
"7267";"2011_3356_sleneset";"2011_3356";3356;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;1
"7268";"2011_3357_hestmannøy";"2011_3357";3357;"2011_hestmannøy";2011;"hestmannøy";27;1;2010;"no";"obs";"capt";NA;1;283;283;5.64544689764324;1;1
"7269";"2012_3357_hestmannøy";"2012_3357";3357;"2012_hestmannøy";2012;"hestmannøy";27;2;2010;"no";"obs";"capt";NA;1;156;156;5.04985600724954;1;1
"7270";"2013_3357_hestmannøy";"2013_3357";3357;"2013_hestmannøy";2013;"hestmannøy";27;3;2010;"no";"obs";"capt";NA;1;112;112;4.71849887129509;1;1
"7271";"2014_3357_hestmannøy";"2014_3357";3357;"2014_hestmannøy";2014;"hestmannøy";27;4;2010;"no";"obs";NA;NA;0;112;112;4.71849887129509;1;1
"7272";"2012_3358_lovund";"2012_3358";3358;"2012_lovund";2012;"lovund";34;2;2010;"gene_new";NA;NA;"gene_new";1;27;27;3.29583686600433;0;1
"7273";"2013_3358_lovund";"2013_3358";3358;"2013_lovund";2013;"lovund";34;3;2010;"gene_new";NA;NA;"gene_new";1;92;92;4.52178857704904;0;1
"7274";"2014_3358_lovund";"2014_3358";3358;"2014_lovund";2014;"lovund";34;4;2010;"yes";NA;NA;NA;1;26;26;3.25809653802148;0;1
"7275";"2015_3358_lovund";"2015_3358";3358;"2015_lovund";2015;"lovund";34;5;2010;"gene_new";NA;NA;"gene_new";0;46;46;3.8286413964891;0;1
"7276";"2011_3359_lovund";"2011_3359";3359;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;0;52;52;3.95124371858143;0;1
"7277";"2011_3360_lovund";"2011_3360";3360;"2011_lovund";2011;"lovund";34;1;2010;"yes";NA;NA;NA;1;52;52;3.95124371858143;0;1
"7278";"2012_3360_lovund";"2012_3360";3360;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;1;27;27;3.29583686600433;0;1
"7279";"2013_3360_lovund";"2013_3360";3360;"2013_lovund";2013;"lovund";34;3;2010;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;1
"7280";"2011_3361_sleneset";"2011_3361";3361;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"7281";"2012_3361_lovund";"2012_3361";3361;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;0;27;27;3.29583686600433;0;1
"7282";"2011_3362_sleneset";"2011_3362";3362;"2011_sleneset";2011;"sleneset";35;1;2010;"yes";NA;NA;NA;1;47;47;3.85014760171006;0;0
"7283";"2012_3362_sleneset";"2012_3362";3362;"2012_sleneset";2012;"sleneset";35;2;2010;"no";"obs";NA;NA;1;26;26;3.25809653802148;0;0
"7284";"2013_3362_sleneset";"2013_3362";3362;"2013_sleneset";2013;"sleneset";35;3;2010;"yes";NA;NA;NA;1;47;47;3.85014760171006;0;0
"7285";"2014_3362_sleneset";"2014_3362";3362;"2014_sleneset";2014;"sleneset";35;4;2010;"no";"obs";NA;NA;0;36;36;3.58351893845611;0;0
"7286";"2011_3363_hestmannøy";"2011_3363";3363;"2011_hestmannøy";2011;"hestmannøy";27;1;2010;"no";"obs";"capt";NA;0;283;283;5.64544689764324;1;0
"7287";"2011_3364_sleneset";"2011_3364";3364;"2011_sleneset";2011;"sleneset";35;1;2010;"no";NA;"capt";NA;0;47;47;3.85014760171006;0;0
"7288";"2011_3365_træna";"2011_3365";3365;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7289";"2011_3366_lovund";"2011_3366";3366;"2011_lovund";2011;"lovund";34;1;2010;"gene_new";NA;NA;"gene_new";0;52;52;3.95124371858143;0;0
"7290";"2010_3367_selvær";"2010_3367";3367;"2010_selvær";2010;"selvær";24;1;2009;"no";"obs";"capt";NA;0;55;55;4.00733318523247;0;0
"7291";"2011_3368_selvær";"2011_3368";3368;"2011_selvær";2011;"selvær";24;1;2010;"yes";NA;NA;NA;1;89;89;4.48863636973214;0;1
"7292";"2012_3368_selvær";"2012_3368";3368;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"7293";"2013_3368_selvær";"2013_3368";3368;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;1
"7294";"2011_3369_selvær";"2011_3369";3369;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;1
"7295";"2011_3370_selvær";"2011_3370";3370;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;0
"7296";"2011_3371_sleneset";"2011_3371";3371;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;1
"7297";"2011_3372_lovund";"2011_3372";3372;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;1;52;52;3.95124371858143;0;1
"7298";"2012_3372_lovund";"2012_3372";3372;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;0;27;27;3.29583686600433;0;1
"7299";"2011_3373_træna";"2011_3373";3373;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7300";"2010_3374_træna";"2010_3374";3374;"2010_træna";2010;"træna";23;1;2009;"no";NA;"capt";NA;1;50;50;3.91202300542815;0;0
"7301";"2011_3374_træna";"2011_3374";3374;"2011_træna";2011;"træna";23;2;2009;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7302";"2011_3375_træna";"2011_3375";3375;"2011_træna";2011;"træna";23;1;2010;"yes";NA;NA;NA;1;113;113;4.72738781871234;0;0
"7303";"2012_3375_træna";"2012_3375";3375;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;0
"7304";"2011_3376_træna";"2011_3376";3376;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7305";"2012_3376_træna";"2012_3376";3376;"2012_træna";2012;"træna";23;2;2010;"gene_new";NA;NA;"gene_new";0;54;54;3.98898404656427;0;1
"7306";"2011_3377_træna";"2011_3377";3377;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7307";"2012_3377_træna";"2012_3377";3377;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;1;54;54;3.98898404656427;0;1
"7308";"2013_3377_træna";"2013_3377";3377;"2013_træna";2013;"træna";23;3;2010;"no";"obs";NA;NA;1;69;69;4.23410650459726;0;1
"7309";"2014_3377_træna";"2014_3377";3377;"2014_træna";2014;"træna";23;4;2010;"no";"obs";"capt";NA;1;83;83;4.4188406077966;0;1
"7310";"2015_3377_træna";"2015_3377";3377;"2015_træna";2015;"træna";23;5;2010;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"7311";"2011_3378_indre kvarøy";"2011_3378";3378;"2011_indre kvarøy";2011;"indre kvarøy";28;1;2010;"yes";NA;NA;NA;1;129;129;4.85981240436167;1;0
"7312";"2012_3378_indre kvarøy";"2012_3378";3378;"2012_indre kvarøy";2012;"indre kvarøy";28;2;2010;"yes";NA;NA;NA;1;65;65;4.17438726989564;1;0
"7313";"2013_3378_indre kvarøy";"2013_3378";3378;"2013_indre kvarøy";2013;"indre kvarøy";28;3;2010;"no";"obs";NA;NA;0;70;70;4.24849524204936;1;0
"7314";"2011_3379_sleneset";"2011_3379";3379;"2011_sleneset";2011;"sleneset";35;1;2010;"gene_new";NA;NA;"gene_new";1;47;47;3.85014760171006;0;0
"7315";"2012_3379_sleneset";"2012_3379";3379;"2012_sleneset";2012;"sleneset";35;2;2010;"gene_new";NA;NA;"gene_new";1;26;26;3.25809653802148;0;0
"7316";"2013_3379_sleneset";"2013_3379";3379;"2013_sleneset";2013;"sleneset";35;3;2010;"gene_new";NA;NA;"gene_new";0;47;47;3.85014760171006;0;0
"7317";"2011_3380_træna";"2011_3380";3380;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7318";"2011_3381_selvær";"2011_3381";3381;"2011_selvær";2011;"selvær";24;1;2010;"yes";NA;NA;NA;1;89;89;4.48863636973214;0;0
"7319";"2012_3381_selvær";"2012_3381";3381;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;0
"7320";"2013_3381_selvær";"2013_3381";3381;"2013_selvær";2013;"selvær";24;3;2010;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;0
"7321";"2011_3382_træna";"2011_3382";3382;"2011_træna";2011;"træna";23;1;2010;"no";"obs";"capt";NA;0;113;113;4.72738781871234;0;1
"7322";"2011_3383_træna";"2011_3383";3383;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7323";"2011_3384_træna";"2011_3384";3384;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7324";"2011_3385_selvær";"2011_3385";3385;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;1;89;89;4.48863636973214;0;1
"7325";"2012_3385_selvær";"2012_3385";3385;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"7326";"2013_3385_selvær";"2013_3385";3385;"2013_selvær";2013;"selvær";24;3;2010;"gene_new";NA;NA;"gene_new";0;45;45;3.80666248977032;0;1
"7327";"2011_3386_selvær";"2011_3386";3386;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;0
"7328";"2011_3387_gjerøy";"2011_3387";3387;"2011_gjerøy";2011;"gjerøy";26;1;2010;"no";"obs";NA;NA;0;144;144;4.969813299576;1;0
"7329";"2011_3388_træna";"2011_3388";3388;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7330";"2011_3389_sleneset";"2011_3389";3389;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;0
"7331";"2012_3389_sleneset";"2012_3389";3389;"2012_sleneset";2012;"sleneset";35;2;2010;"no";"obs";NA;NA;1;26;26;3.25809653802148;0;0
"7332";"2013_3389_sleneset";"2013_3389";3389;"2013_sleneset";2013;"sleneset";35;3;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;0
"7333";"2011_3390_sleneset";"2011_3390";3390;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";"capt";NA;0;47;47;3.85014760171006;0;0
"7334";"2011_3391_sleneset";"2011_3391";3391;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;0
"7335";"2011_3392_sleneset";"2011_3392";3392;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"7336";"2012_3392_sleneset";"2012_3392";3392;"2012_sleneset";2012;"sleneset";35;2;2010;"no";"obs";NA;NA;0;26;26;3.25809653802148;0;1
"7337";"2011_3393_sleneset";"2011_3393";3393;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;0
"7338";"2012_3393_sleneset";"2012_3393";3393;"2012_sleneset";2012;"sleneset";35;2;2010;"yes";NA;NA;NA;1;26;26;3.25809653802148;0;0
"7339";"2013_3393_sleneset";"2013_3393";3393;"2013_sleneset";2013;"sleneset";35;3;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;0
"7340";"2011_3394_sleneset";"2011_3394";3394;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";"capt";NA;1;47;47;3.85014760171006;0;1
"7341";"2012_3394_sleneset";"2012_3394";3394;"2012_sleneset";2012;"sleneset";35;2;2010;"no";"obs";NA;NA;1;26;26;3.25809653802148;0;1
"7342";"2013_3394_sleneset";"2013_3394";3394;"2013_sleneset";2013;"sleneset";35;3;2010;"yes";NA;NA;NA;1;47;47;3.85014760171006;0;1
"7343";"2014_3394_sleneset";"2014_3394";3394;"2014_sleneset";2014;"sleneset";35;4;2010;"no";"obs";NA;NA;1;36;36;3.58351893845611;0;1
"7344";"2015_3394_sleneset";"2015_3394";3394;"2015_sleneset";2015;"sleneset";35;5;2010;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"7345";"2016_3394_sleneset";"2016_3394";3394;"2016_sleneset";2016;"sleneset";35;6;2010;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;1
"7346";"2010_3395_lovund";"2010_3395";3395;"2010_lovund";2010;"lovund";34;1;2009;"no";"obs";"capt";NA;0;60;60;4.0943445622221;0;0
"7347";"2011_3396_lovund";"2011_3396";3396;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;0;52;52;3.95124371858143;0;0
"7348";"2011_3397_selvær";"2011_3397";3397;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";"capt";NA;0;89;89;4.48863636973214;0;0
"7349";"2011_3398_selvær";"2011_3398";3398;"2011_selvær";2011;"selvær";24;1;2010;"gene_new";NA;NA;"gene_new";0;89;89;4.48863636973214;0;1
"7350";"2011_3399_selvær";"2011_3399";3399;"2011_selvær";2011;"selvær";24;1;2010;"yes";NA;NA;NA;1;89;89;4.48863636973214;0;1
"7351";"2012_3399_selvær";"2012_3399";3399;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;1
"7352";"2011_3400_selvær";"2011_3400";3400;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;0
"7353";"2011_3401_træna";"2011_3401";3401;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7354";"2011_3402_selvær";"2011_3402";3402;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";"capt";NA;0;89;89;4.48863636973214;0;1
"7355";"2011_3403_træna";"2011_3403";3403;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7356";"2011_3404_lovund";"2011_3404";3404;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;1;52;52;3.95124371858143;0;1
"7357";"2012_3404_lovund";"2012_3404";3404;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;1;27;27;3.29583686600433;0;1
"7358";"2013_3404_lovund";"2013_3404";3404;"2013_lovund";2013;"lovund";34;3;2010;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;1
"7359";"2011_3405_selvær";"2011_3405";3405;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";"capt";NA;1;89;89;4.48863636973214;0;0
"7360";"2012_3405_selvær";"2012_3405";3405;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;0
"7361";"2011_3406_træna";"2011_3406";3406;"2011_træna";2011;"træna";23;1;2010;"no";"obs";"capt";NA;0;113;113;4.72738781871234;0;0
"7362";"2011_3407_træna";"2011_3407";3407;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7363";"2011_3408_træna";"2011_3408";3408;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7364";"2011_3409_lovund";"2011_3409";3409;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;1;52;52;3.95124371858143;0;0
"7365";"2012_3409_lovund";"2012_3409";3409;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;0;27;27;3.29583686600433;0;0
"7366";"2011_3410_træna";"2011_3410";3410;"2011_træna";2011;"træna";23;1;2010;"yes";NA;NA;NA;1;113;113;4.72738781871234;0;1
"7367";"2012_3410_træna";"2012_3410";3410;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;1
"7368";"2011_3411_træna";"2011_3411";3411;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7369";"2011_3412_selvær";"2011_3412";3412;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";"capt";NA;1;89;89;4.48863636973214;0;1
"7370";"2012_3412_selvær";"2012_3412";3412;"2012_selvær";2012;"selvær";24;2;2010;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;1
"7371";"2011_3413_sleneset";"2011_3413";3413;"2011_sleneset";2011;"sleneset";35;1;2010;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;1
"7372";"2011_3414_lovund";"2011_3414";3414;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";"capt";NA;1;52;52;3.95124371858143;0;1
"7373";"2012_3414_lovund";"2012_3414";3414;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;1;27;27;3.29583686600433;0;1
"7374";"2013_3414_lovund";"2013_3414";3414;"2013_lovund";2013;"lovund";34;3;2010;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;1
"7375";"2008_3415_lovund";"2008_3415";3415;"2008_lovund";2008;"lovund";34;1;2007;"gene_new";NA;NA;"gene_new";1;29;29;3.36729582998647;0;1
"7376";"2009_3415_lovund";"2009_3415";3415;"2009_lovund";2009;"lovund";34;2;2007;"gene_new";NA;NA;"gene_new";1;28;28;3.3322045101752;0;1
"7377";"2010_3415_lovund";"2010_3415";3415;"2010_lovund";2010;"lovund";34;3;2007;"no";"obs";"capt";NA;0;60;60;4.0943445622221;0;1
"7378";"2011_3416_lovund";"2011_3416";3416;"2011_lovund";2011;"lovund";34;1;2010;"yes";NA;NA;NA;1;52;52;3.95124371858143;0;1
"7379";"2012_3416_lovund";"2012_3416";3416;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;1;27;27;3.29583686600433;0;1
"7380";"2013_3416_lovund";"2013_3416";3416;"2013_lovund";2013;"lovund";34;3;2010;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;1
"7381";"2011_3417_træna";"2011_3417";3417;"2011_træna";2011;"træna";23;1;2010;"no";"obs";"capt";NA;1;113;113;4.72738781871234;0;0
"7382";"2012_3417_træna";"2012_3417";3417;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;0
"7383";"2011_3418_selvær";"2011_3418";3418;"2011_selvær";2011;"selvær";24;1;2010;"no";"obs";NA;NA;0;89;89;4.48863636973214;0;0
"7384";"2011_3419_træna";"2011_3419";3419;"2011_træna";2011;"træna";23;1;2010;"no";"obs";"capt";NA;0;113;113;4.72738781871234;0;0
"7385";"2011_3420_træna";"2011_3420";3420;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;0
"7386";"2012_3420_træna";"2012_3420";3420;"2012_træna";2012;"træna";23;2;2010;"gene_new";NA;NA;"gene_new";0;54;54;3.98898404656427;0;0
"7387";"2011_3421_træna";"2011_3421";3421;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7388";"2011_3422_træna";"2011_3422";3422;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;0
"7389";"2011_3423_lovund";"2011_3423";3423;"2011_lovund";2011;"lovund";34;1;2010;"no";"obs";NA;NA;1;52;52;3.95124371858143;0;1
"7390";"2012_3423_lovund";"2012_3423";3423;"2012_lovund";2012;"lovund";34;2;2010;"no";"obs";NA;NA;0;27;27;3.29583686600433;0;1
"7391";"2011_3424_træna";"2011_3424";3424;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;0
"7392";"2012_3424_træna";"2012_3424";3424;"2012_træna";2012;"træna";23;2;2010;"gene_new";NA;NA;"gene_new";0;54;54;3.98898404656427;0;0
"7393";"2011_3425_træna";"2011_3425";3425;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;0;113;113;4.72738781871234;0;1
"7394";"2011_3426_træna";"2011_3426";3426;"2011_træna";2011;"træna";23;1;2010;"no";"obs";NA;NA;1;113;113;4.72738781871234;0;1
"7395";"2012_3426_træna";"2012_3426";3426;"2012_træna";2012;"træna";23;2;2010;"no";"obs";NA;NA;0;54;54;3.98898404656427;0;1
