"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Own_survival";"estimated_pop_size";"N";"n";"in_out";"sex"
"2525";"2010_1247_gjerøy";"2010_1247";1247;"2010_gjerøy";2010;"gjerøy";26;3;2007;"no";"obs";NA;NA;1;136;136;4.91265488573605;1;0
"2526";"2011_1247_gjerøy";"2011_1247";1247;"2011_gjerøy";2011;"gjerøy";26;4;2007;"no";"obs";"capt";NA;1;144;144;4.969813299576;1;0
"2527";"2012_1247_gjerøy";"2012_1247";1247;"2012_gjerøy";2012;"gjerøy";26;5;2007;"no";"obs";NA;NA;0;196;196;5.27811465923052;1;0
"2528";"2008_1248_gjerøy";"2008_1248";1248;"2008_gjerøy";2008;"gjerøy";26;1;2007;"no";"obs";"capt";NA;1;121;121;4.79579054559674;1;1
"2529";"2009_1248_gjerøy";"2009_1248";1248;"2009_gjerøy";2009;"gjerøy";26;2;2007;"no";"obs";"capt";NA;1;107;107;4.67282883446191;1;1
"2530";"2010_1248_gjerøy";"2010_1248";1248;"2010_gjerøy";2010;"gjerøy";26;3;2007;"no";"obs";NA;NA;1;136;136;4.91265488573605;1;1
"2531";"2011_1248_gjerøy";"2011_1248";1248;"2011_gjerøy";2011;"gjerøy";26;4;2007;"no";"obs";"capt";NA;1;144;144;4.969813299576;1;1
"2532";"2012_1248_gjerøy";"2012_1248";1248;"2012_gjerøy";2012;"gjerøy";26;5;2007;"no";"obs";NA;NA;0;196;196;5.27811465923052;1;1
"2533";"2008_1249_gjerøy";"2008_1249";1249;"2008_gjerøy";2008;"gjerøy";26;1;2007;"no";"obs";"capt";NA;0;121;121;4.79579054559674;1;1
"2534";"2008_1250_gjerøy";"2008_1250";1250;"2008_gjerøy";2008;"gjerøy";26;1;2007;"no";"obs";"capt";NA;0;121;121;4.79579054559674;1;1
"2535";"2008_1251_gjerøy";"2008_1251";1251;"2008_gjerøy";2008;"gjerøy";26;1;2007;"no";"obs";"capt";NA;0;121;121;4.79579054559674;1;0
"2536";"2008_1252_træna";"2008_1252";1252;"2008_træna";2008;"træna";23;1;2007;"no";"obs";"capt";NA;0;28;28;3.3322045101752;0;1
"2537";"2000_1253_lurøy-onøy";"2000_1253";1253;"2000_lurøy-onøy";2000;"lurøy-onøy";33;1;1999;"gene_new";NA;NA;"gene_new";1;71;71;4.26267987704132;1;1
"2538";"2001_1253_lurøy-onøy";"2001_1253";1253;"2001_lurøy-onøy";2001;"lurøy-onøy";33;2;1999;"no";NA;"capt";NA;0;61;61;4.11087386417331;1;1
"2539";"2000_1254_lurøy-onøy";"2000_1254";1254;"2000_lurøy-onøy";2000;"lurøy-onøy";33;1;1999;"gene_new";NA;NA;"gene_new";1;71;71;4.26267987704132;1;0
"2540";"2001_1254_lurøy-onøy";"2001_1254";1254;"2001_lurøy-onøy";2001;"lurøy-onøy";33;2;1999;"no";"obs";"capt";NA;1;61;61;4.11087386417331;1;0
"2541";"2002_1254_lurøy-onøy";"2002_1254";1254;"2002_lurøy-onøy";2002;"lurøy-onøy";33;3;1999;"no";NA;"capt";NA;0;12;12;2.484906649788;1;0
"2542";"2001_1255_lurøy-onøy";"2001_1255";1255;"2001_lurøy-onøy";2001;"lurøy-onøy";33;1;2000;"no";"obs";"capt";NA;0;61;61;4.11087386417331;1;1
"2543";"2001_1256_lurøy-onøy";"2001_1256";1256;"2001_lurøy-onøy";2001;"lurøy-onøy";33;1;2000;"no";"obs";"capt";NA;0;61;61;4.11087386417331;1;0
"2544";"2001_1257_gjerøy";"2001_1257";1257;"2001_gjerøy";2001;"gjerøy";26;1;2000;"no";NA;"capt";NA;1;59;59;4.07753744390572;1;0
"2545";"2002_1257_gjerøy";"2002_1257";1257;"2002_gjerøy";2002;"gjerøy";26;2;2000;"yes";NA;NA;NA;1;52;52;3.95124371858143;1;0
"2546";"2003_1257_gjerøy";"2003_1257";1257;"2003_gjerøy";2003;"gjerøy";26;3;2000;"no";NA;"capt";NA;1;74;74;4.30406509320417;1;0
"2547";"2004_1257_gjerøy";"2004_1257";1257;"2004_gjerøy";2004;"gjerøy";26;4;2000;"no";NA;"capt";NA;1;58;58;4.06044301054642;1;0
"2548";"2005_1257_gjerøy";"2005_1257";1257;"2005_gjerøy";2005;"gjerøy";26;5;2000;"no";NA;"capt";NA;0;58;58;4.06044301054642;1;0
"2549";"2002_1258_hestmannøy";"2002_1258";1258;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"yes";NA;NA;NA;1;81;81;4.39444915467244;1;0
"2550";"2003_1258_hestmannøy";"2003_1258";1258;"2003_hestmannøy";2003;"hestmannøy";27;2;2001;"no";"obs";NA;NA;1;191;191;5.25227342804663;1;0
"2551";"2004_1258_hestmannøy";"2004_1258";1258;"2004_hestmannøy";2004;"hestmannøy";27;3;2001;"no";"obs";"capt";NA;1;88;88;4.47733681447821;1;0
"2552";"2005_1258_hestmannøy";"2005_1258";1258;"2005_hestmannøy";2005;"hestmannøy";27;4;2001;"no";NA;"capt";NA;0;166;166;5.11198778835654;1;0
"2553";"2002_1259_hestmannøy";"2002_1259";1259;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";NA;NA;1;81;81;4.39444915467244;1;1
"2554";"2003_1259_hestmannøy";"2003_1259";1259;"2003_hestmannøy";2003;"hestmannøy";27;2;2001;"yes";NA;NA;NA;1;191;191;5.25227342804663;1;1
"2555";"2004_1259_hestmannøy";"2004_1259";1259;"2004_hestmannøy";2004;"hestmannøy";27;3;2001;"no";"obs";"capt";NA;0;88;88;4.47733681447821;1;1
"2556";"2002_1260_gjerøy";"2002_1260";1260;"2002_gjerøy";2002;"gjerøy";26;1;2001;"no";"obs";"capt";NA;1;52;52;3.95124371858143;1;0
"2557";"2003_1260_gjerøy";"2003_1260";1260;"2003_gjerøy";2003;"gjerøy";26;2;2001;"yes";NA;NA;NA;1;74;74;4.30406509320417;1;0
"2558";"2004_1260_gjerøy";"2004_1260";1260;"2004_gjerøy";2004;"gjerøy";26;3;2001;"no";"obs";NA;NA;0;58;58;4.06044301054642;1;0
"2559";"2002_1261_gjerøy";"2002_1261";1261;"2002_gjerøy";2002;"gjerøy";26;1;2001;"yes";NA;NA;NA;1;52;52;3.95124371858143;1;0
"2560";"2003_1261_gjerøy";"2003_1261";1261;"2003_gjerøy";2003;"gjerøy";26;2;2001;"yes";NA;NA;NA;1;74;74;4.30406509320417;1;0
"2561";"2004_1261_gjerøy";"2004_1261";1261;"2004_gjerøy";2004;"gjerøy";26;3;2001;"no";"obs";NA;NA;0;58;58;4.06044301054642;1;0
"2562";"2002_1262_gjerøy";"2002_1262";1262;"2002_gjerøy";2002;"gjerøy";26;1;2001;"no";"obs";NA;NA;0;52;52;3.95124371858143;1;1
"2563";"2002_1263_aldra";"2002_1263";1263;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;1;1
"2564";"2003_1263_aldra";"2003_1263";1263;"2003_aldra";2003;"aldra";38;2;2001;"gene_new";NA;NA;"gene_new";0;36;36;3.58351893845611;1;1
"2565";"2002_1264_hestmannøy";"2002_1264";1264;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";NA;"capt";NA;0;81;81;4.39444915467244;1;1
"2566";"2002_1265_indre kvarøy";"2002_1265";1265;"2002_indre kvarøy";2002;"indre kvarøy";28;1;2001;"no";"obs";"capt";NA;0;38;38;3.63758615972639;1;1
"2567";"2000_1266_indre kvarøy";"2000_1266";1266;"2000_indre kvarøy";2000;"indre kvarøy";28;1;1999;"gene_new";NA;NA;"gene_new";1;32;32;3.46573590279973;1;0
"2568";"2001_1266_indre kvarøy";"2001_1266";1266;"2001_indre kvarøy";2001;"indre kvarøy";28;2;1999;"no";NA;"capt";NA;1;40;40;3.68887945411394;1;0
"2569";"2002_1266_indre kvarøy";"2002_1266";1266;"2002_indre kvarøy";2002;"indre kvarøy";28;3;1999;"no";"obs";NA;NA;0;38;38;3.63758615972639;1;0
"2570";"2002_1267_hestmannøy";"2002_1267";1267;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";"capt";NA;1;81;81;4.39444915467244;1;1
"2571";"2003_1267_hestmannøy";"2003_1267";1267;"2003_hestmannøy";2003;"hestmannøy";27;2;2001;"gene_new";NA;NA;"gene_new";0;191;191;5.25227342804663;1;1
"2572";"2001_1268_hestmannøy";"2001_1268";1268;"2001_hestmannøy";2001;"hestmannøy";27;1;2000;"no";NA;"capt";NA;0;141;141;4.94875989037817;1;1
"2573";"2000_1269_hestmannøy";"2000_1269";1269;"2000_hestmannøy";2000;"hestmannøy";27;1;1999;"gene_new";NA;NA;"gene_new";1;121;121;4.79579054559674;1;0
"2574";"2001_1269_hestmannøy";"2001_1269";1269;"2001_hestmannøy";2001;"hestmannøy";27;2;1999;"no";NA;"capt";NA;0;141;141;4.94875989037817;1;0
"2575";"2002_1270_indre kvarøy";"2002_1270";1270;"2002_indre kvarøy";2002;"indre kvarøy";28;1;2001;"no";"obs";"capt";NA;1;38;38;3.63758615972639;1;0
"2576";"2003_1270_indre kvarøy";"2003_1270";1270;"2003_indre kvarøy";2003;"indre kvarøy";28;2;2001;"no";"obs";NA;NA;0;50;50;3.91202300542815;1;0
"2577";"2002_1271_hestmannøy";"2002_1271";1271;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";"capt";NA;1;81;81;4.39444915467244;1;0
"2578";"2003_1271_hestmannøy";"2003_1271";1271;"2003_hestmannøy";2003;"hestmannøy";27;2;2001;"no";"obs";"capt";NA;1;191;191;5.25227342804663;1;0
"2579";"2004_1271_hestmannøy";"2004_1271";1271;"2004_hestmannøy";2004;"hestmannøy";27;3;2001;"no";NA;"capt";NA;1;88;88;4.47733681447821;1;0
"2580";"2005_1271_hestmannøy";"2005_1271";1271;"2005_hestmannøy";2005;"hestmannøy";27;4;2001;"no";NA;"capt";NA;1;166;166;5.11198778835654;1;0
"2581";"2006_1271_hestmannøy";"2006_1271";1271;"2006_hestmannøy";2006;"hestmannøy";27;5;2001;"no";"obs";"capt";NA;1;133;133;4.89034912822175;1;0
"2582";"2007_1271_hestmannøy";"2007_1271";1271;"2007_hestmannøy";2007;"hestmannøy";27;6;2001;"no";"obs";"capt";NA;1;172;172;5.14749447681345;1;0
"2583";"2008_1271_hestmannøy";"2008_1271";1271;"2008_hestmannøy";2008;"hestmannøy";27;7;2001;"no";"obs";"capt";NA;1;153;153;5.03043792139244;1;0
"2584";"2009_1271_hestmannøy";"2009_1271";1271;"2009_hestmannøy";2009;"hestmannøy";27;8;2001;"no";"obs";NA;NA;1;157;157;5.05624580534831;1;0
"2585";"2010_1271_hestmannøy";"2010_1271";1271;"2010_hestmannøy";2010;"hestmannøy";27;9;2001;"no";"obs";NA;NA;0;214;214;5.36597601502185;1;0
"2586";"2002_1272_hestmannøy";"2002_1272";1272;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";NA;"capt";NA;0;81;81;4.39444915467244;1;0
"2587";"2001_1273_hestmannøy";"2001_1273";1273;"2001_hestmannøy";2001;"hestmannøy";27;1;2000;"no";NA;"capt";NA;1;141;141;4.94875989037817;1;1
"2588";"2002_1273_hestmannøy";"2002_1273";1273;"2002_hestmannøy";2002;"hestmannøy";27;2;2000;"no";"obs";"capt";NA;0;81;81;4.39444915467244;1;1
"2589";"2002_1274_nesøy";"2002_1274";1274;"2002_nesøy";2002;"nesøy";20;1;2001;"no";NA;"capt";NA;0;24;24;3.17805383034795;1;1
"2590";"2002_1275_gjerøy";"2002_1275";1275;"2002_gjerøy";2002;"gjerøy";26;1;2001;"no";"obs";"capt";NA;1;52;52;3.95124371858143;1;0
"2591";"2003_1275_gjerøy";"2003_1275";1275;"2003_gjerøy";2003;"gjerøy";26;2;2001;"no";NA;"capt";NA;1;74;74;4.30406509320417;1;0
"2592";"2004_1275_gjerøy";"2004_1275";1275;"2004_gjerøy";2004;"gjerøy";26;3;2001;"no";NA;"capt";NA;1;58;58;4.06044301054642;1;0
"2593";"2005_1275_gjerøy";"2005_1275";1275;"2005_gjerøy";2005;"gjerøy";26;4;2001;"no";NA;"capt";NA;0;58;58;4.06044301054642;1;0
"2594";"2002_1276_sleneset";"2002_1276";1276;"2002_sleneset";2002;"sleneset";35;1;2001;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"2595";"2003_1276_sleneset";"2003_1276";1276;"2003_sleneset";2003;"sleneset";35;2;2001;"no";"obs";NA;NA;0;35;35;3.55534806148941;0;1
"2596";"2002_1277_sleneset";"2002_1277";1277;"2002_sleneset";2002;"sleneset";35;1;2001;"no";NA;"capt";NA;1;47;47;3.85014760171006;0;1
"2597";"2003_1277_sleneset";"2003_1277";1277;"2003_sleneset";2003;"sleneset";35;2;2001;"no";NA;"capt";NA;1;35;35;3.55534806148941;0;1
"2598";"2004_1277_sleneset";"2004_1277";1277;"2004_sleneset";2004;"sleneset";35;3;2001;"gene_new";NA;NA;"gene_new";0;43;43;3.76120011569356;0;1
"2599";"2001_1278_sleneset";"2001_1278";1278;"2001_sleneset";2001;"sleneset";35;1;2000;"no";NA;"capt";NA;1;41;41;3.71357206670431;0;1
"2600";"2002_1278_lovund";"2002_1278";1278;"2002_lovund";2002;"lovund";34;2;2000;"yes";NA;NA;NA;1;12;12;2.484906649788;0;1
"2601";"2003_1278_lovund";"2003_1278";1278;"2003_lovund";2003;"lovund";34;3;2000;"no";"obs";NA;NA;0;44;44;3.78418963391826;0;1
"2602";"2002_1279_sleneset";"2002_1279";1279;"2002_sleneset";2002;"sleneset";35;1;2001;"no";"obs";"capt";NA;0;47;47;3.85014760171006;0;0
"2603";"2002_1280_sleneset";"2002_1280";1280;"2002_sleneset";2002;"sleneset";35;1;2001;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;0
"2604";"2003_1280_sleneset";"2003_1280";1280;"2003_sleneset";2003;"sleneset";35;2;2001;"gene_new";NA;NA;"gene_new";1;35;35;3.55534806148941;0;0
"2605";"2004_1280_sleneset";"2004_1280";1280;"2004_sleneset";2004;"sleneset";35;3;2001;"yes";NA;NA;NA;1;43;43;3.76120011569356;0;0
"2606";"2005_1280_sleneset";"2005_1280";1280;"2005_sleneset";2005;"sleneset";35;4;2001;"gene_new";NA;NA;"gene_new";0;37;37;3.61091791264422;0;0
"2607";"2002_1281_lovund";"2002_1281";1281;"2002_lovund";2002;"lovund";34;1;2001;"yes";NA;NA;NA;1;12;12;2.484906649788;0;1
"2608";"2003_1281_lovund";"2003_1281";1281;"2003_lovund";2003;"lovund";34;2;2001;"yes";NA;NA;NA;1;44;44;3.78418963391826;0;1
"2609";"2004_1281_lovund";"2004_1281";1281;"2004_lovund";2004;"lovund";34;3;2001;"no";"obs";NA;NA;0;51;51;3.93182563272433;0;1
"2610";"2001_1282_myken";"2001_1282";1282;"2001_myken";2001;"myken";22;1;2000;"no";"obs";"capt";NA;0;38;38;3.63758615972639;0;1
"2611";"2002_1283_aldra";"2002_1283";1283;"2002_aldra";2002;"aldra";38;1;2001;"no";NA;"capt";NA;1;34;34;3.52636052461616;1;0
"2612";"2003_1283_aldra";"2003_1283";1283;"2003_aldra";2003;"aldra";38;2;2001;"gene_new";NA;NA;"gene_new";0;36;36;3.58351893845611;1;0
"2613";"2002_1284_aldra";"2002_1284";1284;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;0;34;34;3.52636052461616;1;0
"2614";"2002_1285_aldra";"2002_1285";1285;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;1;0
"2615";"2003_1285_aldra";"2003_1285";1285;"2003_aldra";2003;"aldra";38;2;2001;"no";"obs";"capt";NA;1;36;36;3.58351893845611;1;0
"2616";"2004_1285_aldra";"2004_1285";1285;"2004_aldra";2004;"aldra";38;3;2001;"no";NA;"capt";NA;0;53;53;3.97029191355212;1;0
"2617";"2001_1286_aldra";"2001_1286";1286;"2001_aldra";2001;"aldra";38;1;2000;"no";NA;"capt";NA;0;33;33;3.49650756146648;1;1
"2618";"2002_1287_aldra";"2002_1287";1287;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;1;1
"2619";"2003_1287_aldra";"2003_1287";1287;"2003_aldra";2003;"aldra";38;2;2001;"no";"obs";"capt";NA;1;36;36;3.58351893845611;1;1
"2620";"2004_1287_aldra";"2004_1287";1287;"2004_aldra";2004;"aldra";38;3;2001;"no";NA;"capt";NA;1;53;53;3.97029191355212;1;1
"2621";"2005_1287_aldra";"2005_1287";1287;"2005_aldra";2005;"aldra";38;4;2001;"no";"obs";"capt";NA;1;61;61;4.11087386417331;1;1
"2622";"2006_1287_aldra";"2006_1287";1287;"2006_aldra";2006;"aldra";38;5;2001;"no";"obs";"capt";NA;0;37;37;3.61091791264422;1;1
"2623";"2002_1288_aldra";"2002_1288";1288;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;1;0
"2624";"2003_1288_aldra";"2003_1288";1288;"2003_aldra";2003;"aldra";38;2;2001;"yes";NA;NA;NA;1;36;36;3.58351893845611;1;0
"2625";"2004_1288_aldra";"2004_1288";1288;"2004_aldra";2004;"aldra";38;3;2001;"no";NA;"capt";NA;0;53;53;3.97029191355212;1;0
"2626";"2002_1289_aldra";"2002_1289";1289;"2002_aldra";2002;"aldra";38;1;2001;"yes";NA;NA;NA;1;34;34;3.52636052461616;1;0
"2627";"2003_1289_aldra";"2003_1289";1289;"2003_aldra";2003;"aldra";38;2;2001;"no";"obs";NA;NA;0;36;36;3.58351893845611;1;0
"2628";"2002_1290_aldra";"2002_1290";1290;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";NA;NA;1;34;34;3.52636052461616;1;1
"2629";"2003_1290_aldra";"2003_1290";1290;"2003_aldra";2003;"aldra";38;2;2001;"no";"obs";"capt";NA;1;36;36;3.58351893845611;1;1
"2630";"2004_1290_aldra";"2004_1290";1290;"2004_aldra";2004;"aldra";38;3;2001;"no";NA;"capt";NA;1;53;53;3.97029191355212;1;1
"2631";"2005_1290_aldra";"2005_1290";1290;"2005_aldra";2005;"aldra";38;4;2001;"no";"obs";"capt";NA;1;61;61;4.11087386417331;1;1
"2632";"2006_1290_aldra";"2006_1290";1290;"2006_aldra";2006;"aldra";38;5;2001;"no";NA;"capt";NA;1;37;37;3.61091791264422;1;1
"2633";"2007_1290_aldra";"2007_1290";1290;"2007_aldra";2007;"aldra";38;6;2001;"no";"obs";NA;NA;0;43;43;3.76120011569356;1;1
"2634";"2002_1291_aldra";"2002_1291";1291;"2002_aldra";2002;"aldra";38;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;1;1
"2635";"2003_1291_aldra";"2003_1291";1291;"2003_aldra";2003;"aldra";38;2;2001;"no";"obs";NA;NA;0;36;36;3.58351893845611;1;1
"2636";"2002_1292_gjerøy";"2002_1292";1292;"2002_gjerøy";2002;"gjerøy";26;1;2001;"no";"obs";"capt";NA;1;52;52;3.95124371858143;1;0
"2637";"2003_1292_gjerøy";"2003_1292";1292;"2003_gjerøy";2003;"gjerøy";26;2;2001;"no";NA;"capt";NA;0;74;74;4.30406509320417;1;0
"2638";"2002_1293_gjerøy";"2002_1293";1293;"2002_gjerøy";2002;"gjerøy";26;1;2001;"no";"obs";NA;NA;0;52;52;3.95124371858143;1;0
"2639";"2002_1294_hestmannøy";"2002_1294";1294;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";"capt";NA;1;81;81;4.39444915467244;1;1
"2640";"2003_1294_hestmannøy";"2003_1294";1294;"2003_hestmannøy";2003;"hestmannøy";27;2;2001;"gene_new";NA;NA;"gene_new";0;191;191;5.25227342804663;1;1
"2641";"2002_1295_hestmannøy";"2002_1295";1295;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";"capt";NA;0;81;81;4.39444915467244;1;0
"2642";"2001_1296_hestmannøy";"2001_1296";1296;"2001_hestmannøy";2001;"hestmannøy";27;1;2000;"no";NA;"capt";NA;0;141;141;4.94875989037817;1;0
"2643";"2002_1297_hestmannøy";"2002_1297";1297;"2002_hestmannøy";2002;"hestmannøy";27;1;2001;"no";"obs";NA;NA;0;81;81;4.39444915467244;1;1
"2644";"2002_1298_lovund";"2002_1298";1298;"2002_lovund";2002;"lovund";34;1;2001;"no";"obs";NA;NA;0;12;12;2.484906649788;0;0
"2645";"2002_1299_sleneset";"2002_1299";1299;"2002_sleneset";2002;"sleneset";35;1;2001;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"2646";"2003_1299_sleneset";"2003_1299";1299;"2003_sleneset";2003;"sleneset";35;2;2001;"no";"obs";"capt";NA;1;35;35;3.55534806148941;0;1
"2647";"2004_1299_sleneset";"2004_1299";1299;"2004_sleneset";2004;"sleneset";35;3;2001;"yes";NA;NA;NA;1;43;43;3.76120011569356;0;1
"2648";"2005_1299_sleneset";"2005_1299";1299;"2005_sleneset";2005;"sleneset";35;4;2001;"no";"obs";"capt";NA;1;37;37;3.61091791264422;0;1
"2649";"2006_1299_sleneset";"2006_1299";1299;"2006_sleneset";2006;"sleneset";35;5;2001;"no";"obs";NA;NA;1;42;42;3.73766961828337;0;1
"2650";"2007_1299_sleneset";"2007_1299";1299;"2007_sleneset";2007;"sleneset";35;6;2001;"gene_new";NA;NA;"gene_new";0;52;52;3.95124371858143;0;1
"2651";"2002_1300_myken";"2002_1300";1300;"2002_myken";2002;"myken";22;1;2001;"no";"obs";"capt";NA;1;34;34;3.52636052461616;0;1
"2652";"2003_1300_myken";"2003_1300";1300;"2003_myken";2003;"myken";22;2;2001;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"2653";"2003_1301_hestmannøy";"2003_1301";1301;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";"obs";NA;NA;0;191;191;5.25227342804663;1;1
"2654";"2003_1302_hestmannøy";"2003_1302";1302;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";NA;"capt";NA;0;191;191;5.25227342804663;1;0
"2655";"2003_1303_gjerøy";"2003_1303";1303;"2003_gjerøy";2003;"gjerøy";26;1;2002;"no";"obs";"capt";NA;1;74;74;4.30406509320417;1;0
"2656";"2004_1303_gjerøy";"2004_1303";1303;"2004_gjerøy";2004;"gjerøy";26;2;2002;"no";"obs";"capt";NA;1;58;58;4.06044301054642;1;0
"2657";"2005_1303_gjerøy";"2005_1303";1303;"2005_gjerøy";2005;"gjerøy";26;3;2002;"no";"obs";"capt";NA;0;58;58;4.06044301054642;1;0
"2658";"2003_1304_hestmannøy";"2003_1304";1304;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";"obs";NA;NA;0;191;191;5.25227342804663;1;1
"2659";"2003_1305_hestmannøy";"2003_1305";1305;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";"obs";NA;NA;0;191;191;5.25227342804663;1;0
"2660";"2003_1306_indre kvarøy";"2003_1306";1306;"2003_indre kvarøy";2003;"indre kvarøy";28;1;2002;"no";"obs";"capt";NA;1;50;50;3.91202300542815;1;1
"2661";"2004_1306_indre kvarøy";"2004_1306";1306;"2004_indre kvarøy";2004;"indre kvarøy";28;2;2002;"no";"obs";NA;NA;1;31;31;3.43398720448515;1;1
"2662";"2005_1306_indre kvarøy";"2005_1306";1306;"2005_indre kvarøy";2005;"indre kvarøy";28;3;2002;"no";"obs";NA;NA;0;58;58;4.06044301054642;1;1
"2663";"2003_1307_hestmannøy";"2003_1307";1307;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";NA;"capt";NA;1;191;191;5.25227342804663;1;0
"2664";"2004_1307_hestmannøy";"2004_1307";1307;"2004_hestmannøy";2004;"hestmannøy";27;2;2002;"no";"obs";NA;NA;0;88;88;4.47733681447821;1;0
"2665";"2003_1308_hestmannøy";"2003_1308";1308;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"yes";NA;NA;NA;1;191;191;5.25227342804663;1;1
"2666";"2004_1308_hestmannøy";"2004_1308";1308;"2004_hestmannøy";2004;"hestmannøy";27;2;2002;"no";"obs";"capt";NA;1;88;88;4.47733681447821;1;1
"2667";"2005_1308_hestmannøy";"2005_1308";1308;"2005_hestmannøy";2005;"hestmannøy";27;3;2002;"no";NA;"capt";NA;1;166;166;5.11198778835654;1;1
"2668";"2006_1308_hestmannøy";"2006_1308";1308;"2006_hestmannøy";2006;"hestmannøy";27;4;2002;"gene_new";NA;NA;"gene_new";0;133;133;4.89034912822175;1;1
"2669";"2003_1309_hestmannøy";"2003_1309";1309;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";NA;"capt";NA;0;191;191;5.25227342804663;1;1
"2670";"2003_1310_indre kvarøy";"2003_1310";1310;"2003_indre kvarøy";2003;"indre kvarøy";28;1;2002;"no";"obs";"capt";NA;1;50;50;3.91202300542815;1;0
"2671";"2004_1310_indre kvarøy";"2004_1310";1310;"2004_indre kvarøy";2004;"indre kvarøy";28;2;2002;"no";"obs";"capt";NA;1;31;31;3.43398720448515;1;0
"2672";"2005_1310_indre kvarøy";"2005_1310";1310;"2005_indre kvarøy";2005;"indre kvarøy";28;3;2002;"no";NA;"capt";NA;1;58;58;4.06044301054642;1;0
"2673";"2006_1310_indre kvarøy";"2006_1310";1310;"2006_indre kvarøy";2006;"indre kvarøy";28;4;2002;"no";NA;"capt";NA;1;39;39;3.66356164612965;1;0
"2674";"2007_1310_indre kvarøy";"2007_1310";1310;"2007_indre kvarøy";2007;"indre kvarøy";28;5;2002;"no";"obs";NA;NA;0;57;57;4.04305126783455;1;0
"2675";"2003_1311_selvær";"2003_1311";1311;"2003_selvær";2003;"selvær";24;1;2002;"yes";NA;NA;NA;1;19;19;2.94443897916644;0;1
"2676";"2004_1311_selvær";"2004_1311";1311;"2004_selvær";2004;"selvær";24;2;2002;"no";NA;"capt";NA;1;40;40;3.68887945411394;0;1
"2677";"2005_1311_selvær";"2005_1311";1311;"2005_selvær";2005;"selvær";24;3;2002;"no";"obs";NA;NA;1;53;53;3.97029191355212;0;1
"2678";"2006_1311_selvær";"2006_1311";1311;"2006_selvær";2006;"selvær";24;4;2002;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"2679";"2007_1311_selvær";"2007_1311";1311;"2007_selvær";2007;"selvær";24;5;2002;"gene_new";NA;NA;"gene_new";1;60;60;4.0943445622221;0;1
"2680";"2008_1311_selvær";"2008_1311";1311;"2008_selvær";2008;"selvær";24;6;2002;"yes";NA;NA;NA;1;89;89;4.48863636973214;0;1
"2681";"2009_1311_selvær";"2009_1311";1311;"2009_selvær";2009;"selvær";24;7;2002;"gene_new";NA;NA;"gene_new";0;45;45;3.80666248977032;0;1
"2682";"2003_1312_lovund";"2003_1312";1312;"2003_lovund";2003;"lovund";34;1;2002;"no";NA;"capt";NA;1;44;44;3.78418963391826;0;0
"2683";"2004_1312_lovund";"2004_1312";1312;"2004_lovund";2004;"lovund";34;2;2002;"no";"obs";"capt";NA;0;51;51;3.93182563272433;0;0
"2684";"2003_1313_gjerøy";"2003_1313";1313;"2003_gjerøy";2003;"gjerøy";26;1;2002;"no";NA;"capt";NA;0;74;74;4.30406509320417;1;1
"2685";"2003_1314_hestmannøy";"2003_1314";1314;"2003_hestmannøy";2003;"hestmannøy";27;1;2002;"no";"obs";NA;NA;1;191;191;5.25227342804663;1;1
"2686";"2004_1314_hestmannøy";"2004_1314";1314;"2004_hestmannøy";2004;"hestmannøy";27;2;2002;"yes";NA;NA;NA;1;88;88;4.47733681447821;1;1
