"ID";"lifestage";"Year";"Island";"Location"
"1";1;"fledge";2007;22;"myken"
"2";1;"nest";2007;22;"myken"
"3";2;"nest";2007;22;"myken"
"4";2;"fledge";2007;22;"myken"
"5";3;"nest";2007;22;"myken"
"6";4;"nest";2007;27;"hestmannøy"
"7";5;"nest";2007;27;"hestmannøy"
"8";6;"nest";2007;27;"hestmannøy"
"9";6;"fledge";2007;27;"hestmannøy"
"10";7;"nest";2007;27;"hestmannøy"
"11";8;"nest";2007;27;"hestmannøy"
"12";9;"nest";2007;27;"hestmannøy"
"13";10;"nest";2007;28;"indre kvarøy"
"14";11;"nest";2007;28;"indre kvarøy"
"15";11;"fledge";2007;28;"indre kvarøy"
"16";12;"nest";1999;27;"hestmannøy"
"17";13;"nest";1999;27;"hestmannøy"
"18";14;"nest";1999;27;"hestmannøy"
"19";15;"nest";1999;27;"hestmannøy"
"20";15;"fledge";1999;27;"hestmannøy"
"21";15;"recruit";1999;27;"hestmannøy"
"22";16;"nest";1999;27;"hestmannøy"
"23";17;"nest";1999;27;"hestmannøy"
"24";17;"fledge";1999;27;"hestmannøy"
"25";17;"recruit";1999;27;"hestmannøy"
"26";18;"nest";1999;26;"gjerøy"
"27";19;"nest";1999;26;"gjerøy"
"28";19;"recruit";1999;26;"gjerøy"
"29";20;"nest";1999;26;"gjerøy"
"30";21;"nest";1999;27;"hestmannøy"
"31";22;"nest";1999;27;"hestmannøy"
"32";22;"fledge";1999;27;"hestmannøy"
"33";23;"nest";1999;27;"hestmannøy"
"34";24;"nest";1999;24;"selvær"
"35";24;"fledge";1999;24;"selvær"
"36";25;"nest";1999;24;"selvær"
"37";25;"recruit";1999;24;"selvær"
"38";26;"nest";1999;24;"selvær"
"39";27;"nest";1999;35;"sleneset"
"40";27;"fledge";1999;35;"sleneset"
"41";28;"nest";1999;35;"sleneset"
"42";29;"nest";1999;35;"sleneset"
"43";29;"fledge";1999;35;"sleneset"
"44";30;"nest";1999;35;"sleneset"
"45";31;"nest";1999;35;"sleneset"
"46";32;"nest";1999;35;"sleneset"
"47";33;"nest";1999;35;"sleneset"
"48";33;"recruit";1999;35;"sleneset"
"49";34;"nest";1999;35;"sleneset"
"50";35;"nest";1999;35;"sleneset"
"51";36;"nest";1999;35;"sleneset"
"52";36;"recruit";1999;35;"sleneset"
"53";37;"nest";1999;35;"sleneset"
"54";38;"nest";1999;35;"sleneset"
"55";39;"nest";1999;35;"sleneset"
"56";39;"recruit";1999;35;"sleneset"
"57";40;"nest";1999;35;"sleneset"
"58";41;"nest";1999;24;"selvær"
"59";41;"fledge";1999;24;"selvær"
"60";42;"fledge";1999;24;"selvær"
"61";42;"nest";1999;24;"selvær"
"62";43;"fledge";1999;28;"indre kvarøy"
"63";43;"nest";1999;28;"indre kvarøy"
"64";44;"nest";1999;28;"indre kvarøy"
"65";45;"nest";1999;28;"indre kvarøy"
"66";46;"nest";1999;28;"indre kvarøy"
"67";47;"nest";1999;28;"indre kvarøy"
"68";47;"fledge";1999;28;"indre kvarøy"
"69";48;"nest";1999;28;"indre kvarøy"
"70";49;"nest";1999;28;"indre kvarøy"
"71";50;"fledge";1999;28;"indre kvarøy"
"72";50;"nest";1999;28;"indre kvarøy"
"73";50;"recruit";1999;28;"indre kvarøy"
"74";51;"nest";1999;28;"indre kvarøy"
"75";52;"nest";1999;27;"hestmannøy"
"76";53;"nest";1999;27;"hestmannøy"
"77";54;"nest";1999;27;"hestmannøy"
"78";55;"nest";1999;27;"hestmannøy"
"79";55;"fledge";1999;27;"hestmannøy"
"80";55;"adult";1999;27;"hestmannøy"
"81";56;"nest";1999;27;"hestmannøy"
"82";57;"nest";1999;27;"hestmannøy"
"83";57;"fledge";1999;27;"hestmannøy"
"84";58;"nest";1999;27;"hestmannøy"
"85";59;"nest";1999;27;"hestmannøy"
"86";59;"fledge";1999;27;"hestmannøy"
"87";59;"recruit";1999;27;"hestmannøy"
"88";59;"adult";1999;27;"hestmannøy"
"89";60;"nest";1999;27;"hestmannøy"
"90";61;"nest";1999;27;"hestmannøy"
"91";62;"nest";1999;27;"hestmannøy"
"92";63;"nest";1999;27;"hestmannøy"
"93";64;"nest";1999;27;"hestmannøy"
"94";65;"nest";1999;26;"gjerøy"
"95";66;"nest";1999;26;"gjerøy"
"96";66;"fledge";1999;26;"gjerøy"
"97";66;"recruit";1999;26;"gjerøy"
"98";66;"adult";1999;26;"gjerøy"
"99";67;"nest";1999;26;"gjerøy"
"100";68;"nest";1999;26;"gjerøy"
"101";69;"nest";1999;26;"gjerøy"
"102";70;"nest";1999;26;"gjerøy"
"103";71;"nest";1999;26;"gjerøy"
"104";72;"nest";1999;26;"gjerøy"
"105";73;"nest";1999;27;"hestmannøy"
"106";74;"nest";1999;27;"hestmannøy"
"107";75;"nest";1999;27;"hestmannøy"
"108";76;"nest";1999;27;"hestmannøy"
"109";77;"nest";1999;27;"hestmannøy"
"110";78;"nest";1999;27;"hestmannøy"
"111";79;"nest";1999;26;"gjerøy"
"112";80;"nest";1999;26;"gjerøy"
"113";80;"fledge";1999;26;"gjerøy"
"114";81;"nest";1999;26;"gjerøy"
"115";81;"fledge";1999;26;"gjerøy"
"116";82;"nest";1999;26;"gjerøy"
"117";83;"nest";1999;26;"gjerøy"
"118";84;"nest";1999;26;"gjerøy"
"119";84;"fledge";1999;26;"gjerøy"
"120";85;"nest";1999;26;"gjerøy"
"121";85;"fledge";1999;26;"gjerøy"
"122";85;"recruit";1999;26;"gjerøy"
"123";86;"nest";1999;26;"gjerøy"
"124";87;"nest";1999;26;"gjerøy"
"125";88;"nest";1999;26;"gjerøy"
"126";89;"nest";1999;26;"gjerøy"
"127";89;"fledge";1999;26;"gjerøy"
"128";90;"nest";1999;26;"gjerøy"
"129";91;"nest";1999;26;"gjerøy"
"130";91;"fledge";1999;26;"gjerøy"
"131";92;"nest";1999;35;"sleneset"
"132";92;"fledge";1999;35;"sleneset"
"133";93;"fledge";1999;35;"sleneset"
"134";93;"nest";1999;35;"sleneset"
"135";94;"nest";1999;35;"sleneset"
"136";95;"nest";1999;35;"sleneset"
"137";96;"nest";1999;35;"sleneset"
"138";96;"recruit";1999;35;"sleneset"
"139";97;"nest";1999;35;"sleneset"
"140";97;"recruit";1999;35;"sleneset"
"141";98;"fledge";1999;35;"sleneset"
"142";98;"nest";1999;35;"sleneset"
"143";99;"nest";1999;35;"sleneset"
"144";100;"nest";1999;35;"sleneset"
"145";101;"nest";1999;35;"sleneset"
"146";102;"nest";1999;35;"sleneset"
"147";103;"nest";1999;35;"sleneset"
"148";104;"nest";1999;34;"lovund"
"149";104;"fledge";1999;34;"lovund"
"150";105;"fledge";1999;34;"lovund"
"151";105;"nest";1999;34;"lovund"
"152";106;"nest";1999;34;"lovund"
"153";107;"nest";1999;34;"lovund"
"154";107;"fledge";1999;34;"lovund"
"155";108;"nest";1999;34;"lovund"
"156";109;"nest";1999;34;"lovund"
"157";109;"fledge";1999;34;"lovund"
"158";110;"fledge";1999;34;"lovund"
"159";110;"nest";1999;34;"lovund"
"160";110;"recruit";1999;34;"lovund"
"161";110;"adult";1999;34;"lovund"
"162";111;"nest";1999;24;"selvær"
"163";112;"nest";1999;24;"selvær"
"164";112;"fledge";1999;24;"selvær"
"165";113;"nest";1999;24;"selvær"
"166";114;"nest";1999;24;"selvær"
"167";114;"fledge";1999;24;"selvær"
"168";115;"nest";1999;24;"selvær"
"169";116;"nest";1999;24;"selvær"
"170";117;"nest";1999;24;"selvær"
"171";118;"nest";1999;24;"selvær"
"172";118;"fledge";1999;24;"selvær"
"173";119;"nest";1999;24;"selvær"
"174";120;"nest";1999;27;"hestmannøy"
"175";120;"fledge";1999;27;"hestmannøy"
"176";121;"nest";1999;27;"hestmannøy"
"177";122;"nest";1999;27;"hestmannøy"
"178";123;"nest";1999;27;"hestmannøy"
"179";124;"nest";1999;27;"hestmannøy"
"180";125;"nest";1999;27;"hestmannøy"
"181";125;"fledge";1999;27;"hestmannøy"
"182";125;"recruit";1999;27;"hestmannøy"
"183";126;"fledge";1999;27;"hestmannøy"
"184";126;"nest";1999;27;"hestmannøy"
"185";126;"recruit";1999;27;"hestmannøy"
"186";127;"fledge";1999;27;"hestmannøy"
"187";127;"nest";1999;27;"hestmannøy"
"188";128;"fledge";1999;26;"gjerøy"
"189";128;"nest";1999;26;"gjerøy"
"190";129;"nest";1999;26;"gjerøy"
"191";130;"nest";1999;26;"gjerøy"
"192";131;"nest";1999;26;"gjerøy"
"193";132;"nest";1999;26;"gjerøy"
"194";133;"nest";1999;26;"gjerøy"
"195";134;"nest";1999;24;"selvær"
"196";135;"nest";1999;24;"selvær"
"197";136;"nest";1999;24;"selvær"
"198";137;"nest";1999;24;"selvær"
"199";138;"nest";1999;24;"selvær"
"200";139;"nest";1999;35;"sleneset"
"201";140;"nest";1999;35;"sleneset"
"202";141;"nest";1999;35;"sleneset"
"203";142;"nest";1999;35;"sleneset"
"204";143;"nest";1999;24;"selvær"
"205";144;"nest";1999;24;"selvær"
"206";145;"nest";1999;24;"selvær"
"207";145;"fledge";1999;24;"selvær"
"208";146;"fledge";1999;24;"selvær"
"209";146;"nest";1999;24;"selvær"
"210";147;"nest";1999;24;"selvær"
"211";147;"fledge";1999;24;"selvær"
"212";148;"nest";1999;24;"selvær"
"213";149;"nest";1999;24;"selvær"
"214";150;"nest";2007;27;"hestmannøy"
"215";151;"nest";2007;27;"hestmannøy"
"216";152;"nest";2007;27;"hestmannøy"
"217";153;"nest";2007;27;"hestmannøy"
"218";154;"nest";2007;27;"hestmannøy"
"219";155;"nest";2007;27;"hestmannøy"
"220";156;"nest";2007;27;"hestmannøy"
"221";157;"nest";2007;27;"hestmannøy"
"222";158;"nest";2007;27;"hestmannøy"
"223";159;"nest";2007;27;"hestmannøy"
"224";160;"nest";2007;27;"hestmannøy"
"225";161;"nest";2007;27;"hestmannøy"
"226";162;"nest";2007;22;"myken"
"227";163;"nest";2007;22;"myken"
"228";164;"fledge";2007;26;"gjerøy"
"229";164;"nest";2007;26;"gjerøy"
"230";164;"recruit";2007;26;"gjerøy"
"231";164;"adult";2007;26;"gjerøy"
"232";165;"nest";2007;26;"gjerøy"
"233";166;"nest";2007;26;"gjerøy"
"234";167;"nest";2007;26;"gjerøy"
"235";167;"fledge";2007;26;"gjerøy"
"236";167;"recruit";2007;26;"gjerøy"
"237";168;"fledge";2007;26;"gjerøy"
"238";168;"nest";2007;26;"gjerøy"
"239";169;"nest";2007;26;"gjerøy"
"240";170;"nest";2007;26;"gjerøy"
"241";171;"nest";2007;26;"gjerøy"
"242";172;"nest";2007;26;"gjerøy"
"243";173;"nest";2007;26;"gjerøy"
"244";174;"nest";2007;26;"gjerøy"
"245";175;"nest";2007;23;"træna"
"246";176;"nest";2007;23;"træna"
"247";177;"nest";2007;23;"træna"
"248";178;"nest";2007;23;"træna"
"249";179;"nest";2007;23;"træna"
"250";180;"nest";2000;27;"hestmannøy"
"251";181;"fledge";1994;28;"indre kvarøy"
"252";181;"nest";1994;28;"indre kvarøy"
"253";182;"nest";1994;26;"gjerøy"
"254";183;"nest";1994;26;"gjerøy"
"255";184;"nest";1994;26;"gjerøy"
"256";184;"fledge";1994;26;"gjerøy"
"257";185;"fledge";1994;26;"gjerøy"
"258";185;"nest";1994;26;"gjerøy"
"259";185;"recruit";1994;26;"gjerøy"
"260";185;"adult";1994;26;"gjerøy"
"261";186;"nest";1994;26;"gjerøy"
"262";186;"recruit";1994;26;"gjerøy"
"263";187;"fledge";1994;26;"gjerøy"
"264";187;"nest";1994;26;"gjerøy"
"265";188;"fledge";1994;26;"gjerøy"
"266";188;"nest";1994;26;"gjerøy"
"267";188;"recruit";1994;26;"gjerøy"
"268";188;"adult";1994;26;"gjerøy"
"269";189;"nest";1994;26;"gjerøy"
"270";190;"nest";1994;26;"gjerøy"
"271";190;"fledge";1994;26;"gjerøy"
"272";191;"fledge";1994;27;"hestmannøy"
"273";191;"nest";1994;27;"hestmannøy"
"274";191;"recruit";1994;27;"hestmannøy"
"275";192;"nest";1994;27;"hestmannøy"
"276";193;"nest";1994;27;"hestmannøy"
"277";193;"fledge";1994;27;"hestmannøy"
"278";193;"recruit";1994;27;"hestmannøy"
"279";193;"adult";1994;27;"hestmannøy"
"280";194;"nest";1994;27;"hestmannøy"
"281";195;"nest";1994;27;"hestmannøy"
"282";196;"nest";1994;27;"hestmannøy"
"283";197;"nest";1994;27;"hestmannøy"
"284";198;"nest";1994;27;"hestmannøy"
"285";199;"nest";1994;27;"hestmannøy"
"286";200;"nest";1994;27;"hestmannøy"
"287";200;"fledge";1994;27;"hestmannøy"
"288";200;"recruit";1994;27;"hestmannøy"
"289";200;"adult";1994;27;"hestmannøy"
"290";201;"fledge";1994;27;"hestmannøy"
"291";201;"nest";1994;27;"hestmannøy"
"292";202;"nest";1994;27;"hestmannøy"
"293";203;"nest";1994;27;"hestmannøy"
"294";203;"fledge";1994;27;"hestmannøy"
"295";204;"nest";1994;28;"indre kvarøy"
"296";205;"nest";1994;28;"indre kvarøy"
"297";206;"nest";1994;28;"indre kvarøy"
"298";207;"nest";1994;28;"indre kvarøy"
"299";207;"fledge";1994;28;"indre kvarøy"
"300";207;"recruit";1994;28;"indre kvarøy"
"301";208;"nest";1994;28;"indre kvarøy"
"302";209;"nest";1994;28;"indre kvarøy"
"303";209;"fledge";1994;28;"indre kvarøy"
"304";210;"fledge";1994;28;"indre kvarøy"
"305";210;"nest";1994;28;"indre kvarøy"
"306";210;"recruit";1994;28;"indre kvarøy"
"307";210;"adult";1994;28;"indre kvarøy"
"308";211;"nest";1994;27;"hestmannøy"
"309";211;"recruit";1994;27;"hestmannøy"
"310";212;"nest";1994;27;"hestmannøy"
"311";212;"fledge";1994;27;"hestmannøy"
"312";212;"recruit";1994;27;"hestmannøy"
"313";213;"fledge";1994;28;"indre kvarøy"
"314";213;"nest";1994;28;"indre kvarøy"
"315";214;"nest";1994;28;"indre kvarøy"
"316";214;"fledge";1994;28;"indre kvarøy"
"317";214;"recruit";1994;28;"indre kvarøy"
"318";214;"adult";1994;28;"indre kvarøy"
"319";215;"fledge";1994;28;"indre kvarøy"
"320";215;"nest";1994;28;"indre kvarøy"
"321";216;"nest";1994;28;"indre kvarøy"
"322";217;"nest";1994;28;"indre kvarøy"
"323";218;"fledge";1994;28;"indre kvarøy"
"324";218;"nest";1994;28;"indre kvarøy"
"325";218;"recruit";1994;28;"indre kvarøy"
"326";219;"nest";1994;28;"indre kvarøy"
"327";220;"nest";1994;28;"indre kvarøy"
"328";221;"nest";1994;28;"indre kvarøy"
"329";222;"nest";1994;28;"indre kvarøy"
"330";223;"fledge";1994;28;"indre kvarøy"
"331";223;"nest";1994;28;"indre kvarøy"
"332";223;"recruit";1994;28;"indre kvarøy"
"333";224;"nest";1994;26;"gjerøy"
"334";225;"nest";1994;26;"gjerøy"
"335";225;"fledge";1994;26;"gjerøy"
"336";226;"fledge";1994;26;"gjerøy"
"337";226;"nest";1994;26;"gjerøy"
"338";227;"fledge";1994;26;"gjerøy"
"339";227;"nest";1994;26;"gjerøy"
"340";228;"nest";1994;26;"gjerøy"
"341";229;"nest";1994;26;"gjerøy"
"342";229;"fledge";1994;26;"gjerøy"
"343";230;"nest";1994;26;"gjerøy"
"344";231;"nest";1994;26;"gjerøy"
"345";232;"nest";1994;27;"hestmannøy"
"346";232;"fledge";1994;27;"hestmannøy"
"347";233;"fledge";1994;27;"hestmannøy"
"348";233;"nest";1994;27;"hestmannøy"
"349";233;"recruit";1994;27;"hestmannøy"
"350";233;"adult";1994;27;"hestmannøy"
"351";234;"nest";1994;27;"hestmannøy"
"352";234;"recruit";1994;27;"hestmannøy"
"353";234;"adult";1994;27;"hestmannøy"
"354";235;"nest";1994;27;"hestmannøy"
"355";235;"fledge";1994;27;"hestmannøy"
"356";235;"recruit";1994;27;"hestmannøy"
"357";236;"fledge";1994;27;"hestmannøy"
"358";236;"nest";1994;27;"hestmannøy"
"359";237;"nest";1994;27;"hestmannøy"
"360";238;"nest";1994;27;"hestmannøy"
"361";238;"fledge";1994;27;"hestmannøy"
"362";239;"fledge";1994;27;"hestmannøy"
"363";239;"nest";1994;27;"hestmannøy"
"364";240;"nest";1994;27;"hestmannøy"
"365";241;"nest";1994;27;"hestmannøy"
"366";242;"nest";1994;27;"hestmannøy"
"367";242;"fledge";1994;27;"hestmannøy"
"368";242;"recruit";1994;27;"hestmannøy"
"369";243;"fledge";1994;27;"hestmannøy"
"370";243;"nest";1994;27;"hestmannøy"
"371";244;"nest";1994;27;"hestmannøy"
"372";245;"nest";1994;27;"hestmannøy"
"373";245;"fledge";1994;27;"hestmannøy"
"374";246;"fledge";1994;27;"hestmannøy"
"375";246;"nest";1994;27;"hestmannøy"
"376";246;"recruit";1994;27;"hestmannøy"
"377";246;"adult";1994;27;"hestmannøy"
"378";247;"nest";1994;28;"indre kvarøy"
"379";247;"fledge";1994;28;"indre kvarøy"
"380";247;"recruit";1994;28;"indre kvarøy"
"381";248;"nest";1994;28;"indre kvarøy"
"382";249;"nest";1994;27;"hestmannøy"
"383";249;"fledge";1994;27;"hestmannøy"
"384";249;"adult";1994;27;"hestmannøy"
"385";250;"fledge";1994;27;"hestmannøy"
"386";250;"nest";1994;27;"hestmannøy"
"387";251;"nest";1994;27;"hestmannøy"
"388";251;"fledge";1994;27;"hestmannøy"
"389";251;"adult";1994;27;"hestmannøy"
"390";252;"nest";1994;27;"hestmannøy"
"391";253;"fledge";1995;27;"hestmannøy"
"392";253;"nest";1995;27;"hestmannøy"
"393";254;"nest";1995;27;"hestmannøy"
"394";255;"nest";1995;27;"hestmannøy"
"395";255;"fledge";1995;27;"hestmannøy"
"396";256;"nest";1995;27;"hestmannøy"
"397";257;"nest";1995;27;"hestmannøy"
"398";257;"fledge";1995;27;"hestmannøy"
"399";258;"fledge";1995;27;"hestmannøy"
"400";258;"nest";1995;27;"hestmannøy"
"401";258;"recruit";1995;27;"hestmannøy"
"402";259;"fledge";1995;27;"hestmannøy"
"403";259;"nest";1995;27;"hestmannøy"
"404";260;"nest";1995;27;"hestmannøy"
"405";260;"fledge";1995;27;"hestmannøy"
"406";261;"nest";1995;27;"hestmannøy"
"407";262;"nest";1995;27;"hestmannøy"
"408";262;"fledge";1995;27;"hestmannøy"
"409";262;"recruit";1995;27;"hestmannøy"
"410";263;"nest";1995;27;"hestmannøy"
"411";264;"nest";1995;26;"gjerøy"
"412";265;"nest";1995;26;"gjerøy"
"413";266;"nest";1995;26;"gjerøy"
"414";267;"nest";1995;26;"gjerøy"
"415";267;"fledge";1995;26;"gjerøy"
"416";268;"nest";1994;26;"gjerøy"
"417";269;"nest";1994;26;"gjerøy"
"418";270;"nest";1994;26;"gjerøy"
"419";271;"nest";1994;26;"gjerøy"
"420";272;"nest";1994;26;"gjerøy"
"421";273;"nest";1994;27;"hestmannøy"
"422";274;"nest";1994;27;"hestmannøy"
"423";275;"nest";1994;27;"hestmannøy"
"424";276;"nest";1994;27;"hestmannøy"
"425";277;"nest";1994;27;"hestmannøy"
"426";278;"nest";1994;27;"hestmannøy"
"427";279;"nest";1994;26;"gjerøy"
"428";280;"nest";1994;26;"gjerøy"
"429";281;"nest";1994;26;"gjerøy"
"430";282;"nest";1994;26;"gjerøy"
"431";283;"nest";1994;26;"gjerøy"
"432";284;"nest";1994;26;"gjerøy"
"433";285;"nest";1994;26;"gjerøy"
"434";285;"recruit";1994;26;"gjerøy"
"435";286;"nest";1994;26;"gjerøy"
"436";287;"nest";1994;26;"gjerøy"
"437";288;"nest";1994;26;"gjerøy"
"438";289;"nest";1994;26;"gjerøy"
"439";289;"fledge";1994;26;"gjerøy"
"440";290;"nest";1994;28;"indre kvarøy"
"441";291;"nest";1994;28;"indre kvarøy"
"442";292;"nest";1994;28;"indre kvarøy"
"443";293;"nest";1994;27;"hestmannøy"
"444";294;"nest";1994;27;"hestmannøy"
"445";295;"nest";1994;27;"hestmannøy"
"446";296;"nest";1994;27;"hestmannøy"
"447";297;"nest";1994;27;"hestmannøy"
"448";298;"nest";1994;27;"hestmannøy"
"449";299;"nest";1994;27;"hestmannøy"
"450";300;"nest";1994;27;"hestmannøy"
"451";301;"nest";1994;27;"hestmannøy"
"452";301;"fledge";1994;27;"hestmannøy"
"453";302;"nest";1994;27;"hestmannøy"
"454";303;"nest";1994;27;"hestmannøy"
"455";304;"nest";1994;27;"hestmannøy"
"456";305;"nest";1994;27;"hestmannøy"
"457";306;"nest";1994;27;"hestmannøy"
"458";307;"nest";1994;27;"hestmannøy"
"459";308;"nest";1994;27;"hestmannøy"
"460";308;"fledge";1994;27;"hestmannøy"
"461";309;"nest";1994;27;"hestmannøy"
"462";310;"nest";1994;27;"hestmannøy"
"463";311;"nest";1994;27;"hestmannøy"
"464";312;"nest";1994;27;"hestmannøy"
"465";312;"fledge";1994;27;"hestmannøy"
"466";313;"nest";1994;27;"hestmannøy"
"467";313;"fledge";1994;27;"hestmannøy"
"468";314;"nest";1994;27;"hestmannøy"
"469";315;"nest";1994;27;"hestmannøy"
"470";316;"nest";1994;27;"hestmannøy"
"471";317;"nest";1994;27;"hestmannøy"
"472";318;"nest";1994;27;"hestmannøy"
"473";318;"fledge";1994;27;"hestmannøy"
"474";319;"nest";1994;27;"hestmannøy"
"475";320;"nest";1994;27;"hestmannøy"
"476";320;"fledge";1994;27;"hestmannøy"
"477";320;"adult";1994;27;"hestmannøy"
"478";321;"nest";1994;27;"hestmannøy"
"479";322;"nest";1994;27;"hestmannøy"
"480";323;"nest";1994;27;"hestmannøy"
"481";324;"nest";1994;27;"hestmannøy"
"482";325;"nest";1994;27;"hestmannøy"
"483";326;"nest";1994;27;"hestmannøy"
"484";326;"fledge";1994;27;"hestmannøy"
"485";327;"nest";1994;27;"hestmannøy"
"486";328;"nest";1994;27;"hestmannøy"
"487";328;"fledge";1994;27;"hestmannøy"
"488";329;"fledge";1994;27;"hestmannøy"
"489";329;"nest";1994;27;"hestmannøy"
"490";330;"nest";1994;27;"hestmannøy"
"491";330;"fledge";1994;27;"hestmannøy"
"492";331;"nest";1994;27;"hestmannøy"
"493";332;"nest";1994;27;"hestmannøy"
"494";333;"nest";1994;27;"hestmannøy"
"495";334;"nest";1994;27;"hestmannøy"
"496";335;"nest";1994;27;"hestmannøy"
"497";336;"nest";1994;27;"hestmannøy"
"498";336;"fledge";1994;27;"hestmannøy"
"499";336;"adult";1994;27;"hestmannøy"
"500";337;"nest";1994;26;"gjerøy"
"501";337;"fledge";1994;26;"gjerøy"
"502";337;"recruit";1994;26;"gjerøy"
"503";337;"adult";1994;26;"gjerøy"
"504";338;"nest";1994;26;"gjerøy"
"505";339;"nest";1994;28;"indre kvarøy"
"506";339;"recruit";1994;28;"indre kvarøy"
"507";340;"nest";1994;28;"indre kvarøy"
"508";340;"recruit";1994;28;"indre kvarøy"
"509";341;"nest";1994;28;"indre kvarøy"
"510";342;"nest";1994;28;"indre kvarøy"
"511";343;"nest";1994;28;"indre kvarøy"
"512";343;"recruit";1994;28;"indre kvarøy"
"513";344;"nest";1994;28;"indre kvarøy"
"514";345;"nest";1994;28;"indre kvarøy"
"515";346;"nest";1994;28;"indre kvarøy"
"516";346;"recruit";1994;28;"indre kvarøy"
"517";346;"adult";1994;28;"indre kvarøy"
"518";347;"nest";1994;28;"indre kvarøy"
"519";348;"nest";1994;26;"gjerøy"
"520";349;"nest";1994;26;"gjerøy"
"521";350;"nest";1994;26;"gjerøy"
"522";351;"nest";1994;26;"gjerøy"
"523";351;"fledge";1994;26;"gjerøy"
"524";352;"nest";1994;28;"indre kvarøy"
"525";353;"nest";1994;28;"indre kvarøy"
"526";354;"nest";1994;28;"indre kvarøy"
"527";355;"nest";1994;28;"indre kvarøy"
"528";356;"nest";1994;28;"indre kvarøy"
"529";356;"fledge";1994;28;"indre kvarøy"
"530";356;"recruit";1994;28;"indre kvarøy"
"531";357;"nest";1994;26;"gjerøy"
"532";358;"nest";1994;26;"gjerøy"
"533";359;"nest";1994;26;"gjerøy"
"534";360;"nest";1994;26;"gjerøy"
"535";361;"nest";1994;26;"gjerøy"
"536";362;"nest";1994;26;"gjerøy"
"537";363;"nest";1994;26;"gjerøy"
"538";364;"nest";1994;26;"gjerøy"
"539";365;"nest";1994;26;"gjerøy"
"540";366;"nest";1994;26;"gjerøy"
"541";366;"adult";1994;26;"gjerøy"
"542";367;"nest";1994;26;"gjerøy"
"543";368;"fledge";1994;20;"nesøy"
"544";368;"nest";1994;20;"nesøy"
"545";368;"recruit";1994;20;"nesøy"
"546";369;"fledge";1994;20;"nesøy"
"547";369;"nest";1994;20;"nesøy"
"548";369;"recruit";1994;20;"nesøy"
"549";369;"adult";1994;20;"nesøy"
"550";370;"nest";1994;20;"nesøy"
"551";371;"nest";1994;20;"nesøy"
"552";372;"nest";1994;20;"nesøy"
"553";373;"nest";1994;28;"indre kvarøy"
"554";373;"recruit";1994;28;"indre kvarøy"
"555";373;"adult";1994;28;"indre kvarøy"
"556";374;"fledge";1994;28;"indre kvarøy"
"557";374;"nest";1994;28;"indre kvarøy"
"558";374;"recruit";1994;28;"indre kvarøy"
"559";374;"adult";1994;28;"indre kvarøy"
"560";375;"nest";1994;27;"hestmannøy"
"561";376;"nest";1994;27;"hestmannøy"
"562";376;"fledge";1994;27;"hestmannøy"
"563";377;"fledge";1994;27;"hestmannøy"
"564";377;"nest";1994;27;"hestmannøy"
"565";378;"nest";1994;27;"hestmannøy"
"566";379;"nest";1994;27;"hestmannøy"
"567";379;"recruit";1994;27;"hestmannøy"
"568";380;"fledge";1994;27;"hestmannøy"
"569";380;"nest";1994;27;"hestmannøy"
"570";381;"nest";1994;27;"hestmannøy"
"571";382;"nest";1994;27;"hestmannøy"
"572";383;"nest";1994;27;"hestmannøy"
"573";384;"nest";1994;27;"hestmannøy"
"574";385;"nest";1994;27;"hestmannøy"
"575";386;"nest";1994;27;"hestmannøy"
"576";387;"nest";1994;27;"hestmannøy"
"577";387;"recruit";1994;27;"hestmannøy"
"578";387;"adult";1994;27;"hestmannøy"
"579";388;"nest";1994;27;"hestmannøy"
"580";388;"recruit";1994;27;"hestmannøy"
"581";389;"nest";1994;27;"hestmannøy"
"582";390;"nest";1994;27;"hestmannøy"
"583";390;"fledge";1994;27;"hestmannøy"
"584";390;"recruit";1994;27;"hestmannøy"
"585";390;"adult";1994;27;"hestmannøy"
"586";391;"fledge";1994;27;"hestmannøy"
"587";391;"nest";1994;27;"hestmannøy"
"588";391;"recruit";1994;27;"hestmannøy"
"589";391;"adult";1994;27;"hestmannøy"
"590";392;"nest";1994;27;"hestmannøy"
"591";393;"nest";1994;27;"hestmannøy"
"592";394;"nest";1994;27;"hestmannøy"
"593";394;"fledge";1994;27;"hestmannøy"
"594";394;"recruit";1994;27;"hestmannøy"
"595";394;"adult";1994;27;"hestmannøy"
"596";395;"fledge";1994;27;"hestmannøy"
"597";395;"nest";1994;27;"hestmannøy"
"598";396;"nest";1994;27;"hestmannøy"
"599";397;"nest";1994;27;"hestmannøy"
"600";398;"nest";1994;27;"hestmannøy"
"601";398;"fledge";1994;27;"hestmannøy"
"602";398;"recruit";1994;27;"hestmannøy"
"603";399;"nest";1994;26;"gjerøy"
"604";400;"nest";1994;26;"gjerøy"
"605";400;"fledge";1994;26;"gjerøy"
"606";400;"adult";1994;26;"gjerøy"
"607";401;"nest";1994;26;"gjerøy"
"608";401;"fledge";1994;26;"gjerøy"
"609";401;"recruit";1994;26;"gjerøy"
"610";402;"nest";1994;27;"hestmannøy"
"611";403;"nest";1994;27;"hestmannøy"
"612";403;"fledge";1994;27;"hestmannøy"
"613";403;"recruit";1994;27;"hestmannøy"
"614";404;"nest";1994;27;"hestmannøy"
"615";405;"nest";1994;27;"hestmannøy"
