Year;date;scriptsex;Island;Location;stage;Least_age;Least_hatchyear;ID
2021;2021-09-19;m;23;træna;obs;0;2021;1
2021;2021-08-07;m;23;træna;capt;0;2021;1
2007;2007-07-24;f;28;indre kvarøy;capt;0;2007;2
2007;2007-07-24;m;28;indre kvarøy;capt;0;2007;3
2007;2007-10-05;m;28;indre kvarøy;capt;0;2007;3
2008;2008-10-20;m;28;indre kvarøy;obs;1;2007;3
2009;2009-07-30;m;28;indre kvarøy;capt;2;2007;3
2010;2010-05-07;m;28;indre kvarøy;capt;3;2007;3
2010;2010-08-10;m;28;indre kvarøy;capt;3;2007;3
2007;2007-10-05;f;28;indre kvarøy;obs;0;2007;4
2007;2007-10-05;f;28;indre kvarøy;capt;0;2007;4
2007;2007-07-24;f;28;indre kvarøy;capt;0;2007;4
2008;2008-06-17;f;28;indre kvarøy;capt;1;2007;4
2008;2008-10-01;f;28;indre kvarøy;capt;1;2007;4
2008;2008-05-09;f;28;indre kvarøy;obs;1;2007;4
2007;2007-10-05;m;28;indre kvarøy;capt;0;2007;5
2007;2007-07-24;m;28;indre kvarøy;capt;0;2007;5
2008;2008-05-29;m;28;indre kvarøy;capt;1;2007;5
2008;2008-05-09;m;28;indre kvarøy;obs;1;2007;5
2008;2008-06-11;m;28;indre kvarøy;obs;1;2007;5
2008;2008-07-18;m;28;indre kvarøy;obs;1;2007;5
2009;2009-08-11;m;28;indre kvarøy;capt;2;2007;5
2010;2010-06-19;m;28;indre kvarøy;capt;3;2007;5
2010;2010-07-21;m;28;indre kvarøy;capt;3;2007;5
2010;2010-06-23;m;28;indre kvarøy;obs;3;2007;5
2007;2007-07-24;f;28;indre kvarøy;capt;0;2007;6
2007;2007-07-24;m;28;indre kvarøy;capt;0;2007;7
2007;2007-08-11;m;28;indre kvarøy;capt;0;2007;7
2007;2007-11-10;m;28;indre kvarøy;obs;0;2007;7
2007;2007-07-24;m;28;indre kvarøy;capt;1;2006;8
2007;2007-07-24;m;28;indre kvarøy;capt;0;2007;9
2007;2007-08-11;m;28;indre kvarøy;capt;0;2007;9
2007;2007-10-05;m;28;indre kvarøy;capt;0;2007;9
2007;2007-10-05;m;28;indre kvarøy;obs;0;2007;9
2008;2008-06-02;m;28;indre kvarøy;capt;1;2007;9
2007;2007-07-24;m;28;indre kvarøy;capt;0;2007;10
2007;2007-07-25;f;26;gjerøy;capt;0;2007;11
2007;2007-08-16;f;26;gjerøy;capt;0;2007;11
2007;2007-10-08;f;26;gjerøy;capt;0;2007;11
2007;2007-10-08;f;26;gjerøy;obs;0;2007;11
2007;2007-11-05;f;26;gjerøy;obs;0;2007;11
2008;2008-07-21;f;26;gjerøy;capt;1;2007;11
2009;2009-05-04;f;26;gjerøy;capt;2;2007;11
2009;2009-05-04;f;26;gjerøy;obs;2;2007;11
2009;2009-05-28;f;26;gjerøy;obs;2;2007;11
2009;2009-06-08;f;26;gjerøy;obs;2;2007;11
2007;2007-10-08;m;26;gjerøy;capt;0;2007;12
2007;2007-07-25;m;26;gjerøy;capt;0;2007;12
2008;2008-06-10;m;26;gjerøy;capt;1;2007;12
2008;2008-10-22;m;26;gjerøy;obs;1;2007;12
2008;2008-05-13;m;26;gjerøy;obs;1;2007;12
2008;2008-07-02;m;26;gjerøy;obs;1;2007;12
2009;2009-05-04;m;26;gjerøy;obs;2;2007;12
2009;2009-06-06;m;26;gjerøy;obs;2;2007;12
2009;2009-06-25;m;26;gjerøy;obs;2;2007;12
2007;2007-07-25;m;26;gjerøy;capt;0;2007;13
2007;2007-07-25;f;26;gjerøy;capt;1;2006;14
2007;2007-10-08;f;26;gjerøy;obs;1;2006;14
2007;2007-11-05;f;26;gjerøy;obs;1;2006;14
2008;2008-06-10;f;26;gjerøy;obs;2;2006;14
2008;2008-06-24;f;26;gjerøy;obs;2;2006;14
2008;2008-06-26;f;26;gjerøy;obs;2;2006;14
2008;2008-06-27;f;26;gjerøy;obs;2;2006;14
2008;2008-07-02;f;26;gjerøy;obs;2;2006;14
2008;2008-07-28;f;26;gjerøy;obs;2;2006;14
2009;2009-05-14;f;26;gjerøy;obs;3;2006;14
2009;2009-06-08;f;26;gjerøy;obs;3;2006;14
2009;2009-06-25;f;26;gjerøy;obs;3;2006;14
2009;2009-06-15;f;26;gjerøy;capt;3;2006;14
2007;2007-07-25;m;26;gjerøy;capt;0;2007;15
2007;2007-08-10;m;26;gjerøy;capt;0;2007;15
2007;2007-07-25;m;26;gjerøy;capt;0;2007;16
2007;2007-08-10;m;26;gjerøy;capt;0;2007;16
2007;2007-10-08;m;26;gjerøy;capt;0;2007;16
2007;2007-10-08;m;26;gjerøy;obs;0;2007;16
2008;2008-08-13;m;26;gjerøy;obs;1;2007;16
2008;2008-10-22;m;26;gjerøy;obs;1;2007;16
2008;2008-06-16;m;26;gjerøy;capt;1;2007;16
2008;2008-06-28;m;26;gjerøy;capt;1;2007;16
2008;2008-10-02;m;26;gjerøy;capt;1;2007;16
2007;2007-07-25;f;26;gjerøy;capt;0;2007;17
2007;2007-08-10;f;26;gjerøy;capt;0;2007;17
2007;2007-10-08;f;26;gjerøy;obs;0;2007;17
2007;2007-09-29;f;22;myken;obs;0;2007;18
2007;2007-07-25;u;22;myken;nest;0;2007;18
2007;2007-07-25;u;22;myken;nest;0;2007;19
2007;2007-09-29;m;22;myken;capt;0;2007;19
2007;2007-07-25;u;22;myken;nest;0;2007;20
2007;2007-07-27;u;27;hestmannøy;nest;0;2007;21
2007;2007-07-27;u;27;hestmannøy;nest;0;2007;22
2007;2007-08-02;u;27;hestmannøy;nest;0;2007;22
2007;2007-07-27;u;27;hestmannøy;nest;0;2007;23
2007;2007-08-02;u;27;hestmannøy;nest;0;2007;23
2007;2007-08-15;m;27;hestmannøy;obs;0;2007;23
2007;2007-07-27;u;27;hestmannøy;nest;0;2007;24
2007;2007-08-02;u;27;hestmannøy;nest;0;2007;24
2007;2007-07-29;u;27;hestmannøy;nest;0;2007;25
2007;2007-08-02;u;27;hestmannøy;nest;0;2007;25
2007;2007-07-29;u;27;hestmannøy;nest;0;2007;26
2007;2007-08-02;u;27;hestmannøy;nest;0;2007;26
2007;2007-07-30;u;28;indre kvarøy;nest;0;2007;27
2007;2007-07-30;u;28;indre kvarøy;nest;0;2007;28
2007;2007-08-11;f;28;indre kvarøy;capt;0;2007;28
2007;2007-07-30;m;28;indre kvarøy;capt;0;2007;29
1998;1998-10-28;m;38;aldra;capt;0;1998;30
1999;1999-05-31;m;38;aldra;obs;1;1998;30
1999;1999-07-13;m;38;aldra;obs;1;1998;30
1999;1999-07-31;m;38;aldra;obs;1;1998;30
2000;2000-06-26;m;38;aldra;obs;2;1998;30
2001;2001-06-19;m;38;aldra;obs;3;1998;30
1998;1998-10-28;f;38;aldra;capt;0;1998;31
1999;1999-05-31;f;38;aldra;capt;1;1998;31
1999;1999-07-13;f;38;aldra;capt;1;1998;31
1999;1999-05-31;f;38;aldra;obs;1;1998;31
1999;1999-07-13;f;38;aldra;obs;1;1998;31
1999;1999-07-31;f;38;aldra;obs;1;1998;31
1998;1998-10-28;m;38;aldra;capt;0;1998;32
1999;1999-05-31;m;38;aldra;capt;1;1998;32
1999;1999-07-13;m;38;aldra;capt;1;1998;32
1999;1999-07-13;m;38;aldra;obs;1;1998;32
1999;1999-07-31;m;38;aldra;obs;1;1998;32
1998;1998-10-28;f;38;aldra;capt;0;1998;33
1998;1998-10-28;m;38;aldra;capt;0;1998;34
1999;1999-05-31;m;38;aldra;capt;1;1998;34
1999;1999-07-13;m;38;aldra;obs;1;1998;34
1999;1999-07-31;m;38;aldra;obs;1;1998;34
2000;2000-05-23;m;38;aldra;obs;2;1998;34
2000;2000-05-23;m;38;aldra;capt;2;1998;34
2001;2001-06-05;m;38;aldra;obs;3;1998;34
1998;1998-10-28;m;38;aldra;capt;0;1998;35
1999;1999-05-31;m;38;aldra;capt;1;1998;35
1999;1999-07-13;m;38;aldra;obs;1;1998;35
1999;1999-07-31;m;38;aldra;obs;1;1998;35
2000;2000-05-23;m;38;aldra;capt;2;1998;35
1998;1998-10-30;f;28;indre kvarøy;capt;1;1997;36
1999;1999-10-07;f;28;indre kvarøy;obs;2;1997;36
1998;1998-10-30;m;28;indre kvarøy;capt;1;1997;37
1999;1999-06-07;m;28;indre kvarøy;obs;2;1997;37
1998;1998-10-30;f;28;indre kvarøy;capt;0;1998;38
1998;1998-10-30;m;28;indre kvarøy;capt;0;1998;39
1999;1999-06-07;m;28;indre kvarøy;obs;1;1998;39
1999;1999-07-09;m;28;indre kvarøy;obs;1;1998;39
1999;1999-07-15;m;28;indre kvarøy;obs;1;1998;39
1999;1999-07-27;m;28;indre kvarøy;obs;1;1998;39
1998;1998-10-30;f;28;indre kvarøy;capt;0;1998;40
1998;1998-10-30;m;28;indre kvarøy;capt;0;1998;41
1999;1999-05-19;m;28;indre kvarøy;obs;1;1998;41
1999;1999-07-09;m;28;indre kvarøy;obs;1;1998;41
1999;1999-10-07;m;28;indre kvarøy;obs;1;1998;41
2000;2000-05-18;m;28;indre kvarøy;obs;2;1998;41
2000;2000-06-07;m;28;indre kvarøy;obs;2;1998;41
2001;2001-05-19;m;28;indre kvarøy;obs;3;1998;41
2001;2001-06-07;m;28;indre kvarøy;obs;3;1998;41
1998;1998-10-30;f;28;indre kvarøy;capt;0;1998;42
1999;1999-10-10;f;27;hestmannøy;obs;1;1998;42
2000;2000-10-10;f;27;hestmannøy;obs;2;1998;42
2001;2001-05-31;f;27;hestmannøy;obs;3;1998;42
2001;2001-08-01;f;27;hestmannøy;obs;3;1998;42
2001;2001-07-26;f;27;hestmannøy;capt;3;1998;42
1998;1998-10-30;f;28;indre kvarøy;capt;0;1998;43
2002;2002-07-16;f;28;indre kvarøy;capt;4;1998;43
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;44
2000;2000-08-05;f;33;lurøy-onøy;capt;2;1998;44
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;45
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;46
1999;1999-07-01;m;34;lovund;capt;1;1998;46
1999;1999-06-03;m;34;lovund;obs;1;1998;46
1999;1999-08-07;m;34;lovund;obs;1;1998;46
2001;2001-05-18;m;34;lovund;obs;3;1998;46
2001;2001-07-16;m;34;lovund;obs;3;1998;46
2001;2001-10-25;m;34;lovund;obs;3;1998;46
2002;2002-09-30;m;34;lovund;obs;4;1998;46
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;47
1999;1999-05-27;f;33;lurøy-onøy;obs;1;1998;47
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;48
1999;1999-10-07;m;33;lurøy-onøy;obs;1;1998;48
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;49
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;50
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;51
1999;1999-10-06;m;0;other helgeland;obs;1;1998;51
2000;2000-05-23;m;0;other helgeland;obs;2;1998;51
2000;2000-07-25;m;0;other helgeland;obs;2;1998;51
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;52
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;53
1999;1999-10-07;m;33;lurøy-onøy;obs;1;1998;53
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;54
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;55
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;56
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;57
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;58
1998;1998-10-31;m;33;lurøy-onøy;capt;0;1998;59
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;60
1999;1999-05-25;f;33;lurøy-onøy;obs;1;1998;60
1998;1998-10-31;f;33;lurøy-onøy;capt;0;1998;61
1999;1999-07-24;f;33;lurøy-onøy;capt;1;1998;61
1999;1999-10-07;f;33;lurøy-onøy;obs;1;1998;61
1999;1999-05-15;u;27;hestmannøy;nest;0;1999;62
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;62
1999;1999-10-05;m;27;hestmannøy;obs;1;1998;63
1999;1999-05-16;m;27;hestmannøy;capt;1;1998;63
1999;1999-07-11;m;27;hestmannøy;capt;1;1998;63
1999;1999-10-05;m;27;hestmannøy;capt;1;1998;63
2000;2000-06-18;m;27;hestmannøy;capt;2;1998;63
2000;2000-08-06;m;27;hestmannøy;capt;2;1998;63
2001;2001-07-20;m;27;hestmannøy;capt;3;1998;63
2002;2002-08-13;m;27;hestmannøy;capt;4;1998;63
1999;1999-05-16;m;27;hestmannøy;capt;1;1998;64
1999;1999-05-16;m;27;hestmannøy;capt;1;1998;65
1999;1999-05-16;f;27;hestmannøy;capt;1;1998;66
1999;1999-10-10;f;27;hestmannøy;capt;1;1998;66
1999;1999-06-06;f;27;hestmannøy;obs;1;1998;66
1999;1999-10-05;f;27;hestmannøy;obs;1;1998;66
2000;2000-05-15;f;27;hestmannøy;capt;2;1998;66
2001;2001-06-09;f;27;hestmannøy;obs;3;1998;66
2001;2001-07-31;f;27;hestmannøy;capt;3;1998;66
2002;2002-07-07;f;27;hestmannøy;capt;4;1998;66
1999;1999-05-16;m;27;hestmannøy;capt;1;1998;67
1999;1999-10-05;m;27;hestmannøy;obs;1;1998;67
2000;2000-07-28;m;27;hestmannøy;capt;2;1998;67
2001;2001-05-31;m;27;hestmannøy;obs;3;1998;67
2001;2001-06-04;m;27;hestmannøy;obs;3;1998;67
2001;2001-06-09;m;27;hestmannøy;obs;3;1998;67
2002;2002-07-07;m;27;hestmannøy;capt;4;1998;67
2004;2004-10-06;m;27;hestmannøy;capt;6;1998;67
2005;2005-07-08;m;27;hestmannøy;capt;7;1998;67
1999;1999-05-18;f;26;gjerøy;capt;1;1998;68
2000;2000-08-07;f;26;gjerøy;capt;2;1998;68
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;69
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;70
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;71
1999;1999-07-06;f;27;hestmannøy;capt;0;1999;71
1999;1999-06-06;f;27;hestmannøy;obs;0;1999;71
1999;1999-07-16;f;27;hestmannøy;obs;0;1999;71
2000;2000-08-06;f;27;hestmannøy;capt;1;1999;71
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;72
1999;1999-05-19;u;27;hestmannøy;nest;0;1999;73
1999;1999-06-06;m;27;hestmannøy;obs;0;1999;73
1999;1999-10-05;m;27;hestmannøy;obs;0;1999;73
2000;2000-05-22;m;27;hestmannøy;obs;1;1999;73
2000;2000-06-25;m;27;hestmannøy;obs;1;1999;73
2000;2000-08-08;m;27;hestmannøy;obs;1;1999;73
2000;2000-08-06;m;27;hestmannøy;capt;1;1999;73
1999;1999-05-26;u;26;gjerøy;nest;0;1999;74
1999;1999-05-26;u;26;gjerøy;nest;0;1999;75
2000;2000-08-07;m;26;gjerøy;obs;1;1999;75
2000;2000-10-09;m;26;gjerøy;obs;1;1999;75
1999;1999-05-26;u;26;gjerøy;nest;0;1999;76
1999;1999-05-26;m;26;gjerøy;capt;1;1998;77
1999;1999-07-12;m;26;gjerøy;capt;1;1998;77
1999;1999-05-26;f;26;gjerøy;capt;1;1998;78
1999;1999-05-28;f;27;hestmannøy;capt;1;1998;79
1999;1999-06-05;f;27;hestmannøy;capt;1;1998;79
1999;1999-05-29;u;27;hestmannøy;nest;0;1999;80
1999;1999-05-29;u;27;hestmannøy;nest;0;1999;81
1999;1999-10-09;m;27;hestmannøy;obs;0;1999;81
1999;1999-05-29;u;27;hestmannøy;nest;0;1999;82
1999;1999-07-11;m;27;hestmannøy;obs;1;1998;83
1999;1999-10-05;m;27;hestmannøy;obs;1;1998;83
1999;1999-05-30;m;27;hestmannøy;capt;1;1998;83
1999;1999-06-08;m;27;hestmannøy;capt;1;1998;83
2000;2000-08-08;m;27;hestmannøy;obs;2;1998;83
2000;2000-06-04;m;27;hestmannøy;capt;2;1998;83
1999;1999-05-30;f;27;hestmannøy;capt;1;1998;84
1999;1999-06-02;f;22;myken;capt;1;1998;85
1999;1999-10-06;f;22;myken;obs;1;1998;85
2000;2000-08-02;f;22;myken;capt;2;1998;85
2001;2001-05-24;f;22;myken;obs;3;1998;85
2001;2001-08-06;f;22;myken;obs;3;1998;85
2001;2001-10-15;f;22;myken;obs;3;1998;85
2002;2002-05-27;f;22;myken;obs;4;1998;85
2002;2002-07-03;f;22;myken;obs;4;1998;85
2002;2002-10-07;f;22;myken;capt;4;1998;85
1999;1999-06-02;f;22;myken;capt;1;1998;86
1999;1999-10-06;f;22;myken;obs;1;1998;86
1999;1999-06-02;f;22;myken;capt;1;1998;87
1999;1999-06-02;m;22;myken;capt;1;1998;88
1999;1999-10-06;m;22;myken;obs;1;1998;88
2000;2000-05-29;m;22;myken;obs;2;1998;88
2001;2001-08-06;m;22;myken;obs;3;1998;88
2001;2001-10-15;m;22;myken;obs;3;1998;88
2001;2001-07-21;m;22;myken;capt;3;1998;88
2002;2002-05-27;m;22;myken;obs;4;1998;88
1999;1999-10-06;m;22;myken;obs;1;1998;89
1999;1999-06-02;m;22;myken;capt;1;1998;89
2000;2000-05-29;m;22;myken;obs;2;1998;89
2000;2000-10-14;m;22;myken;obs;2;1998;89
2001;2001-05-24;m;22;myken;obs;3;1998;89
1999;1999-10-12;m;23;træna;obs;1;1998;90
1999;1999-06-02;m;22;myken;capt;1;1998;90
2000;2000-05-29;m;22;myken;obs;2;1998;90
1999;1999-10-06;m;22;myken;obs;1;1998;91
1999;1999-06-02;m;22;myken;capt;1;1998;91
1999;1999-06-02;f;22;myken;capt;1;1998;92
1999;1999-10-06;f;22;myken;obs;1;1998;92
2000;2000-05-29;f;22;myken;obs;2;1998;92
2000;2000-08-02;f;22;myken;obs;2;1998;92
1999;1999-06-03;u;24;selvær;nest;0;1999;93
1999;1999-07-08;f;24;selvær;capt;0;1999;93
1999;1999-06-03;u;24;selvær;nest;0;1999;94
2000;2000-05-24;f;27;hestmannøy;capt;1;1999;94
1999;1999-06-03;u;24;selvær;nest;0;1999;95
1999;1999-06-04;u;35;sleneset;nest;0;1999;96
1999;1999-10-14;f;35;sleneset;obs;0;1999;96
1999;1999-06-04;u;35;sleneset;nest;0;1999;97
1999;1999-06-04;u;35;sleneset;nest;0;1999;98
1999;1999-10-14;f;35;sleneset;obs;0;1999;98
1999;1999-06-04;u;35;sleneset;nest;0;1999;99
1999;1999-06-04;u;35;sleneset;nest;0;1999;100
1999;1999-06-04;u;35;sleneset;nest;0;1999;101
1999;1999-06-04;u;35;sleneset;nest;0;1999;102
2000;2000-05-18;m;35;sleneset;obs;1;1999;102
2000;2000-10-14;m;35;sleneset;obs;1;1999;102
1999;1999-06-04;u;35;sleneset;nest;0;1999;103
1999;1999-06-04;u;35;sleneset;nest;0;1999;104
1999;1999-06-04;u;35;sleneset;nest;0;1999;105
2000;2000-07-29;f;35;sleneset;obs;1;1999;105
1999;1999-06-04;u;35;sleneset;nest;0;1999;106
1999;1999-06-04;u;35;sleneset;nest;0;1999;107
1999;1999-06-04;u;35;sleneset;nest;0;1999;108
2000;2000-05-19;m;35;sleneset;obs;1;1999;108
1999;1999-06-04;u;35;sleneset;nest;0;1999;109
1999;1999-06-06;u;24;selvær;nest;0;1999;110
1999;1999-06-13;u;24;selvær;nest;0;1999;110
1999;1999-07-11;u;24;selvær;obs;0;1999;110
1999;1999-10-11;m;24;selvær;obs;0;1999;111
1999;1999-06-06;u;24;selvær;nest;0;1999;111
1999;1999-06-13;u;24;selvær;nest;0;1999;111
1999;1999-06-15;f;23;træna;capt;1;1998;112
1999;1999-08-05;f;23;træna;capt;1;1998;112
1999;1999-10-12;m;23;træna;capt;1;1998;113
1999;1999-06-15;m;23;træna;capt;1;1998;113
1999;1999-10-12;m;23;træna;obs;1;1998;113
1999;1999-07-02;f;28;indre kvarøy;obs;0;1999;114
1999;1999-07-09;f;28;indre kvarøy;obs;0;1999;114
1999;1999-07-09;f;28;indre kvarøy;capt;0;1999;114
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;114
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;115
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;116
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;117
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;118
1999;1999-07-09;m;28;indre kvarøy;capt;0;1999;118
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;119
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;120
1999;1999-06-16;f;28;indre kvarøy;capt;1;1998;121
2000;2000-05-18;f;28;indre kvarøy;obs;2;1998;121
2000;2000-10-10;f;28;indre kvarøy;obs;2;1998;121
2001;2001-06-07;f;28;indre kvarøy;capt;3;1998;121
2001;2001-05-19;f;28;indre kvarøy;obs;3;1998;121
2001;2001-10-20;f;28;indre kvarøy;obs;3;1998;121
1999;1999-10-07;m;28;indre kvarøy;obs;0;1999;122
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;122
2000;2000-05-18;m;28;indre kvarøy;obs;1;1999;122
2000;2000-05-18;m;28;indre kvarøy;capt;1;1999;122
1999;1999-06-16;u;28;indre kvarøy;nest;0;1999;123
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;124
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;125
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;126
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;127
1999;1999-07-06;f;27;hestmannøy;capt;0;1999;127
1999;1999-07-26;f;27;hestmannøy;capt;0;1999;127
1999;1999-07-16;f;27;hestmannøy;obs;0;1999;127
1999;1999-10-10;f;27;hestmannøy;obs;0;1999;127
2001;2001-05-31;f;27;hestmannøy;obs;2;1999;127
2001;2001-06-03;f;27;hestmannøy;capt;2;1999;127
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;128
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;129
1999;1999-10-10;m;27;hestmannøy;obs;0;1999;129
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;130
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;131
1999;1999-07-06;m;27;hestmannøy;capt;0;1999;131
1999;1999-07-26;m;27;hestmannøy;capt;0;1999;131
1999;1999-10-10;m;27;hestmannøy;obs;0;1999;131
2000;2000-08-06;m;27;hestmannøy;obs;1;1999;131
2000;2000-10-13;m;27;hestmannøy;obs;1;1999;131
2000;2000-05-15;m;27;hestmannøy;capt;1;1999;131
2000;2000-07-28;m;27;hestmannøy;capt;1;1999;131
2001;2001-07-31;m;27;hestmannøy;capt;2;1999;131
2001;2001-05-31;m;27;hestmannøy;obs;2;1999;131
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;132
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;133
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;134
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;135
1999;1999-06-17;u;27;hestmannøy;nest;0;1999;136
1999;1999-06-18;u;26;gjerøy;nest;0;1999;137
1999;1999-06-18;u;26;gjerøy;nest;0;1999;138
1999;1999-10-08;m;26;gjerøy;capt;0;1999;138
1999;1999-07-12;m;26;gjerøy;obs;0;1999;138
2000;2000-05-30;m;26;gjerøy;obs;1;1999;138
2000;2000-06-01;m;26;gjerøy;obs;1;1999;138
2000;2000-08-09;m;26;gjerøy;obs;1;1999;138
2000;2000-10-09;m;26;gjerøy;obs;1;1999;138
2000;2000-05-16;m;26;gjerøy;capt;1;1999;138
2000;2000-06-14;m;26;gjerøy;capt;1;1999;138
2000;2000-08-09;m;26;gjerøy;capt;1;1999;138
2001;2001-05-21;m;26;gjerøy;obs;2;1999;138
2001;2001-05-28;m;26;gjerøy;obs;2;1999;138
2001;2001-10-18;m;26;gjerøy;obs;2;1999;138
2002;2002-07-22;m;26;gjerøy;capt;3;1999;138
2002;2002-05-22;m;26;gjerøy;obs;3;1999;138
2002;2002-08-07;m;26;gjerøy;obs;3;1999;138
1999;1999-06-18;u;26;gjerøy;nest;0;1999;139
1999;1999-06-18;u;26;gjerøy;nest;0;1999;140
1999;1999-06-18;u;26;gjerøy;nest;0;1999;141
1999;1999-06-18;u;26;gjerøy;nest;0;1999;142
1999;1999-06-18;u;26;gjerøy;nest;0;1999;143
1999;1999-06-18;u;26;gjerøy;nest;0;1999;144
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;145
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;146
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;147
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;148
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;149
1999;1999-06-18;u;27;hestmannøy;nest;0;1999;150
1999;1999-06-19;u;26;gjerøy;nest;0;1999;151
1999;1999-06-19;u;26;gjerøy;nest;0;1999;152
1999;1999-06-25;f;26;gjerøy;obs;0;1999;152
1999;1999-07-12;f;26;gjerøy;obs;0;1999;152
1999;1999-07-12;f;26;gjerøy;capt;0;1999;152
1999;1999-06-19;u;26;gjerøy;nest;0;1999;153
1999;1999-06-25;u;26;gjerøy;obs;0;1999;153
1999;1999-06-19;u;26;gjerøy;nest;0;1999;154
1999;1999-06-19;u;26;gjerøy;nest;0;1999;155
1999;1999-06-19;u;26;gjerøy;nest;0;1999;156
1999;1999-07-12;m;26;gjerøy;capt;0;1999;156
1999;1999-10-08;m;26;gjerøy;capt;0;1999;156
1999;1999-07-12;m;26;gjerøy;obs;0;1999;156
1999;1999-10-08;m;26;gjerøy;obs;0;1999;156
1999;1999-06-19;u;26;gjerøy;nest;0;1999;157
1999;1999-07-12;m;26;gjerøy;capt;0;1999;157
2000;2000-10-09;m;26;gjerøy;obs;1;1999;157
1999;1999-06-19;u;26;gjerøy;nest;0;1999;158
1999;1999-06-19;u;26;gjerøy;nest;0;1999;159
1999;1999-06-19;u;26;gjerøy;nest;0;1999;160
1999;1999-06-19;u;26;gjerøy;nest;0;1999;161
1999;1999-07-12;f;26;gjerøy;capt;0;1999;161
1999;1999-07-12;f;26;gjerøy;obs;0;1999;161
1999;1999-06-19;u;26;gjerøy;nest;0;1999;162
1999;1999-06-19;u;26;gjerøy;nest;0;1999;163
1999;1999-07-12;f;26;gjerøy;obs;0;1999;163
1999;1999-07-12;f;26;gjerøy;capt;0;1999;163
1999;1999-06-21;u;35;sleneset;nest;0;1999;164
1999;1999-07-07;u;35;sleneset;obs;0;1999;164
1999;1999-08-03;f;35;sleneset;capt;0;1999;165
1999;1999-06-21;u;35;sleneset;nest;0;1999;165
1999;1999-06-21;u;35;sleneset;nest;0;1999;166
1999;1999-06-21;u;35;sleneset;nest;0;1999;167
1999;1999-06-21;u;35;sleneset;nest;0;1999;168
2000;2000-05-11;m;35;sleneset;obs;1;1999;168
1999;1999-06-21;u;35;sleneset;nest;0;1999;169
2000;2000-05-14;f;35;sleneset;obs;1;1999;169
1999;1999-10-14;m;35;sleneset;obs;0;1999;170
1999;1999-06-21;u;35;sleneset;nest;0;1999;170
1999;1999-06-21;u;35;sleneset;nest;0;1999;171
1999;1999-06-21;u;35;sleneset;nest;0;1999;172
1999;1999-06-21;u;35;sleneset;nest;0;1999;173
1999;1999-06-21;u;35;sleneset;nest;0;1999;174
1999;1999-06-21;u;35;sleneset;nest;0;1999;175
1999;1999-06-21;u;34;lovund;nest;0;1999;176
1999;1999-07-14;m;34;lovund;obs;0;1999;176
1999;1999-10-14;m;35;sleneset;obs;0;1999;177
1999;1999-06-21;u;34;lovund;nest;0;1999;177
1999;1999-06-21;u;34;lovund;nest;0;1999;178
1999;1999-06-21;u;34;lovund;nest;0;1999;179
1999;1999-10-14;m;35;sleneset;obs;0;1999;179
