"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_age_sq";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Own_survival";"estimated_pop_size";"N";"n";"zNR";"in_out";"sex";"N_nestlings";"N_Recruits";"r2s"
"399";"2012_230_aldra";"2012_230";230;"2012_aldra";2012;"aldra";38;4;16;2007;"no";"obs";NA;NA;0;26;26;3.25809653802148;-0.1625;1;1;9;1;1
"400";"2009_231_hestmannøy";"2009_231";231;"2009_hestmannøy";2009;"hestmannøy";27;0;0;2008;"no";"obs";"capt";NA;1;157;157;5.05624580534831;-0.321875;1;0;7;2;4
"401";"2010_231_hestmannøy";"2010_231";231;"2010_hestmannøy";2010;"hestmannøy";27;1;1;2008;"no";"obs";"capt";NA;1;214;214;5.36597601502185;1.103125;1;0;7;2;4
"402";"2011_231_hestmannøy";"2011_231";231;"2011_hestmannøy";2011;"hestmannøy";27;2;4;2008;"no";"obs";"capt";NA;1;283;283;5.64544689764324;2.828125;1;0;5;1;3
"403";"2012_231_hestmannøy";"2012_231";231;"2012_hestmannøy";2012;"hestmannøy";27;3;9;2008;"no";"obs";NA;NA;1;156;156;5.04985600724954;-0.346875;1;0;2;1;3
"404";"2013_231_hestmannøy";"2013_231";231;"2013_hestmannøy";2013;"hestmannøy";27;4;16;2008;"gene_new";NA;NA;"gene_new";0;112;112;4.71849887129509;-1.446875;1;0;6;0;0
"405";"2008_232_hestmannøy";"2008_232";232;"2008_hestmannøy";2008;"hestmannøy";27;0;0;2007;"no";NA;"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;2;0;0
"406";"2009_233_hestmannøy";"2009_233";233;"2009_hestmannøy";2009;"hestmannøy";27;0;0;2008;"no";"obs";"capt";NA;1;157;157;5.05624580534831;-0.321875;1;0;4;0;2
"407";"2010_233_hestmannøy";"2010_233";233;"2010_hestmannøy";2010;"hestmannøy";27;1;1;2008;"no";"obs";"capt";NA;1;214;214;5.36597601502185;1.103125;1;0;7;3;5
"408";"2007_234_indre kvarøy";"2007_234";234;"2007_indre kvarøy";2007;"indre kvarøy";28;0;0;2006;"gene_new";NA;NA;"gene_new";1;57;57;4.04305126783455;-0.315625;1;0;1;0;2
"409";"2008_235_indre kvarøy";"2008_235";235;"2008_indre kvarøy";2008;"indre kvarøy";28;0;0;2007;"no";"obs";"capt";NA;0;68;68;4.21950770517611;-0.040625;1;0;3;1;1
"410";"2008_236_indre kvarøy";"2008_236";236;"2008_indre kvarøy";2008;"indre kvarøy";28;0;0;2007;"no";"obs";"capt";NA;1;68;68;4.21950770517611;-0.040625;1;1;3;1;3
"411";"2009_236_indre kvarøy";"2009_236";236;"2009_indre kvarøy";2009;"indre kvarøy";28;1;1;2007;"no";"obs";"capt";NA;0;41;41;3.71357206670431;-0.715625;1;1;2;1;1
"412";"2007_237_hestmannøy";"2007_237";237;"2007_hestmannøy";2007;"hestmannøy";27;1;1;2005;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;5;0;2
"413";"2009_237_hestmannøy";"2009_237";237;"2009_hestmannøy";2009;"hestmannøy";27;3;9;2005;"no";"obs";"capt";NA;0;157;157;5.05624580534831;-0.321875;1;1;2;1;1
"414";"2007_238_hestmannøy";"2007_238";238;"2007_hestmannøy";2007;"hestmannøy";27;1;1;2005;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;1;0;2
"415";"2008_238_hestmannøy";"2008_238";238;"2008_hestmannøy";2008;"hestmannøy";27;2;4;2005;"no";"obs";"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;1;0;0
"416";"2007_239_indre kvarøy";"2007_239";239;"2007_indre kvarøy";2007;"indre kvarøy";28;1;1;2005;"gene_new";NA;NA;"gene_new";0;57;57;4.04305126783455;-0.315625;1;0;3;0;0
"417";"2009_240_selvær";"2009_240";240;"2009_selvær";2009;"selvær";24;3;9;2005;"gene_new";NA;NA;"gene_new";1;45;45;3.80666248977032;-0.35625;0;0;2;0;2
"418";"2010_240_selvær";"2010_240";240;"2010_selvær";2010;"selvær";24;4;16;2005;"gene_new";NA;NA;"gene_new";0;55;55;4.00733318523247;-0.10625;0;0;1;1;1
"419";"2007_241_træna";"2007_241";241;"2007_træna";2007;"træna";23;1;1;2005;"gene_new";NA;NA;"gene_new";0;88;88;4.47733681447821;0.50625;0;0;3;0;0
"420";"2007_242_gjerøy";"2007_242";242;"2007_gjerøy";2007;"gjerøy";26;1;1;2005;"no";"obs";NA;NA;1;108;108;4.68213122712422;-0.571875;1;1;4;0;2
"421";"2008_242_gjerøy";"2008_242";242;"2008_gjerøy";2008;"gjerøy";26;2;4;2005;"no";"obs";"capt";NA;0;121;121;4.79579054559674;-0.246875;1;1;1;0;0
"422";"2007_243_gjerøy";"2007_243";243;"2007_gjerøy";2007;"gjerøy";26;1;1;2005;"yes";NA;NA;NA;1;108;108;4.68213122712422;-0.571875;1;1;1;1;3
"423";"2010_243_gjerøy";"2010_243";243;"2010_gjerøy";2010;"gjerøy";26;4;16;2005;"no";"obs";"capt";NA;1;136;136;4.91265488573605;0.128125;1;1;3;1;3
"424";"2007_244_gjerøy";"2007_244";244;"2007_gjerøy";2007;"gjerøy";26;1;1;2005;"no";"obs";NA;NA;0;108;108;4.68213122712422;-0.571875;1;0;7;2;2
"425";"2007_245_indre kvarøy";"2007_245";245;"2007_indre kvarøy";2007;"indre kvarøy";28;2;4;2004;"gene_new";NA;NA;"gene_new";0;57;57;4.04305126783455;-0.315625;1;0;4;0;0
"426";"2007_246_træna";"2007_246";246;"2007_træna";2007;"træna";23;1;1;2005;"no";"obs";NA;NA;1;88;88;4.47733681447821;0.50625;0;1;10;0;2
"427";"2008_246_træna";"2008_246";246;"2008_træna";2008;"træna";23;2;4;2005;"no";"obs";"capt";NA;1;28;28;3.3322045101752;-0.99375;0;1;10;1;3
"428";"2009_246_træna";"2009_246";246;"2009_træna";2009;"træna";23;3;9;2005;"gene_new";NA;NA;"gene_new";0;57;57;4.04305126783455;-0.26875;0;1;2;0;0
"429";"2007_247_træna";"2007_247";247;"2007_træna";2007;"træna";23;1;1;2005;"yes";NA;NA;NA;1;88;88;4.47733681447821;0.50625;0;1;8;2;4
"430";"2008_247_træna";"2008_247";247;"2008_træna";2008;"træna";23;2;4;2005;"yes";NA;NA;NA;1;28;28;3.3322045101752;-0.99375;0;1;6;2;4
"431";"2009_247_træna";"2009_247";247;"2009_træna";2009;"træna";23;3;9;2005;"no";NA;"capt";NA;1;57;57;4.04305126783455;-0.26875;0;1;3;0;2
"432";"2010_247_træna";"2010_247";247;"2010_træna";2010;"træna";23;4;16;2005;"gene_new";NA;NA;"gene_new";1;50;50;3.91202300542815;-0.44375;0;1;11;6;8
"433";"2011_247_træna";"2011_247";247;"2011_træna";2011;"træna";23;5;25;2005;"gene_new";NA;NA;"gene_new";0;113;113;4.72738781871234;1.13125;0;1;9;1;1
"434";"2007_248_hestmannøy";"2007_248";248;"2007_hestmannøy";2007;"hestmannøy";27;2;4;2004;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;4;1;3
"435";"2009_248_hestmannøy";"2009_248";248;"2009_hestmannøy";2009;"hestmannøy";27;4;16;2004;"no";"obs";NA;NA;0;157;157;5.05624580534831;-0.321875;1;0;10;5;5
"436";"2008_249_aldra";"2008_249";249;"2008_aldra";2008;"aldra";38;1;1;2006;"no";"obs";"capt";NA;1;52;52;3.95124371858143;0.4875;1;0;6;0;2
"437";"2009_249_aldra";"2009_249";249;"2009_aldra";2009;"aldra";38;2;4;2006;"no";"obs";"capt";NA;0;52;52;3.95124371858143;0.4875;1;0;7;1;1
"438";"2007_250_gjerøy";"2007_250";250;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";NA;"capt";NA;1;108;108;4.68213122712422;-0.571875;1;0;4;2;4
"439";"2007_251_gjerøy";"2007_251";251;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";NA;"capt";NA;1;108;108;4.68213122712422;-0.571875;1;1;4;2;4
"440";"2008_251_gjerøy";"2008_251";251;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";NA;NA;1;121;121;4.79579054559674;-0.246875;1;1;5;4;6
"441";"2009_251_gjerøy";"2009_251";251;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";"capt";NA;1;107;107;4.67282883446191;-0.596875;1;1;1;1;3
"442";"2010_251_gjerøy";"2010_251";251;"2010_gjerøy";2010;"gjerøy";26;3;9;2006;"no";NA;"capt";NA;1;136;136;4.91265488573605;0.128125;1;1;5;1;3
"443";"2011_251_gjerøy";"2011_251";251;"2011_gjerøy";2011;"gjerøy";26;4;16;2006;"no";"obs";NA;NA;1;144;144;4.969813299576;0.328125;1;1;9;4;6
"444";"2012_251_gjerøy";"2012_251";251;"2012_gjerøy";2012;"gjerøy";26;5;25;2006;"yes";NA;NA;NA;1;196;196;5.27811465923052;1.628125;1;1;4;0;2
"445";"2013_251_gjerøy";"2013_251";251;"2013_gjerøy";2013;"gjerøy";26;6;36;2006;"no";NA;"capt";NA;1;168;168;5.12396397940326;0.928125;1;1;1;0;2
"446";"2014_251_gjerøy";"2014_251";251;"2014_gjerøy";2014;"gjerøy";26;7;49;2006;"gene_new";NA;NA;"gene_new";0;67;67;4.20469261939097;-1.596875;1;1;3;0;0
"447";"2007_252_gjerøy";"2007_252";252;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";"obs";"capt";NA;0;108;108;4.68213122712422;-0.571875;1;0;2;0;0
"448";"2008_253_gjerøy";"2008_253";253;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";"capt";NA;1;121;121;4.79579054559674;-0.246875;1;0;2;0;2
"449";"2009_253_gjerøy";"2009_253";253;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";"capt";NA;1;107;107;4.67282883446191;-0.596875;1;0;5;3;5
"450";"2010_253_gjerøy";"2010_253";253;"2010_gjerøy";2010;"gjerøy";26;3;9;2006;"no";"obs";NA;NA;0;136;136;4.91265488573605;0.128125;1;0;3;1;1
"451";"2008_254_hestmannøy";"2008_254";254;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;1;153;153;5.03043792139244;-0.421875;1;0;4;1;3
"452";"2007_255_træna";"2007_255";255;"2007_træna";2007;"træna";23;0;0;2006;"no";"obs";"capt";NA;0;88;88;4.47733681447821;0.50625;0;1;9;1;1
"453";"2007_256_selvær";"2007_256";256;"2007_selvær";2007;"selvær";24;0;0;2006;"no";"obs";NA;NA;1;60;60;4.0943445622221;0.01875;0;1;2;0;2
"454";"2008_256_selvær";"2008_256";256;"2008_selvær";2008;"selvær";24;1;1;2006;"no";"obs";"capt";NA;1;89;89;4.48863636973214;0.74375;0;1;7;3;5
"455";"2009_256_selvær";"2009_256";256;"2009_selvær";2009;"selvær";24;2;4;2006;"gene_new";NA;NA;"gene_new";1;45;45;3.80666248977032;-0.35625;0;1;4;1;3
"456";"2008_257_selvær";"2008_257";257;"2008_selvær";2008;"selvær";24;1;1;2006;"yes";NA;NA;NA;1;89;89;4.48863636973214;0.74375;0;0;3;0;2
"457";"2009_257_selvær";"2009_257";257;"2009_selvær";2009;"selvær";24;2;4;2006;"no";"obs";"capt";NA;1;45;45;3.80666248977032;-0.35625;0;0;2;0;2
"458";"2010_257_selvær";"2010_257";257;"2010_selvær";2010;"selvær";24;3;9;2006;"no";NA;"capt";NA;1;55;55;4.00733318523247;-0.10625;0;0;3;2;4
"459";"2007_258_selvær";"2007_258";258;"2007_selvær";2007;"selvær";24;0;0;2006;"no";"obs";NA;NA;0;60;60;4.0943445622221;0.01875;0;0;5;1;1
"460";"2007_259_hestmannøy";"2007_259";259;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;3;0;2
"461";"2008_259_hestmannøy";"2008_259";259;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;1;153;153;5.03043792139244;-0.421875;1;0;4;0;2
"462";"2007_260_gjerøy";"2007_260";260;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";"obs";NA;NA;0;108;108;4.68213122712422;-0.571875;1;1;11;2;2
"463";"2007_261_nesøy";"2007_261";261;"2007_nesøy";2007;"nesøy";20;1;1;2005;"no";"obs";NA;NA;1;12;12;2.484906649788;-0.140625;1;0;3;0;2
"464";"2009_261_nesøy";"2009_261";261;"2009_nesøy";2009;"nesøy";20;3;9;2005;"no";"obs";NA;NA;1;17;17;2.83321334405622;-0.015625;1;0;7;5;7
"465";"2010_261_nesøy";"2010_261";261;"2010_nesøy";2010;"nesøy";20;4;16;2005;"no";"obs";NA;NA;1;17;17;2.83321334405622;-0.015625;1;0;5;5;7
"466";"2011_261_nesøy";"2011_261";261;"2011_nesøy";2011;"nesøy";20;5;25;2005;"no";NA;"capt";NA;0;35;35;3.55534806148941;0.434375;1;0;2;2;2
"467";"2007_262_nesøy";"2007_262";262;"2007_nesøy";2007;"nesøy";20;1;1;2005;"no";NA;"capt";NA;1;12;12;2.484906649788;-0.140625;1;0;4;0;2
"468";"2008_262_nesøy";"2008_262";262;"2008_nesøy";2008;"nesøy";20;2;4;2005;"no";"obs";"capt";NA;0;21;21;3.04452243772342;0.084375;1;0;6;0;0
"469";"2007_263_træna";"2007_263";263;"2007_træna";2007;"træna";23;1;1;2005;"no";NA;"capt";NA;0;88;88;4.47733681447821;0.50625;0;0;13;2;2
"470";"2008_264_selvær";"2008_264";264;"2008_selvær";2008;"selvær";24;2;4;2005;"no";"obs";NA;NA;1;89;89;4.48863636973214;0.74375;0;1;3;0;2
"471";"2009_264_selvær";"2009_264";264;"2009_selvær";2009;"selvær";24;3;9;2005;"no";"obs";NA;NA;1;45;45;3.80666248977032;-0.35625;0;1;3;0;2
"472";"2010_264_selvær";"2010_264";264;"2010_selvær";2010;"selvær";24;4;16;2005;"yes";NA;NA;NA;1;55;55;4.00733318523247;-0.10625;0;1;2;1;3
"473";"2008_265_træna";"2008_265";265;"2008_træna";2008;"træna";23;2;4;2005;"no";"obs";NA;NA;1;28;28;3.3322045101752;-0.99375;0;0;5;0;2
"474";"2009_265_træna";"2009_265";265;"2009_træna";2009;"træna";23;3;9;2005;"no";"obs";NA;NA;1;57;57;4.04305126783455;-0.26875;0;0;5;0;2
"475";"2009_266_sleneset";"2009_266";266;"2009_sleneset";2009;"sleneset";35;3;9;2005;"gene_new";NA;NA;"gene_new";0;23;23;3.13549421592915;-0.390625;0;0;4;1;1
"476";"2007_267_sleneset";"2007_267";267;"2007_sleneset";2007;"sleneset";35;1;1;2005;"no";"obs";NA;NA;0;52;52;3.95124371858143;0.334375;0;0;8;2;2
"477";"2007_268_sleneset";"2007_268";268;"2007_sleneset";2007;"sleneset";35;1;1;2005;"no";"obs";NA;NA;0;52;52;3.95124371858143;0.334375;0;1;2;0;0
"478";"2007_269_hestmannøy";"2007_269";269;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";NA;"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;8;1;3
"479";"2009_269_hestmannøy";"2009_269";269;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";"obs";"capt";NA;0;157;157;5.05624580534831;-0.321875;1;0;8;0;0
"480";"2007_270_hestmannøy";"2007_270";270;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;0;172;172;5.14749447681345;0.053125;1;0;6;0;0
"481";"2009_271_hestmannøy";"2009_271";271;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";"obs";"capt";NA;0;157;157;5.05624580534831;-0.321875;1;1;2;4;4
"482";"2009_272_hestmannøy";"2009_272";272;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";"obs";"capt";NA;1;157;157;5.05624580534831;-0.321875;1;1;1;2;4
"483";"2007_273_hestmannøy";"2007_273";273;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;6;0;2
"484";"2008_273_hestmannøy";"2008_273";273;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";NA;"capt";NA;1;153;153;5.03043792139244;-0.421875;1;0;6;0;2
"485";"2009_273_hestmannøy";"2009_273";273;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";"obs";"capt";NA;1;157;157;5.05624580534831;-0.321875;1;0;7;4;6
"486";"2007_274_gjerøy";"2007_274";274;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";"obs";"capt";NA;1;108;108;4.68213122712422;-0.571875;1;0;5;1;3
"487";"2008_274_gjerøy";"2008_274";274;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";"capt";NA;1;121;121;4.79579054559674;-0.246875;1;0;5;1;3
"488";"2009_274_gjerøy";"2009_274";274;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";"capt";NA;1;107;107;4.67282883446191;-0.596875;1;0;9;2;4
"489";"2010_274_gjerøy";"2010_274";274;"2010_gjerøy";2010;"gjerøy";26;3;9;2006;"no";NA;"capt";NA;1;136;136;4.91265488573605;0.128125;1;0;3;0;2
"490";"2011_274_gjerøy";"2011_274";274;"2011_gjerøy";2011;"gjerøy";26;4;16;2006;"no";"obs";"capt";NA;0;144;144;4.969813299576;0.328125;1;0;4;2;2
"491";"2007_275_indre kvarøy";"2007_275";275;"2007_indre kvarøy";2007;"indre kvarøy";28;0;0;2006;"no";"obs";"capt";NA;0;57;57;4.04305126783455;-0.315625;1;0;2;0;0
"492";"2007_276_hestmannøy";"2007_276";276;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;6;1;3
"493";"2008_276_hestmannøy";"2008_276";276;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;1;153;153;5.03043792139244;-0.421875;1;1;1;0;2
"494";"2007_277_nesøy";"2007_277";277;"2007_nesøy";2007;"nesøy";20;0;0;2006;"no";NA;"capt";NA;1;12;12;2.484906649788;-0.140625;1;0;9;2;4
"495";"2007_278_hestmannøy";"2007_278";278;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;6;0;2
"496";"2008_278_hestmannøy";"2008_278";278;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;3;1;1
"497";"2007_279_hestmannøy";"2007_279";279;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";NA;"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;1;0;2
"498";"2007_280_nesøy";"2007_280";280;"2007_nesøy";2007;"nesøy";20;0;0;2006;"no";"obs";NA;NA;1;12;12;2.484906649788;-0.140625;1;1;4;0;2
"499";"2008_280_nesøy";"2008_280";280;"2008_nesøy";2008;"nesøy";20;1;1;2006;"no";"obs";"capt";NA;1;21;21;3.04452243772342;0.084375;1;1;6;0;2
"500";"2007_281_træna";"2007_281";281;"2007_træna";2007;"træna";23;0;0;2006;"no";"obs";NA;NA;0;88;88;4.47733681447821;0.50625;0;1;10;1;1
"501";"2008_282_træna";"2008_282";282;"2008_træna";2008;"træna";23;1;1;2006;"no";"obs";NA;NA;1;28;28;3.3322045101752;-0.99375;0;1;4;0;2
"502";"2008_283_hestmannøy";"2008_283";283;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"gene_new";NA;NA;"gene_new";0;153;153;5.03043792139244;-0.421875;1;0;1;0;0
"503";"2007_284_hestmannøy";"2007_284";284;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";NA;NA;1;172;172;5.14749447681345;0.053125;1;1;6;0;2
"504";"2008_284_hestmannøy";"2008_284";284;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";NA;NA;0;153;153;5.03043792139244;-0.421875;1;1;1;0;0
"505";"2007_285_træna";"2007_285";285;"2007_træna";2007;"træna";23;0;0;2006;"no";"obs";NA;NA;0;88;88;4.47733681447821;0.50625;0;0;7;0;0
"506";"2007_286_hestmannøy";"2007_286";286;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;0;172;172;5.14749447681345;0.053125;1;0;4;0;0
"507";"2007_287_hestmannøy";"2007_287";287;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;0;172;172;5.14749447681345;0.053125;1;1;2;1;1
"508";"2007_288_hestmannøy";"2007_288";288;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;3;0;2
"509";"2009_288_hestmannøy";"2009_288";288;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";"obs";NA;NA;0;157;157;5.05624580534831;-0.321875;1;1;2;0;0
"510";"2007_289_hestmannøy";"2007_289";289;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;0;3;0;2
"511";"2008_289_hestmannøy";"2008_289";289;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;1;153;153;5.03043792139244;-0.421875;1;0;7;2;4
"512";"2009_289_hestmannøy";"2009_289";289;"2009_hestmannøy";2009;"hestmannøy";27;2;4;2006;"no";NA;"capt";NA;0;157;157;5.05624580534831;-0.321875;1;0;3;1;1
"513";"2007_290_hestmannøy";"2007_290";290;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;4;1;3
"514";"2008_290_hestmannøy";"2008_290";290;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;2;0;0
"515";"2008_291_hestmannøy";"2008_291";291;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";"obs";"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;1;0;0
"516";"2007_292_hestmannøy";"2007_292";292;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";"obs";"capt";NA;0;172;172;5.14749447681345;0.053125;1;0;3;0;0
"517";"2008_293_hestmannøy";"2008_293";293;"2008_hestmannøy";2008;"hestmannøy";27;1;1;2006;"no";NA;"capt";NA;0;153;153;5.03043792139244;-0.421875;1;1;3;2;2
"518";"2007_294_aldra";"2007_294";294;"2007_aldra";2007;"aldra";38;1;1;2005;"no";"obs";"capt";NA;1;43;43;3.76120011569356;0.2625;1;0;4;1;3
"519";"2008_294_aldra";"2008_294";294;"2008_aldra";2008;"aldra";38;2;4;2005;"no";"obs";"capt";NA;1;52;52;3.95124371858143;0.4875;1;0;5;1;3
"520";"2009_295_aldra";"2009_295";295;"2009_aldra";2009;"aldra";38;2;4;2006;"no";"obs";NA;NA;0;52;52;3.95124371858143;0.4875;1;1;4;0;0
"521";"2008_296_gjerøy";"2008_296";296;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";"capt";NA;1;121;121;4.79579054559674;-0.246875;1;1;2;0;2
"522";"2009_296_gjerøy";"2009_296";296;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";NA;NA;0;107;107;4.67282883446191;-0.596875;1;1;4;3;3
"523";"2008_297_gjerøy";"2008_297";297;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";"capt";NA;1;121;121;4.79579054559674;-0.246875;1;1;7;2;4
"524";"2009_297_gjerøy";"2009_297";297;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";"capt";NA;1;107;107;4.67282883446191;-0.596875;1;1;6;3;5
"525";"2011_297_gjerøy";"2011_297";297;"2011_gjerøy";2011;"gjerøy";26;4;16;2006;"no";"obs";NA;NA;0;144;144;4.969813299576;0.328125;1;1;5;0;0
"526";"2007_298_gjerøy";"2007_298";298;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";NA;"capt";NA;1;108;108;4.68213122712422;-0.571875;1;1;4;1;3
"527";"2008_298_gjerøy";"2008_298";298;"2008_gjerøy";2008;"gjerøy";26;1;1;2006;"no";"obs";"capt";NA;1;121;121;4.79579054559674;-0.246875;1;1;6;1;3
"528";"2009_298_gjerøy";"2009_298";298;"2009_gjerøy";2009;"gjerøy";26;2;4;2006;"no";"obs";"capt";NA;1;107;107;4.67282883446191;-0.596875;1;1;7;2;4
"529";"2007_299_gjerøy";"2007_299";299;"2007_gjerøy";2007;"gjerøy";26;0;0;2006;"no";NA;"capt";NA;0;108;108;4.68213122712422;-0.571875;1;0;4;2;2
"530";"2009_300_aldra";"2009_300";300;"2009_aldra";2009;"aldra";38;3;9;2005;"no";"obs";"capt";NA;0;52;52;3.95124371858143;0.4875;1;1;6;1;1
"531";"2007_301_træna";"2007_301";301;"2007_træna";2007;"træna";23;0;0;2006;"no";"obs";NA;NA;0;88;88;4.47733681447821;0.50625;0;0;8;0;0
"532";"2007_302_selvær";"2007_302";302;"2007_selvær";2007;"selvær";24;0;0;2006;"yes";NA;NA;NA;1;60;60;4.0943445622221;0.01875;0;0;3;1;3
"533";"2008_302_selvær";"2008_302";302;"2008_selvær";2008;"selvær";24;1;1;2006;"no";"obs";"capt";NA;0;89;89;4.48863636973214;0.74375;0;0;4;1;1
"534";"2007_303_træna";"2007_303";303;"2007_træna";2007;"træna";23;0;0;2006;"no";"obs";NA;NA;0;88;88;4.47733681447821;0.50625;0;0;5;1;1
"535";"2007_304_indre kvarøy";"2007_304";304;"2007_indre kvarøy";2007;"indre kvarøy";28;1;1;2005;"no";"obs";NA;NA;0;57;57;4.04305126783455;-0.315625;1;0;6;2;2
"536";"2007_305_indre kvarøy";"2007_305";305;"2007_indre kvarøy";2007;"indre kvarøy";28;1;1;2005;"no";"obs";NA;NA;0;57;57;4.04305126783455;-0.315625;1;1;1;1;1
"537";"2007_306_nesøy";"2007_306";306;"2007_nesøy";2007;"nesøy";20;0;0;2006;"no";NA;"capt";NA;0;12;12;2.484906649788;-0.140625;1;1;4;1;1
"538";"2007_307_hestmannøy";"2007_307";307;"2007_hestmannøy";2007;"hestmannøy";27;0;0;2006;"no";NA;"capt";NA;0;172;172;5.14749447681345;0.053125;1;0;2;1;1
"539";"2007_308_hestmannøy";"2007_308";308;"2007_hestmannøy";2007;"hestmannøy";27;1;1;2005;"no";"obs";"capt";NA;1;172;172;5.14749447681345;0.053125;1;1;1;0;2
"540";"2008_308_hestmannøy";"2008_308";308;"2008_hestmannøy";2008;"hestmannøy";27;2;4;2005;"gene_new";NA;NA;"gene_new";0;153;153;5.03043792139244;-0.421875;1;1;5;2;2
"541";"2008_309_nesøy";"2008_309";309;"2008_nesøy";2008;"nesøy";20;0;0;2007;"no";"obs";NA;NA;0;21;21;3.04452243772342;0.084375;1;0;4;1;1
"542";"2009_310_nesøy";"2009_310";310;"2009_nesøy";2009;"nesøy";20;1;1;2007;"no";"obs";NA;NA;0;17;17;2.83321334405622;-0.015625;1;1;7;5;5
"543";"2007_311_myken";"2007_311";311;"2007_myken";2007;"myken";22;0;0;2006;"no";"obs";"capt";NA;0;32;32;3.46573590279973;0.221428571428571;0;0;4;0;0
"544";"2007_312_myken";"2007_312";312;"2007_myken";2007;"myken";22;2;4;2004;"gene_new";NA;NA;"gene_new";1;32;32;3.46573590279973;0.221428571428571;0;0;7;3;5
