sex;ID
1;4253
0;4254
0;4255
1;4256
1;4262
1;4264
1;4265
0;4266
0;4267
0;4270
1;4274
0;4275
1;4276
0;4284
1;4289
1;4291
0;4292
0;4300
0;4304
0;4305
0;4307
1;4309
1;4310
0;4311
1;4312
0;4314
1;4315
0;4317
0;4318
0;4320
0;4324
0;4325
1;4331
0;4337
1;4354
1;4355
0;4356
1;4358
1;4360
0;4361
0;4363
1;4364
1;4370
0;4372
1;4373
1;4375
0;4389
1;4391
1;4392
1;4393
1;4394
1;4398
1;4399
1;4401
1;4403
1;4405
0;4411
0;4412
1;4419
0;4420
0;4421
0;4422
0;4424
1;4425
1;4426
1;4427
1;4428
1;4429
1;4431
0;4433
1;4434
1;4435
0;4437
0;4438
0;4439
0;4440
1;4441
1;4442
1;4443
1;4447
1;4448
0;4455
0;4457
1;4458
0;4459
0;4460
0;4463
1;4474
0;4475
0;4478
0;4479
0;4494
0;4497
1;4503
0;4505
0;4506
1;4507
0;4509
1;4511
1;4515
0;4517
0;4518
1;4527
0;4528
1;4531
1;4538
1;4539
0;4541
1;4542
0;4544
1;4547
1;4548
0;4551
1;4554
1;4555
1;4556
0;4558
0;4560
0;4561
1;4572
0;4575
1;4576
1;4580
1;4581
1;4610
1;4611
0;4615
1;4616
1;4617
1;4622
0;4623
0;4629
1;4630
1;4631
0;4632
1;4634
1;4648
1;4650
1;4653
0;4656
1;4666
1;4667
1;4669
1;4674
0;4675
0;4678
1;4679
0;4680
0;4682
1;4684
1;4685
1;4686
1;4689
0;4695
1;4699
0;4700
0;4704
0;4706
1;4707
1;4712
1;4713
1;4714
0;4715
1;4716
0;4719
1;4725
1;4726
1;4731
1;4734
1;4736
0;4739
0;4740
1;4744
1;4747
1;4751
0;4755
1;4762
1;4766
1;4767
0;4768
1;4769
1;4771
0;4772
1;4773
0;4775
0;4777
1;4778
0;4779
0;4780
0;4781
1;4787
0;4788
1;4791
1;4792
1;4793
0;4795
1;4796
1;4799
0;4801
0;4809
0;4810
1;4811
1;4813
0;4816
0;4823
0;4824
0;4825
0;4827
0;4840
1;4841
0;4844
0;4845
0;4851
1;4852
0;4853
0;4854
0;4877
1;4881
0;4884
0;4888
0;4896
1;4897
0;4901
0;4902
1;4903
1;4910
0;4913
1;4914
0;4915
0;4916
0;4918
1;4920
1;4921
1;4925
1;4926
0;4927
0;4928
1;4929
1;4931
1;4932
0;4935
0;4944
0;4947
0;4948
1;4950
0;4951
0;4955
1;4962
1;4969
0;4970
0;4978
0;4979
1;4982
1;4984
0;4985
0;4986
1;4987
1;4988
1;4989
1;5000
0;5001
0;5002
0;5003
0;5004
1;5005
0;5016
1;5018
1;5019
0;5020
0;5023
1;5024
0;5030
1;5038
0;5039
0;5040
1;5043
1;5045
1;5050
0;5052
1;5053
0;5064
0;5065
1;5070
0;5072
1;5074
0;5075
0;5076
1;5082
1;5084
0;5085
1;5087
0;5088
0;5089
1;5098
0;5115
0;5116
1;5117
0;5118
1;5125
1;5126
1;5130
1;5136
0;5137
0;5138
1;5142
1;5143
1;5145
1;5152
0;5159
0;5163
1;5165
0;5167
0;5169
0;5171
1;5172
0;5176
1;5177
1;5181
0;5183
0;5185
1;5186
1;5195
1;5196
0;5198
1;5204
1;5215
0;5216
0;5218
0;5221
0;5222
1;5228
0;5229
1;5239
0;5240
1;5241
0;5248
1;5253
0;5254
0;5260
1;5261
1;5262
1;5263
1;5264
0;5265
1;5266
0;5270
0;5275
1;5281
0;5288
0;5289
0;5290
0;5308
0;5309
1;5310
1;5318
0;5319
0;5321
1;5324
0;5328
0;5329
0;5343
1;5353
1;5354
0;5355
1;5356
1;5367
1;5383
0;5385
0;5386
0;5391
0;5394
0;5395
1;5396
1;5397
0;5401
0;5408
0;5409
0;5411
1;5414
0;5419
0;5420
1;5421
1;5422
0;5426
0;5427
1;5430
0;5432
0;5433
1;5434
0;5437
0;5438
0;5439
1;5442
1;5443
0;5444
1;5445
1;5446
1;5447
0;5449
1;5453
1;5468
0;5469
1;5470
0;5471
0;5485
0;5488
1;5490
0;5491
0;5493
1;5496
1;5498
1;5503
1;5506
0;5509
1;5513
1;5514
0;5515
0;5516
0;5520
0;5526
1;5529
1;5532
0;5535
1;5538
1;5540
1;5543
0;5544
0;5545
1;5551
1;5552
0;5557
0;5558
0;5559
1;5560
1;5561
0;5562
0;5564
1;5567
1;5568
0;5570
0;5573
1;5574
0;5576
0;5584
1;5585
0;5592
1;5594
1;5605
1;5608
0;5614
0;5623
1;5624
0;5632
1;5636
0;5638
1;5651
1;5662
0;5664
1;5687
0;5692
1;5693
1;5696
1;5702
0;5708
0;5710
0;5712
0;5733
1;5737
1;5742
1;5743
0;5744
1;5746
0;5758
0;5765
0;5771
0;5775
1;5778
0;5781
1;5782
1;5783
0;5784
1;5787
1;5791
0;5792
1;5793
1;5794
0;5795
1;5797
0;5801
0;5805
1;5807
0;5810
0;5811
1;5815
0;5816
1;5825
0;5826
1;5831
0;5835
1;5837
1;5838
1;5843
1;5844
1;5845
1;5846
1;5848
1;5850
1;5854
1;5867
1;5869
0;5871
1;5872
0;5874
1;5876
0;5877
0;5882
1;5883
1;5884
1;5886
0;5888
0;5891
0;5895
0;5896
0;5906
0;5907
0;5908
0;5913
0;5917
1;5918
0;5919
1;5921
1;5922
1;5927
1;5938
1;5944
1;5945
1;5947
1;5948
1;5949
1;5952
1;5955
1;5956
0;5957
0;5959
1;5960
0;5961
0;5963
0;5967
0;5971
0;5973
1;5976
1;5982
1;5988
1;5999
1;6002
0;6003
0;6009
1;6011
0;6014
0;6017
0;6019
1;6022
1;6024
0;6025
1;6026
0;6028
1;6031
1;6036
1;6038
0;6042
1;6043
1;6048
1;6051
1;6052
0;6053
0;6054
0;6055
0;6056
1;6058
0;6059
1;6060
1;6063
1;6065
0;6075
0;6077
0;6078
1;6080
1;6081
1;6084
1;6087
0;6089
1;6091
0;6093
1;6097
1;6098
1;6099
1;6111
1;6114
0;6122
0;6128
0;6132
0;6137
1;6141
0;6145
0;6148
0;6149
1;6419
0;6520
1;6581
0;6582
0;6587
0;6593
0;6594
1;6596
1;6600
1;6601
1;6602
0;6605
0;6607
0;6609
0;6611
1;6612
0;6614
1;6615
1;6616
0;6620
1;6632
1;6633
1;6638
1;6644
1;6647
0;6648
0;6649
0;6650
0;6652
0;6657
1;6658
1;6660
1;6661
1;6664
0;6669
0;6671
1;6673
0;6674
0;6676
0;6680
1;6681
1;6683
0;6686
0;6687
0;6694
1;6695
1;6696
0;6699
0;6700
0;6704
1;6705
1;6706
0;6707
1;6709
1;6711
1;6716
1;6718
0;6720
1;6721
0;6722
0;6723
0;6725
0;6732
0;6733
0;6734
1;6742
1;6747
1;6750
1;6754
1;6759
1;6760
1;6764
0;6775
0;6776
0;6784
0;6785
1;6788
1;6789
1;6790
0;6794
0;6795
1;6796
0;6797
0;6801
1;6806
1;6807
0;6813
0;6814
1;6816
1;6819
0;6820
0;6821
1;6822
1;6823
1;6824
0;6825
1;6826
1;6827
1;6834
0;6835
0;6845
0;6846
0;6871
0;6878
1;6879
1;6880
1;6882
0;6891
0;6892
1;6893
0;6894
0;6895
0;6901
1;6904
0;6909
1;6917
0;6918
1;6919
0;6921
1;6934
0;6945
1;6946
0;6947
1;6949
0;6951
1;6952
0;6954
1;6957
0;6962
1;6967
0;6968
1;6979
0;6992
0;6997
1;7008
1;7016
1;7020
1;7022
0;7026
0;7027
1;7029
1;7030
0;7031
1;7032
0;7041
1;7042
0;7044
0;7049
0;7075
1;7076
1;7079
1;7081
1;7088
1;7089
1;7090
1;7092
0;7096
1;7097
0;7100
0;7101
1;7102
0;7104
1;7105
1;7106
0;7107
0;7108
0;7109
0;7110
1;7111
0;7114
0;7116
0;7120
0;7122
1;7127
1;7129
1;7131
0;7132
1;7135
1;7136
0;7138
1;7140
0;7141
0;7143
1;7145
0;7150
0;7152
1;7154
0;7157
0;7164
1;7165
1;7168
1;7174
0;7177
1;7183
0;7184
1;7186
0;7189
0;7190
1;7191
0;7193
0;7195
1;7197
1;7202
1;7203
1;7209
1;7213
0;7214
1;7215
0;7217
1;7218
0;7220
0;7221
1;7233
0;7235
0;7236
0;7237
0;7246
1;7247
0;7253
0;7254
0;7255
0;7259
0;7260
0;7271
0;7276
0;7277
0;7280
0;7288
1;7291
1;7292
0;7293
1;7295
0;7297
1;7298
1;7299
0;7300
1;7302
1;7303
0;7310
1;7311
1;7314
1;7317
0;7318
0;7322
0;7324
1;7325
0;7326
1;7327
1;7329
1;7330
0;7331
1;7332
1;7334
0;7335
1;7336
1;7337
0;7339
0;7341
1;7349
0;7350
0;7366
0;7369
1;7373
1;7375
0;7377
1;7379
0;7381
0;7391
0;7392
0;7393
0;7397
0;7401
0;7403
1;7404
0;7406
0;7407
1;7410
1;7412
1;7415
0;7423
0;7425
1;7426
0;7427
1;7431
1;7436
1;7441
0;7442
0;7444
1;7445
0;7448
1;7456
1;7469
0;7471
0;7474
1;7475
1;7476
1;7483
1;7484
1;7485
1;7488
0;7489
1;7494
1;7501
1;7505
1;7511
0;7512
1;7519
0;7524
0;7528
0;7529
0;7532
0;7534
0;7540
1;7545
0;7552
0;7553
1;7555
1;7557
1;7558
1;7560
1;7561
0;7563
0;7565
0;7567
1;7569
1;7572
1;7577
1;7579
1;7580
1;7581
1;7582
1;7583
1;7586
0;7588
0;7589
1;7590
0;7600
1;7602
0;7608
0;7610
1;7615
1;7617
0;7618
1;7619
1;7623
1;7625
1;7627
1;7628
1;7629
1;7630
0;7631
0;7632
1;7634
0;7641
0;7642
0;7644
0;7645
1;7646
1;7650
1;7651
0;7655
1;7659
0;7660
1;7661
0;7662
1;7670
0;7673
0;7674
0;7676
0;7679
1;7691
0;7696
1;7713
0;7715
0;7727
0;7729
1;7731
1;7745
0;7749
0;7752
0;7753
0;7754
0;7758
1;7764
1;7767
0;7768
0;7769
0;7778
1;7779
1;7780
0;7794
1;7798
1;7806
1;7807
1;7810
1;7811
1;7815
0;7818
0;7820
0;7821
0;7834
1;7836
0;7837
0;7840
0;7842
0;7843
0;7846
1;7847
0;7850
1;7857
1;7858
0;7862
0;7866
0;7872
1;7878
0;7879
1;7880
0;7886
1;7890
0;7896
0;7897
0;7901
1;7902
1;7905
1;7907
0;7910
1;7927
0;7929
0;7934
0;7943
1;7963
0;7964
0;7974
0;7975
0;7978
0;7979
0;7980
1;7987
0;7989
1;7990
1;7991
1;7992
0;7993
1;7994
1;8001
1;8003
1;8009
1;8014
1;8016
1;8023
0;8030
1;8033
0;8044
0;8046
1;8047
0;8048
1;8054
1;8063
0;8064
1;8065
1;8067
1;8069
0;8071
0;8072
1;8073
1;8077
1;8078
1;8083
1;8084
0;8085
1;8086
0;8087
0;8111
1;8118
0;8119
1;8138
0;8161
1;8163
0;8170
1;8173
0;8174
1;8177
0;8181
0;8182
1;8184
1;8186
0;8187
0;8188
1;8190
0;8191
0;8194
0;8195
0;8197
1;8199
1;8200
0;8203
1;8204
0;8205
0;8206
0;8208
1;8209
1;8210
1;8211
1;8212
0;8215
1;8217
0;8222
1;8230
1;8234
1;8236
1;8240
1;8241
0;8246
0;8255
1;8256
0;8257
1;8258
0;8259
0;8260
1;8261
1;8263
1;8265
1;8266
0;8267
0;8269
0;8270
0;8271
1;8272
0;8273
0;8274
0;8276
0;8277
0;8279
1;8280
0;8282
1;8283
0;8286
0;8289
0;8295
0;8297
0;8298
0;8303
1;8310
1;8314
1;8332
0;8347
1;8349
0;8356
1;8368
1;8369
1;8370
1;8371
0;8372
0;8373
0;8374
1;8375
0;8376
1;8410
0;8419
1;8424
1;8443
0;8468
0;8469
0;8470
1;8471
0;8474
1;8475
0;8478
0;8481
1;8482
0;8487
1;8489
1;8490
0;8492
0;8500
0;8501
0;8505
0;8506
0;8507
0;8508
0;8520
1;8522
1;8539
0;8540
1;8550
1;8552
1;8557
1;8558
0;8567
0;8568
0;8569
1;8570
1;8571
1;8572
0;8573
0;8586
1;8588
1;8589
0;8590
0;8592
1;8594
1;8597
1;8598
1;8616
1;8622
0;8623
1;8624
0;8626
0;8627
0;8629
1;8630
0;8639
1;8647
0;8655
0;8657
0;8680
1;8685
0;8689
0;8693
1;8694
1;8695
1;8706
0;8708
0;8711
0;8721
0;8722
0;8726
0;8728
0;8731
1;8736
0;8737
0;8738
1;8742
0;8746
1;8747
1;8780
1;8781
0;8783
1;8787
1;8790
1;8796
1;8797
1;8800
0;8805
0;8809
1;8810
1;8813
1;8818
1;8828
0;8831
1;8835
0;8836
1;8850
0;8851
1;8852
0;8856
0;8864
0;8867
0;8873
0;8877
0;8892
0;8896
1;8901
0;8903
0;8905
1;8906
1;8907
1;8921
1;8928
1;8929
0;8933
0;8962
0;8963
0;8967
1;8968
0;8969
1;8982
0;8993
1;8998
1;9003
0;9007
1;9024
1;9026
1;9028
1;9030
1;9033
1;9045
1;9059
0;9066
1;9068
0;9069
1;9071
0;9073
1;9074
1;9076
1;9077
1;9078
1;9079
0;9083
0;9085
1;9086
0;9087
0;9088
1;9089
1;9090
1;9091
1;9092
1;9093
0;9094
1;9101
0;9103
0;9105
0;9108
1;9109
1;9110
0;9115
1;9116
0;9117
0;9118
1;9119
0;9122
1;9124
1;9127
0;9128
1;9129
0;9130
1;9136
0;9137
0;9138
0;9141
0;9142
0;9145
1;9148
1;9171
1;9176
1;9178
1;9188
0;9226
0;9228
0;9229
1;9231
1;9232
0;9236
1;9237
0;9240
0;9244
0;9245
1;9246
0;9249
0;9266
1;9277
0;9292
1;9305
0;9306
0;9310
1;9316
1;9317
1;9341
0;9344
1;9353
1;9355
0;9356
0;9363
1;9366
0;9368
1;9375
1;9381
1;9386
1;9389
1;9391
0;9394
1;9395
0;9406
0;9408
0;9409
0;9417
0;9418
0;9422
0;9426
0;9434
0;9442
0;9450
1;9455
1;9470
0;9471
0;9472
1;9479
0;9486
0;9494
1;9498
1;9499
1;9500
0;9503
0;9505
1;9509
1;9510
1;9516
1;9519
1;9520
1;9527
0;9532
0;9533
1;9534
0;9535
0;9537
0;9542
1;9543
0;9544
0;9545
0;9546
0;9547
1;9570
1;9572
1;9576
1;9577
1;9582
0;9591
0;9592
0;9595
0;9596
0;9598
0;9610
0;9611
1;9614
1;9622
0;9639
1;9641
0;9642
1;9645
0;9653
0;9655
0;9656
1;9660
0;9677
1;9679
0;9680
0;9682
0;9707
1;9708
0;9713
1;9718
0;9719
0;9722
1;9723
0;9728
0;9732
0;9735
0;9743
0;9744
0;9749
1;9753
0;9764
0;9769
1;9770
0;9771
1;9772
0;9773
0;9774
0;9777
0;9778
0;9779
0;9782
0;9793
1;9795
0;9803
0;9809
1;9811
0;9824
1;9827
0;9828
1;9830
0;9831
0;9840
0;9857
1;9858
1;9861
0;9862
1;9864
1;9865
0;9867
0;9871
1;9872
1;9874
0;9875
0;9876
1;9878
0;9879
1;9882
1;9884
0;9885
1;9887
0;9889
0;9892
1;9893
0;9895
1;9897
0;9898
1;9900
1;9902
0;9903
0;9905
1;9907
1;9908
0;9909
0;9911
1;9912
0;9914
1;9916
1;9918
0;9920
1;9924
1;9926
1;9930
1;9931
0;9933
1;9935
1;9936
0;9937
1;9938
0;9944
1;9949
1;9953
1;9956
1;9977
0;9979
1;9987
0;9992
0;10002
0;10003
1;10004
1;10005
0;10011
1;10015
1;10018
0;10029
0;10035
1;10038
1;10039
0;10044
1;10045
0;10046
0;10047
1;10048
0;10054
0;10087
0;10097
0;10098
0;10127
0;10128
0;10130
1;10131
0;10146
1;10147
0;10148
0;10149
1;10154
1;10162
0;10167
0;10171
0;10172
1;10175
0;10180
1;10194
0;10195
1;10196
1;10197
1;10200
1;10206
0;10211
0;10228
0;10338
1;10339
1;10340
0;10341
1;10342
1;10343
1;10344
0;10345
1;10346
0;10347
0;10349
0;10350
0;10356
0;10358
0;10359
0;10363
1;10364
1;10365
0;10366
1;10370
1;10372
1;10374
1;10376
1;10378
0;10379
0;10384
1;10388
1;10389
0;10390
0;10407
1;10418
0;10419
1;10422
0;10438
1;10439
0;10440
1;10443
0;10445
1;10447
1;10451
1;10453
1;10454
0;10456
1;10457
1;10461
0;10462
1;10464
1;10465
1;10466
0;10470
1;10472
0;10474
1;10476
1;10478
0;10488
0;10501
1;10503
0;10507
1;10508
1;10509
0;10523
0;10524
1;10525
1;10526
1;10529
0;10548
0;10562
1;10564
0;10565
0;10566
1;10570
1;10571
1;10572
1;10575
1;10577
0;10579
0;10588
1;10593
1;10594
0;10597
0;10598
1;10603
1;10607
0;10610
1;10611
0;10612
1;10614
0;10616
1;10648
0;10654
0;10662
1;10663
0;10669
0;10670
1;10733
0;10735
1;10737
0;10741
1;10748
1;10750
0;10751
0;10759
0;10760
0;10762
1;10771
1;10778
1;10782
1;10783
1;10784
0;10787
1;10788
0;10789
0;10790
1;10791
1;10792
1;10793
0;10795
0;10797
0;10801
1;10802
0;10806
0;10807
1;10835
1;10856
0;10864
1;10886
0;10895
1;10897
1;10908
1;10912
1;10915
0;10918
1;10919
1;10925
1;10930
0;10961
1;10962
1;10976
1;10978
0;10980
0;10984
1;10986
0;10994
1;11005
0;11006
1;11007
0;11009
1;11010
0;11014
0;11016
1;11019
1;11021
1;11024
1;11025
0;11026
1;11030
0;11031
1;11036
0;11037
0;11044
0;11045
0;11046
0;11047
1;11050
0;11055
0;11057
1;11061
1;11062
1;11068
1;11069
0;11070
1;11076
0;11081
0;11083
1;11085
0;11087
1;11088
1;11090
0;11093
0;11094
0;11096
0;11100
1;11104
0;11106
1;11109
1;11110
0;11118
0;11119
1;11135
1;11141
1;11142
1;11150
1;11154
0;11159
0;11160
0;11164
1;11165
1;11166
1;11174
0;11177
0;11180
1;11182
0;11185
1;11188
1;11192
0;11193
1;11221
1;11225
0;11226
0;11236
0;11251
1;11252
1;11253
0;11254
0;11259
0;11266
1;11276
0;11277
0;11278
1;11279
0;11288
1;11292
0;11293
0;11298
0;11299
0;11300
0;11304
1;11305
1;11306
1;11307
0;11308
0;11312
1;11313
1;11315
0;11316
0;11317
1;11318
1;11319
0;11320
0;11327
1;11330
0;11334
1;11335
1;11336
0;11340
0;11344
0;11346
0;11347
0;11348
0;11360
1;11361
0;11367
0;11368
0;11378
1;11390
0;11399
0;11415
1;11416
1;11420
1;11421
0;11426
1;11430
0;11441
0;11447
1;11450
1;11454
0;11468
1;11473
1;11480
0;11488
0;11495
1;11504
1;11506
1;11524
0;11526
0;11533
1;11534
0;11535
0;11554
0;11568
0;11569
1;11578
1;11580
1;11582
1;11583
0;11589
1;11590
1;11592
1;11593
0;11595
0;11597
1;11600
1;11601
0;11606
0;11620
1;11622
0;11623
0;11625
0;11628
0;11632
1;11635
1;11636
1;11637
1;11638
0;11639
1;11650
1;11657
1;11658
0;11659
0;11660
1;11661
0;11664
0;11673
1;11676
1;11678
0;11682
1;11687
0;11689
1;11690
0;11692
0;11694
1;11695
0;11696
0;11700
1;11701
0;11703
0;11708
1;11710
0;11711
1;11712
1;11713
0;11715
0;11718
1;11719
0;11723
1;11728
1;11735
1;11736
0;11747
1;11754
1;11755
1;11756
0;11758
1;11763
1;11765
0;11773
0;11780
0;11781
0;11784
0;11785
0;11790
0;11791
0;11794
1;11795
1;11798
0;11800
0;11801
0;11805
1;11806
1;11807
0;11810
1;11812
0;11814
0;11815
0;11816
1;11817
0;11819
1;11823
1;11824
0;11828
0;11835
1;11836
0;11837
1;11838
1;11842
0;11846
1;11850
1;11851
0;11852
0;11853
1;11859
0;11863
0;11865
0;11871
1;11872
1;11874
1;11876
1;11877
0;11878
1;11879
1;11881
1;11882
1;11883
0;11887
1;11889
