sex;ID
0;11891
1;11892
0;11900
1;11901
1;11902
1;11906
0;11912
1;11917
0;11919
0;11920
0;11926
0;11927
1;11928
0;11929
0;11941
0;11942
1;11945
1;11946
1;11948
1;11949
1;11950
0;11951
0;11952
0;11953
0;11955
1;11957
1;11958
0;11959
0;11960
1;11961
1;11962
1;11965
0;11968
1;11971
0;11976
0;11978
1;11979
0;11985
1;11987
0;11988
0;11990
0;11991
1;11993
0;11997
0;12004
1;12008
0;12017
0;12022
0;12036
0;12043
1;12044
0;12045
0;12047
0;12048
0;12058
0;12059
1;12062
0;12080
1;12085
0;12090
0;12093
1;12095
0;12105
0;12108
0;12128
0;12165
0;12168
0;12173
1;12174
1;12175
1;12178
0;12180
0;12182
1;12186
0;12187
1;12188
1;12191
1;12193
0;12194
0;12197
1;12202
1;12203
0;12206
0;12214
0;12227
1;12228
1;12231
1;12234
0;12240
0;12243
1;12255
0;12268
0;12271
0;12277
0;12282
0;12283
0;12310
0;12313
1;12324
0;12325
0;12337
1;12344
1;12352
1;12362
1;12363
0;12365
1;12366
1;12371
1;12372
1;12373
0;12380
1;12385
0;12390
1;12394
0;12395
1;12400
0;12404
0;12405
1;12406
0;12407
0;12410
1;12411
1;12412
1;12413
1;12419
0;12422
0;12423
1;12425
1;12426
0;12434
0;12435
1;12438
0;12439
0;12440
0;12443
1;12444
1;12446
0;12448
0;12449
0;12450
1;12451
0;12452
0;12455
1;12456
0;12462
0;12463
0;12472
0;12475
1;12478
0;12483
0;12484
0;12485
1;12486
0;12487
0;12489
0;12492
0;12495
0;12496
1;12500
1;12502
1;12508
1;12510
0;12511
0;12514
0;12518
0;12521
0;12523
1;12525
0;12528
1;12530
0;12532
1;12536
0;12540
1;12542
0;12543
0;12545
0;12547
1;12548
0;12556
1;12565
0;12578
0;12579
1;12583
1;12589
1;12590
0;12592
0;12593
0;12595
0;12601
1;12602
1;12604
1;12607
1;12609
1;12610
0;12617
0;12620
1;12625
0;12633
0;12637
0;12640
1;12641
1;12642
0;12652
0;12653
0;12654
0;12655
1;12660
1;12661
0;12664
1;12665
0;12666
0;12668
1;12673
1;12677
0;12679
0;12681
1;12683
1;12685
1;12689
0;12692
0;12693
1;12697
0;12698
1;12699
1;12700
0;12701
1;12702
0;12703
1;12704
0;12706
1;12707
0;12708
0;12710
0;12717
0;12718
0;12724
1;12737
1;12739
0;12741
0;12747
0;12758
1;12761
0;12762
1;12778
0;12781
1;12783
1;12788
1;12790
0;12793
1;12796
1;12797
0;12798
1;12802
0;12804
0;12809
0;12811
1;12812
0;12813
0;12814
0;12815
1;12828
1;12829
1;12830
1;12831
1;12835
1;12836
1;12837
1;12838
1;12839
1;12842
1;12845
1;12846
1;12847
1;12849
0;12850
0;12852
1;12853
1;12855
1;12857
0;12858
1;12863
0;12865
1;12868
0;12881
0;12882
0;12884
0;12888
0;12891
1;12892
1;12893
1;12894
1;12902
1;12912
1;12922
0;12923
0;12925
0;12926
1;12927
0;12928
0;12929
0;12935
0;12936
0;12937
1;12938
1;12939
1;12940
0;12941
1;12943
0;12944
1;12945
1;12953
0;12954
0;12968
0;12969
1;12970
0;12972
0;12983
0;12992
0;12994
1;12996
1;13000
0;13006
1;13007
1;13009
0;13010
1;13018
0;13019
1;13020
1;13023
0;13025
1;13029
0;13030
1;13031
0;13032
1;13035
1;13038
0;13042
0;13043
1;13044
1;13046
0;13058
1;13061
0;13062
1;13063
0;13065
0;13067
1;13068
0;13069
0;13073
1;13074
1;13075
1;13077
1;13083
1;13084
0;13087
1;13088
1;13093
1;13094
1;13095
1;13103
1;13106
1;13109
1;13110
1;13112
1;13113
1;13114
1;13122
0;13124
1;13125
1;13127
1;13132
1;13133
1;13134
1;13135
0;13137
0;13139
1;13140
1;13141
0;13142
0;13145
0;13146
0;13148
0;13149
1;13150
0;13152
1;13154
0;13155
1;13156
0;13157
0;13158
0;13159
0;13160
1;13161
1;13162
1;13163
1;13166
0;13168
0;13169
1;13170
0;13171
1;13173
1;13174
1;13176
0;13177
1;13178
0;13184
0;13185
1;13189
1;13190
1;13192
1;13193
0;13194
1;13196
0;13197
0;13198
0;13199
1;13200
1;13201
0;13202
1;13206
1;13207
1;13208
1;13209
0;13210
0;13215
0;13216
0;13217
1;13225
1;13226
1;13227
0;13229
1;13247
1;13263
0;13267
0;13279
0;13281
0;13290
1;13301
0;13344
1;13350
1;13356
0;13361
1;13367
1;13368
1;13371
1;13381
0;13385
0;13394
1;13399
1;13404
0;13414
0;13416
0;13418
1;13419
0;13429
1;13430
1;13444
0;13455
0;13459
1;13467
1;13477
0;13480
0;13495
0;13496
0;13503
0;13507
1;13510
0;13512
1;13515
1;13518
1;13519
0;13520
1;13548
0;13549
1;13550
1;13551
0;13556
1;13557
1;13565
1;13580
1;13582
0;13667
0;13668
1;13670
1;13675
0;13679
1;13680
0;13681
0;13682
1;13683
1;13684
0;13685
1;13687
1;13688
1;13689
1;13690
0;13696
1;13697
1;13698
0;13702
0;13703
1;13704
0;13705
0;13708
1;13710
0;13714
0;13718
1;13724
1;13725
1;13728
1;13744
0;13747
1;13750
1;13753
1;13760
1;13761
1;13763
1;13766
0;13776
0;13778
0;13779
1;13780
0;13783
0;13786
1;13790
1;13791
0;13794
1;13797
1;13799
0;13801
0;13802
0;13809
1;13810
1;13834
0;13838
0;13840
0;13841
0;13843
1;13844
0;13845
1;13846
1;13850
0;13851
0;13854
0;13856
0;13860
0;13864
0;13870
1;13873
0;13874
1;13875
0;13883
0;13884
0;13889
1;13890
1;13892
0;13897
1;13900
1;13901
0;13902
1;13906
0;13908
0;13910
0;13913
0;13914
0;13915
1;13922
0;13923
1;13924
1;13927
1;13928
1;13930
1;13933
0;13934
0;13936
0;13937
0;13939
1;13942
0;13943
1;13947
0;13949
1;13950
1;13952
1;13954
1;13956
1;13958
0;13959
1;13960
0;13962
1;13964
0;13968
0;13969
0;13970
1;13973
1;13974
1;13977
0;13978
0;13980
0;13982
0;13984
1;13988
0;13989
0;13990
0;13991
0;13992
1;13993
1;13994
0;14066
0;14067
0;14069
0;14070
1;14071
0;14073
0;14074
1;14075
1;14076
1;14078
0;14082
1;14086
1;14088
1;14095
0;14096
1;14098
1;14103
0;14105
1;14108
0;14109
1;14111
1;14113
0;14114
0;14118
1;14119
0;14121
1;14123
1;14124
1;14125
1;14129
0;14131
1;14133
1;14138
1;14139
0;14140
1;14142
0;14143
1;14144
1;14145
1;14146
0;14153
0;14154
1;14162
1;14165
0;14168
0;14171
1;14182
0;14183
0;14185
1;14187
0;14191
0;14195
1;14198
0;14203
1;14210
1;14212
1;14222
1;14230
1;14236
1;14239
1;14241
0;14249
1;14250
1;14253
0;14254
0;14255
0;14256
1;14262
1;14276
0;14292
0;14295
0;14299
1;14303
0;14307
1;14308
0;14310
0;14320
1;14321
0;14322
1;14324
0;14325
1;14327
1;14330
0;14334
1;14335
0;14336
1;14340
1;14349
0;14350
0;14351
0;14352
0;14356
0;14357
0;14359
0;14362
0;14366
1;14367
1;14371
0;14372
0;14374
0;14375
0;14376
1;14377
0;14378
1;14388
0;14390
1;14394
1;14397
0;14398
1;14399
1;14400
0;14403
1;14404
1;14408
1;14410
1;14411
1;14412
1;14413
0;14415
1;14418
1;14419
1;14423
1;14425
0;14430
0;14433
1;14439
1;14443
0;14448
1;14449
1;14451
1;14453
1;14454
1;14457
0;14458
0;14463
1;14472
0;14474
1;14475
0;14477
1;14493
1;14496
1;14501
0;14502
0;14503
1;14507
1;14527
1;14530
1;14531
1;14587
0;14589
0;14591
0;14593
1;14600
1;14601
1;14602
1;14617
1;14623
0;14628
1;14638
0;14639
1;14640
1;14644
1;14658
1;14659
0;14663
0;14665
1;14666
0;14667
0;14678
1;14681
0;14683
0;14685
0;14688
1;14693
1;14699
0;14706
1;14711
1;14722
1;14725
0;14729
1;14730
1;14732
1;14733
1;14743
0;14745
1;14748
0;14749
1;14750
0;14751
0;14752
1;14753
1;14755
1;14767
0;14768
1;14769
1;14770
1;14775
0;14783
0;14784
0;14786
1;14788
1;14789
0;14791
0;14792
1;14793
0;14795
1;14805
1;14822
0;14823
0;14824
0;14825
0;14826
1;14827
1;14828
0;14829
0;14830
1;14831
1;14832
0;14833
0;14834
0;14835
1;14836
1;14837
0;14838
1;14845
1;14847
1;14849
1;14850
0;14868
1;14869
0;14870
1;14871
1;14873
1;14874
0;14888
0;14900
0;14906
1;14916
0;14917
1;14918
1;14919
0;14930
0;14931
0;14939
0;14941
1;14945
0;14946
0;14948
0;14950
1;14952
1;14953
0;14961
0;14962
1;14965
0;14966
1;14967
1;14968
1;14972
1;14981
1;14983
0;14992
0;14997
1;14998
0;14999
0;15006
1;15008
0;15014
0;15015
1;15016
1;15017
0;15021
1;15022
1;15023
0;15036
1;15042
1;15045
1;15051
0;15053
1;15054
1;15055
0;15062
0;15065
0;15079
1;15083
0;15088
1;15093
1;15137
0;15139
1;15144
1;15153
1;15157
1;15171
0;15185
1;15200
1;15203
0;15204
0;15206
1;15211
1;15221
0;15254
1;15260
0;15290
0;15293
1;15297
0;15305
0;15310
1;15313
0;15315
0;15317
0;15318
0;15319
0;15320
0;15321
0;15323
0;15330
1;15331
1;15335
1;15354
1;15357
0;15364
0;15371
1;15379
0;15383
1;15384
1;15391
0;15395
1;15409
1;15411
0;15414
1;15417
0;15418
1;15419
0;15420
1;15422
1;15430
0;15432
1;15441
1;15446
1;15449
0;15456
1;15459
0;15463
0;15470
0;15480
1;15482
1;15493
1;15495
0;15502
1;15504
0;15506
0;15512
1;15513
1;15517
1;15528
1;15539
0;15544
0;15545
0;15548
0;15549
1;15551
1;15552
1;15555
1;15565
1;15566
0;15614
0;15617
1;15621
1;15623
0;15627
1;15636
1;15663
1;15668
1;15669
0;15670
1;15673
0;15674
0;15677
0;15679
0;15681
0;15685
0;15687
1;15688
0;15695
0;15700
1;15702
0;15706
0;15722
1;15723
1;15726
0;15727
0;15728
0;15734
1;15736
1;15737
0;15747
1;15748
0;15749
0;15750
1;15753
0;15764
0;15769
0;15774
1;15781
0;15784
0;15786
1;15794
0;15798
0;15804
1;15849
1;15850
1;15858
0;15862
0;15863
0;15865
1;15866
1;15874
1;15890
1;15895
1;15900
1;15902
0;15905
0;15908
1;15909
1;15917
0;15922
0;15932
0;15933
0;15934
0;15935
0;15950
0;15951
0;15960
0;15963
1;15967
1;15968
0;15969
0;15977
1;15979
0;15982
0;15986
1;15991
1;15993
1;16000
1;16001
0;16003
1;16006
1;16014
0;16019
0;16020
1;16030
1;16031
1;16035
1;16041
1;16045
0;16046
0;16048
1;16053
1;16056
0;16060
1;16063
1;16064
0;16066
1;16067
1;16068
0;16070
1;16071
1;16072
0;16073
1;16081
0;16083
1;16084
0;16094
0;16100
1;16114
0;16117
1;16118
1;16119
1;16120
0;16123
1;16125
1;16131
1;16134
1;16136
0;16138
1;16140
1;16153
0;16155
1;16156
0;16159
1;16162
0;16168
0;16169
1;16170
1;16171
0;16172
0;16175
1;16177
1;16179
1;16180
0;16184
0;16190
0;16194
1;16197
0;16199
1;16202
1;16208
1;16209
1;16211
1;16221
1;16226
1;16231
1;16232
0;16233
1;16234
1;16235
1;16236
1;16241
1;16243
0;16244
1;16249
1;16259
1;16260
1;16266
0;16276
0;16283
1;16284
0;16288
1;16295
1;16300
0;16302
1;16308
0;16315
1;16317
1;16334
1;16335
1;16340
1;16341
1;16391
1;16392
0;16395
1;16397
1;16404
1;16405
0;16406
0;16409
1;16410
1;16411
0;16412
1;16413
1;16416
1;16417
0;16418
0;16419
0;16420
1;16421
1;16422
1;16423
1;16424
0;16425
1;16427
0;16431
1;16438
1;16439
0;16441
0;16444
0;16445
0;16446
1;16448
1;16451
1;16452
0;16454
1;16457
0;16458
0;16460
0;16461
1;16464
1;16465
0;16466
1;16467
1;16471
0;16473
0;16474
1;16475
1;16476
0;16491
1;16492
1;16493
1;16494
0;16495
1;16496
0;16497
0;16498
0;16499
0;16500
1;16501
0;16502
1;16504
0;16505
0;16506
0;16507
1;16508
1;16512
0;16513
1;16521
0;16523
1;16531
0;16532
1;16539
1;16540
1;16541
1;16542
1;16547
1;16553
1;16556
0;16561
0;16578
1;16585
1;16594
1;16595
1;16597
1;16598
1;16600
1;16601
0;16602
0;16603
1;16604
1;16605
1;16606
1;16607
0;16608
0;16616
1;16627
1;16632
1;16634
0;16637
0;16638
0;16639
1;16641
0;16642
1;16643
1;16646
1;16650
0;16651
1;16653
1;16655
0;16656
1;16665
0;16667
0;16670
1;16673
0;16674
0;16675
0;16676
0;16677
0;16678
0;16683
0;16693
0;16694
0;16702
1;16707
0;16708
1;16709
0;16713
0;16806
1;16808
0;16812
1;16814
0;16815
0;16823
1;16869
0;16885
0;16886
1;16889
0;16891
1;16896
0;16901
0;16905
1;16908
0;16912
0;16914
1;16920
0;16924
1;16928
1;16952
1;16956
1;16959
0;16960
0;16969
0;16971
0;16974
1;16976
0;16984
1;16988
0;16992
0;16996
0;16997
0;16998
1;17024
1;17032
1;17056
1;17066
1;17067
0;17068
1;17070
1;17071
1;17073
1;17076
1;17086
0;17087
0;17088
1;17089
0;17090
0;17095
0;17096
0;17097
1;17098
1;17100
0;17102
0;17103
0;17104
1;17106
1;17116
1;17117
0;17118
0;17119
1;17120
0;17121
1;17122
0;17123
0;17124
1;17125
1;17126
1;17127
0;17131
1;17132
1;17133
0;17134
1;17135
0;17136
1;17137
1;17138
1;17139
0;17140
1;17141
0;17142
0;17144
0;17145
1;17148
0;17149
0;17155
0;17163
1;17164
1;17166
1;17167
1;17168
1;17174
0;17175
0;17177
0;17185
0;17187
1;17188
1;17189
0;17190
0;17191
0;17192
1;17193
1;17194
1;17208
0;17209
1;17210
0;17211
0;17212
0;17213
1;17220
0;17222
1;17223
0;17225
1;17231
0;17235
1;17238
0;17242
1;17246
1;17247
1;17249
0;17262
1;17265
1;17271
0;17272
1;17273
1;17274
1;17283
1;17285
0;17288
0;17291
1;17294
1;17296
0;17298
1;17313
1;17315
0;17318
1;17319
1;17320
1;17321
0;17322
1;17324
1;17330
1;17331
1;17338
1;17339
0;17343
1;17344
1;17346
1;17347
1;17348
0;17351
0;17353
0;17356
1;17362
1;17366
0;17367
1;17368
0;17369
0;17371
1;17374
1;17375
1;17379
1;17383
0;17384
0;17385
0;17387
1;17392
1;17393
1;17394
1;17395
1;17396
0;17397
0;17398
1;17399
1;17400
0;17401
1;17402
1;17404
1;17405
1;17406
0;17414
0;17415
0;17421
0;17425
1;17432
1;17433
0;17434
1;17435
0;17440
1;17446
1;17448
0;17455
1;17458
1;17461
0;17463
1;17465
0;17467
0;17468
1;17469
1;17478
0;17499
0;17512
0;17515
0;17542
1;17549
1;17567
0;17568
0;17572
1;17591
0;17593
0;17595
1;17597
1;17600
1;17603
1;17604
1;17606
0;17609
0;17611
0;17615
0;17616
1;17621
0;17625
0;17646
1;17652
1;17657
1;17658
0;17668
1;17677
0;17704
0;17707
1;17717
0;17719
1;17721
1;17725
0;17726
1;17729
0;17734
0;17735
1;17738
0;17739
1;17743
1;17755
0;17758
1;17760
0;17768
1;17769
0;17773
0;17777
1;17778
0;17783
1;17784
0;17785
0;17790
1;17795
1;17796
0;17798
1;17805
0;17806
1;17807
1;17808
1;17809
1;17810
0;17811
0;17812
0;17820
0;17821
1;17822
1;17823
1;17831
1;17836
1;17838
0;17840
1;17841
0;17844
1;17845
0;17848
0;17852
0;17855
1;17858
1;17859
0;17860
0;17862
0;17863
1;17867
1;17868
1;17869
0;17879
0;17880
0;17881
0;17885
1;17887
1;17888
0;17889
1;17899
1;17905
1;17906
0;17907
0;17909
1;17912
0;17913
0;17920
0;17928
1;17930
1;17934
0;17937
1;17943
1;17944
0;17945
0;17964
1;17965
0;17971
0;17981
1;17986
0;17987
1;17989
1;17990
1;17993
1;17995
1;18000
1;18006
1;18007
0;18015
0;18019
1;18038
1;18046
1;18052
1;18053
1;18059
0;18066
1;18069
0;18074
0;18077
1;18081
0;18092
1;18094
1;18095
1;18096
0;18099
1;18105
0;18112
1;18113
1;18120
0;18122
1;18123
0;18124
0;18127
0;18128
1;18145
0;18146
0;18148
1;18150
0;18151
1;18152
1;18154
1;18156
0;18167
1;18175
0;18179
0;18182
1;18183
0;18186
1;18187
0;18190
1;18192
0;18216
0;18218
1;18238
0;18240
0;18245
0;18250
0;18251
0;18259
1;18268
1;18269
0;18270
1;18272
0;18276
1;18302
1;18303
1;18304
1;18305
1;18306
1;18307
0;18319
1;18323
0;18329
0;18330
0;18333
0;18341
1;18346
0;18348
0;18354
0;18359
0;18361
1;18368
0;18370
0;18371
0;18375
1;18384
1;18388
0;18390
0;18400
0;18401
0;18403
0;18411
1;18412
0;18416
1;18418
0;18427
0;18429
0;18431
1;18433
0;18439
1;18441
0;18442
1;18445
1;18451
0;18455
0;18456
1;18457
0;18458
1;18460
1;18469
1;18474
1;18476
1;18477
1;18479
0;18481
1;18492
1;18495
0;18496
1;18498
1;18499
0;18504
0;18512
1;18519
1;18521
0;18528
0;18531
1;18544
1;18545
0;18551
0;18552
1;18555
1;18556
1;18570
1;18578
0;18580
1;18581
1;18582
0;18583
0;18585
0;18586
0;18587
1;18588
0;18589
0;18590
0;18592
0;18593
0;18594
1;18595
1;18596
1;18597
0;18605
1;18607
1;18610
1;18611
1;18612
0;18613
0;18618
0;18619
1;18620
0;18621
0;18623
1;18631
0;18632
1;18633
0;18635
0;18636
0;18637
1;18640
1;18641
1;18646
1;18653
0;18655
0;18656
1;18660
0;18664
0;18666
1;18667
1;18669
0;18671
0;18672
1;18674
1;18675
0;18676
1;18678
1;18679
1;18681
1;18685
0;18693
1;18695
1;18698
0;18699
0;18701
1;18704
0;18715
0;18718
0;18719
0;18726
1;18728
1;18731
0;18733
0;18734
0;18735
1;18737
0;18739
0;18742
1;18745
0;18748
0;18750
0;18751
0;18755
0;18758
0;18759
1;18768
1;18770
0;18774
1;18786
1;18787
0;18790
0;18791
0;18792
0;18793
0;18800
1;18801
0;18802
1;18803
0;18804
0;18807
0;18812
0;18813
0;18814
0;18817
1;18822
1;18823
1;18824
0;18825
1;18827
1;18830
0;18846
1;18849
0;18852
1;18860
1;18862
1;18864
1;18883
1;18886
0;18889
1;18895
0;18902
1;18904
0;18909
1;18915
0;18916
1;18927
1;18928
1;18933
0;18934
0;18936
1;18937
0;18938
1;18939
0;18940
1;18946
0;18947
0;18954
1;18955
0;18959
1;18962
0;18963
1;18969
1;18970
0;18973
1;18974
1;18990
0;18991
1;18995
0;18998
1;19001
0;19003
0;19005
1;19013
0;19014
1;19016
0;19018
0;19019
1;19022
1;19029
1;19038
1;19043
0;19044
0;19049
0;19055
0;19060
1;19061
1;19065
0;19069
1;19070
0;19072
1;19075
0;19076
0;19079
0;19083
0;19097
1;19102
1;19103
1;19106
0;19109
1;19110
0;19114
1;19116
1;19117
0;19118
0;19121
0;19123
0;19127
1;19130
0;19132
0;19133
1;19134
0;19135
1;19142
1;19143
0;19145
0;19146
1;19155
0;19156
1;19157
0;19159
0;19163
1;19168
1;19179
1;19266
1;19270
1;19271
1;19272
0;19273
1;19274
1;19276
0;19277
0;19278
0;19279
1;19280
0;19282
1;19283
1;19284
0;19285
0;19286
1;19287
1;19288
1;19289
1;19290
0;19291
0;19292
0;19293
0;19294
1;19295
0;19296
0;19299
1;19300
0;19301
1;19302
1;19303
0;19304
0;19305
0;19308
0;19313
0;19314
0;19316
0;19317
0;19364
0;19371
0;19374
0;19399
0;19402
1;19403
0;19406
0;19411
0;19414
1;19416
0;19418
1;19421
1;19423
0;19426
1;19427
1;19433
1;19436
0;19439
0;19443
1;19446
0;19448
0;19453
1;19455
0;19464
1;19468
0;19469
1;19470
0;19471
1;19472
1;19473
0;19474
0;19475
1;19476
1;19477
1;19481
0;19482
0;19483
1;19484
1;19485
0;19490
1;19495
0;19496
1;19497
1;19498
1;19499
0;19500
0;19501
1;19517
1;19518
1;19525
0;19537
1;19549
0;19551
0;19552
0;19553
0;19557
0;19560
1;19561
1;19567
1;19606
1;19609
1;19610
1;19624
1;19627
1;19628
0;19637
1;19642
0;19669
0;19672
1;19677
1;19681
0;19688
1;19689
0;19692
0;19693
0;19694
0;19697
1;19699
1;19702
0;19705
0;19708
0;19717
0;19718
0;19720
0;19722
1;19724
1;19725
0;19726
1;19727
0;19736
0;19741
1;19749
1;19750
0;19752
0;19754
1;19755
0;19756
1;19758
0;19760
1;19772
1;19782
0;19787
0;19794
0;19796
0;19798
0;19801
0;19803
1;19804
0;19822
0;19823
0;19824
1;19825
1;19827
1;19828
1;19831
1;19837
0;19838
1;19839
0;19854
0;19856
1;19872
0;19875
1;19879
0;19880
1;19884
0;19888
0;19890
1;19891
1;19893
1;19947
1;19949
1;19950
1;19959
1;19961
0;19963
0;19966
1;19975
0;19977
0;19986
1;19998
0;20001
1;20003
0;20007
1;20009
0;20010
1;20012
1;20048
0;20049
1;20057
1;20067
1;20069
1;20070
1;20076
0;20084
0;20085
0;20087
1;20088
1;20090
1;20091
0;20096
1;20103
0;20104
1;20106
1;20111
0;20113
1;20126
1;20128
1;20131
1;20135
0;20139
0;20140
1;20143
1;20144
1;20145
0;20147
0;20149
0;20150
1;20151
1;20156
1;20157
1;20160
1;20163
0;20165
1;20167
1;20169
1;20170
0;20171
1;20173
1;20174
0;20175
1;20177
1;20184
1;20185
0;20186
1;20187
0;20202
0;20203
1;20209
1;20210
1;20213
1;20216
1;20218
1;20219
0;20220
0;20223
0;20224
1;20225
0;20226
0;20227
1;20231
0;20232
0;20233
1;20234
0;20236
1;20237
0;20247
0;20249
1;20253
0;20256
0;20268
0;20277
0;20281
0;20282
1;20288
0;20291
1;20311
0;20312
1;20314
0;20315
0;20328
0;20329
1;20337
1;20340
0;20353
0;20367
1;20370
0;20373
1;20375
1;20376
1;20377
1;20378
0;20379
1;20381
1;20382
1;20383
0;20384
0;20385
1;20387
0;20388
0;20392
1;20395
1;20397
1;20400
1;20401
0;20402
1;20405
1;20406
0;20407
0;20409
0;20424
1;20425
0;20427
0;20429
0;20432
0;20442
0;20444
1;20445
0;20446
1;20450
1;20454
0;20457
0;20485
1;20493
1;20497
1;20503
1;20559
0;20560
1;20561
0;20565
1;20572
0;20577
1;20579
1;20582
1;20583
1;20584
1;20585
0;20590
1;20597
0;20599
1;20608
0;20617
0;20621
0;20627
0;20644
1;20646
1;20648
0;20651
0;20652
0;20653
0;20670
1;20678
1;20679
1;20680
0;20682
1;20683
0;20689
1;20690
0;20693
0;20727
1;20728
1;20730
1;20732
0;20733
0;20735
0;20744
1;20749
1;20751
1;20753
0;20760
0;20772
0;20773
0;20774
1;20775
0;20776
0;20781
1;20818
0;20825
0;20826
1;20827
1;20829
1;20842
1;20848
0;20850
1;20857
1;20860
0;20861
1;20863
1;20865
0;20866
0;20868
1;20879
0;20882
0;20884
0;20889
0;20890
0;20891
0;20892
1;20893
1;20894
1;20895
0;20896
1;20897
1;20898
1;20899
0;20900
1;20901
1;20902
0;20903
0;20904
1;20905
1;20906
1;20907
0;20908
0;20909
0;20910
0;20911
0;20912
0;20913
0;20916
0;20918
1;20921
1;20924
1;20927
0;20929
1;20930
1;20947
0;20948
1;20951
1;20952
1;20956
0;20959
0;20963
0;20964
0;20969
1;20971
1;20972
1;21009
0;21017
0;21018
0;21019
0;21020
1;21022
1;21023
0;21030
1;21050
0;21073
0;21074
1;21083
0;21088
1;21095
1;21145
0;21146
0;21147
0;21150
0;21151
0;21152
0;21153
1;21154
0;21155
1;21156
1;21160
0;21162
0;21163
0;21164
0;21165
1;21166
0;21167
1;21168
1;21169
0;21170
1;21175
0;21178
1;21179
1;21183
1;21185
0;21188
0;21191
0;21198
1;21199
0;21200
1;21219
0;21220
1;21222
0;21225
0;21230
0;21233
1;21234
0;21236
1;21239
1;21244
0;21246
1;21249
1;21252
0;21253
1;21294
0;21299
1;21303
0;21304
1;21307
1;21309
0;21311
0;21324
1;21325
0;21326
1;21327
1;21328
0;21329
0;21331
0;21334
0;21335
1;21336
1;21338
0;21341
0;21342
1;21347
0;21348
1;21350
0;21353
1;21354
0;21356
0;21357
0;21358
0;21367
0;21375
0;21376
0;21385
0;21387
1;21390
1;21396
1;21400
1;21401
1;21406
0;21408
1;21417
1;21421
0;21422
0;21425
0;21426
1;21434
0;21435
0;21436
1;21438
1;21441
0;21445
0;21446
0;21447
0;21450
0;21451
0;21452
1;21453
0;21454
1;21467
0;21469
1;21482
1;21540
0;21542
0;21547
1;21553
0;21554
0;21556
0;21559
1;21562
0;21564
1;21566
0;21573
1;21578
1;21583
1;21585
0;21587
1;21604
1;21609
1;21611
1;21614
0;21617
0;21627
0;21629
1;21661
0;21689
1;21701
0;21715
0;21722
1;21728
0;21734
1;21736
1;21785
1;21796
0;21817
0;21851
1;21861
1;21910
1;21911
1;21918
0;21921
0;21951
1;21958
0;21967
1;21975
0;21983
0;21984
0;21986
1;21989
1;21990
1;21993
0;22018
0;22046
1;22047
1;22089
1;22099
0;22106
1;22128
0;22130
1;22132
1;22135
0;22136
1;22137
0;22138
0;22139
1;22140
1;22141
1;22142
0;22143
0;22144
0;22260
0;22269
1;22270
0;22272
1;22278
0;22282
1;22283
0;22285
1;22287
0;22289
0;22290
0;22338
0;22340
0;22371
0;22373
1;22375
0;22379
0;22386
1;22390
1;22395
1;22402
1;22423
0;22435
1;22438
1;22564
0;22565
1;22566
1;22574
1;22575
1;22639
0;22658
0;22659
0;22660
0;22670
0;22677
1;22684
0;22687
0;22694
1;22700
0;22744
1;22802
1;22879
1;22947
1;22948
1;22949
0;22950
0;22951
1;22954
0;22955
0;22967
1;22978
1;22998
0;22999
0;23003
0;23011
0;23025
0;23031
0;23032
1;23106
1;23113
0;23576
0;23689
1;25539
