"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"sex";"Own_survival";"N_Recruits";"r2s";"estimated_pop_size";"in_out";"n";"N";"Mean_N_isl";"zNR"
"416";"1998_206_indre kvarøy";"1998_206";206;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"yes";NA;NA;NA;1;1;0;2;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"417";"1999_206_indre kvarøy";"1999_206";206;"1999_indre kvarøy";1999;"indre kvarøy";28;3;1996;"no";"obs";NA;NA;1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"418";"1998_207_nesøy";"1998_207";207;"1998_nesøy";1998;"nesøy";20;3;1995;"no";NA;"capt";NA;1;1;0;2;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"419";"1999_207_nesøy";"1999_207";207;"1999_nesøy";1999;"nesøy";20;4;1995;"no";"obs";"capt";NA;1;1;2;4;19;1;2.94443897916644;19;18.8636363636364;0.00340909090909092
"420";"2000_207_nesøy";"2000_207";207;"2000_nesøy";2000;"nesøy";20;5;1995;"no";"obs";"capt";NA;1;0;0;0;28;1;3.3322045101752;28;18.8636363636364;0.228409090909091
"421";"1998_208_indre kvarøy";"1998_208";208;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";NA;NA;1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"422";"1998_209_lurøy-onøy";"1998_209";209;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;0;1;0;2;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"423";"1999_209_lurøy-onøy";"1999_209";209;"1999_lurøy-onøy";1999;"lurøy-onøy";33;3;1996;"yes";NA;NA;NA;0;1;0;2;108;1;4.68213122712422;108;38.5909090909091;1.73522727272727
"424";"2000_209_lurøy-onøy";"2000_209";209;"2000_lurøy-onøy";2000;"lurøy-onøy";33;4;1996;"yes";NA;NA;NA;0;1;0;2;71;1;4.26267987704132;71;38.5909090909091;0.810227272727273
"425";"2001_209_lurøy-onøy";"2001_209";209;"2001_lurøy-onøy";2001;"lurøy-onøy";33;5;1996;"yes";NA;NA;NA;0;1;0;2;61;1;4.11087386417331;61;38.5909090909091;0.560227272727273
"426";"2002_209_lurøy-onøy";"2002_209";209;"2002_lurøy-onøy";2002;"lurøy-onøy";33;6;1996;"no";"obs";NA;NA;0;0;0;0;12;1;2.484906649788;12;38.5909090909091;-0.664772727272727
"427";"1998_210_selvær";"1998_210";210;"1998_selvær";1998;"selvær";24;2;1996;"no";"obs";"capt";NA;0;0;4;4;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"428";"1998_211_myken";"1998_211";211;"1998_myken";1998;"myken";22;3;1995;"no";"obs";NA;NA;1;1;0;2;19;0;2.94443897916644;19;23.2272727272727;-0.105681818181818
"429";"1999_211_myken";"1999_211";211;"1999_myken";1999;"myken";22;4;1995;"no";"obs";"capt";NA;1;1;0;2;37;0;3.61091791264422;37;23.2272727272727;0.344318181818182
"430";"2000_211_myken";"2000_211";211;"2000_myken";2000;"myken";22;5;1995;"no";"obs";NA;NA;1;1;0;2;31;0;3.43398720448515;31;23.2272727272727;0.194318181818182
"431";"2001_211_myken";"2001_211";211;"2001_myken";2001;"myken";22;6;1995;"no";"obs";NA;NA;1;0;0;0;38;0;3.63758615972639;38;23.2272727272727;0.369318181818182
"432";"1998_212_selvær";"1998_212";212;"1998_selvær";1998;"selvær";24;3;1995;"no";"obs";"capt";NA;0;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"433";"1999_212_selvær";"1999_212";212;"1999_selvær";1999;"selvær";24;4;1995;"no";"obs";NA;NA;0;1;0;2;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"434";"2000_212_lurøy-onøy";"2000_212";212;"2000_lurøy-onøy";2000;"lurøy-onøy";33;5;1995;"no";"obs";NA;NA;0;0;0;0;71;1;4.26267987704132;71;38.5909090909091;0.810227272727273
"435";"1998_213_selvær";"1998_213";213;"1998_selvær";1998;"selvær";24;3;1995;"no";NA;"capt";NA;1;0;0;0;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"436";"1998_214_nesøy";"1998_214";214;"1998_nesøy";1998;"nesøy";20;2;1996;"no";"obs";"capt";NA;0;1;0;2;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"437";"1999_214_nesøy";"1999_214";214;"1999_nesøy";1999;"nesøy";20;3;1996;"no";NA;"capt";NA;0;1;0;2;19;1;2.94443897916644;19;18.8636363636364;0.00340909090909092
"438";"2000_214_nesøy";"2000_214";214;"2000_nesøy";2000;"nesøy";20;4;1996;"no";"obs";NA;NA;0;0;0;0;28;1;3.3322045101752;28;18.8636363636364;0.228409090909091
"439";"1998_215_myken";"1998_215";215;"1998_myken";1998;"myken";22;2;1996;"no";"obs";NA;NA;1;1;0;2;19;0;2.94443897916644;19;23.2272727272727;-0.105681818181818
"440";"1999_215_myken";"1999_215";215;"1999_myken";1999;"myken";22;3;1996;"no";"obs";NA;NA;1;0;0;0;37;0;3.61091791264422;37;23.2272727272727;0.344318181818182
"441";"1998_216_sleneset";"1998_216";216;"1998_sleneset";1998;"sleneset";35;2;1996;"no";"obs";NA;NA;0;1;1;3;45;0;3.80666248977032;45;43.1818181818182;0.0454545454545455
"442";"1999_216_sleneset";"1999_216";216;"1999_sleneset";1999;"sleneset";35;3;1996;"gene_new";NA;NA;"gene_new";0;0;1;1;75;0;4.31748811353631;75;43.1818181818182;0.795454545454546
"443";"1998_217_indre kvarøy";"1998_217";217;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";NA;NA;1;1;0;2;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"444";"1999_217_indre kvarøy";"1999_217";217;"1999_indre kvarøy";1999;"indre kvarøy";28;3;1996;"gene_new";NA;NA;"gene_new";1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"445";"1998_218_indre kvarøy";"1998_218";218;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";NA;NA;1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"446";"1998_219_træna";"1998_219";219;"1998_træna";1998;"træna";23;2;1996;"yes";NA;NA;NA;0;1;0;2;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"447";"1999_219_træna";"1999_219";219;"1999_træna";1999;"træna";23;3;1996;"no";"obs";NA;NA;0;0;0;0;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"448";"1998_220_træna";"1998_220";220;"1998_træna";1998;"træna";23;3;1995;"no";"obs";NA;NA;0;0;0;0;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"449";"1998_221_indre kvarøy";"1998_221";221;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";NA;"capt";NA;1;1;0;2;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"450";"1999_221_indre kvarøy";"1999_221";221;"1999_indre kvarøy";1999;"indre kvarøy";28;3;1996;"no";"obs";NA;NA;1;1;0;2;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"451";"2000_221_indre kvarøy";"2000_221";221;"2000_indre kvarøy";2000;"indre kvarøy";28;4;1996;"no";"obs";NA;NA;1;1;1;3;32;1;3.46573590279973;32;59.2272727272727;-0.680681818181818
"452";"2001_221_indre kvarøy";"2001_221";221;"2001_indre kvarøy";2001;"indre kvarøy";28;5;1996;"no";"obs";NA;NA;1;1;0;2;40;1;3.68887945411394;40;59.2272727272727;-0.480681818181818
"453";"2002_221_indre kvarøy";"2002_221";221;"2002_indre kvarøy";2002;"indre kvarøy";28;6;1996;"gene_new";NA;NA;"gene_new";1;0;3;3;38;1;3.63758615972639;38;59.2272727272727;-0.530681818181818
"454";"1998_222_hestmannøy";"1998_222";222;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";NA;"capt";NA;0;0;2;2;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"455";"1998_223_træna";"1998_223";223;"1998_træna";1998;"træna";23;2;1996;"no";"obs";NA;NA;1;0;0;0;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"456";"1998_224_hestmannøy";"1998_224";224;"1998_hestmannøy";1998;"hestmannøy";27;3;1995;"no";"obs";"capt";NA;1;1;1;3;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"457";"1999_224_hestmannøy";"1999_224";224;"1999_hestmannøy";1999;"hestmannøy";27;4;1995;"gene_new";NA;NA;"gene_new";1;0;1;1;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"458";"1998_225_lurøy-onøy";"1998_225";225;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;1;0;0;0;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"459";"1998_226_sleneset";"1998_226";226;"1998_sleneset";1998;"sleneset";35;2;1996;"no";"obs";"capt";NA;0;0;0;0;45;0;3.80666248977032;45;43.1818181818182;0.0454545454545455
"460";"1998_227_nesøy";"1998_227";227;"1998_nesøy";1998;"nesøy";20;2;1996;"no";NA;"capt";NA;1;1;0;2;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"461";"1999_227_nesøy";"1999_227";227;"1999_nesøy";1999;"nesøy";20;3;1996;"no";"obs";"capt";NA;1;1;1;3;19;1;2.94443897916644;19;18.8636363636364;0.00340909090909092
"462";"2000_227_nesøy";"2000_227";227;"2000_nesøy";2000;"nesøy";20;4;1996;"no";"obs";NA;NA;1;0;1;1;28;1;3.3322045101752;28;18.8636363636364;0.228409090909091
"463";"1998_228_nesøy";"1998_228";228;"1998_nesøy";1998;"nesøy";20;2;1996;"no";"obs";"capt";NA;1;1;0;2;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"464";"1999_228_nesøy";"1999_228";228;"1999_nesøy";1999;"nesøy";20;3;1996;"no";"obs";"capt";NA;1;1;2;4;19;1;2.94443897916644;19;18.8636363636364;0.00340909090909092
"465";"2000_228_nesøy";"2000_228";228;"2000_nesøy";2000;"nesøy";20;4;1996;"no";"obs";"capt";NA;1;1;0;2;28;1;3.3322045101752;28;18.8636363636364;0.228409090909091
"466";"2001_228_nesøy";"2001_228";228;"2001_nesøy";2001;"nesøy";20;5;1996;"no";"obs";"capt";NA;1;0;0;0;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"467";"1998_229_indre kvarøy";"1998_229";229;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";NA;NA;1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"468";"1998_230_hestmannøy";"1998_230";230;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";"capt";NA;1;1;2;4;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"469";"1999_230_hestmannøy";"1999_230";230;"1999_hestmannøy";1999;"hestmannøy";27;3;1996;"no";"obs";NA;NA;1;0;0;0;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"470";"1998_231_hestmannøy";"1998_231";231;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";NA;"capt";NA;1;0;2;2;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"471";"1998_232_indre kvarøy";"1998_232";232;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";"capt";NA;1;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"472";"1998_233_lurøy-onøy";"1998_233";233;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";"capt";NA;0;0;1;1;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"473";"1998_234_selvær";"1998_234";234;"1998_selvær";1998;"selvær";24;2;1996;"yes";NA;NA;NA;0;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"474";"1999_234_selvær";"1999_234";234;"1999_selvær";1999;"selvær";24;3;1996;"no";NA;"capt";NA;0;0;0;0;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"475";"1998_235_selvær";"1998_235";235;"1998_selvær";1998;"selvær";24;2;1996;"no";"obs";NA;NA;0;0;0;0;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"476";"1998_236_træna";"1998_236";236;"1998_træna";1998;"træna";23;2;1996;"no";"obs";NA;NA;0;1;0;2;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"477";"1999_236_træna";"1999_236";236;"1999_træna";1999;"træna";23;3;1996;"no";"obs";NA;NA;0;1;0;2;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"478";"2000_236_lovund";"2000_236";236;"2000_lovund";2000;"lovund";34;4;1996;"yes";NA;NA;NA;0;1;0;2;16;0;2.77258872223978;16;37;-0.525
"479";"2001_236_lovund";"2001_236";236;"2001_lovund";2001;"lovund";34;5;1996;"yes";NA;NA;NA;0;1;0;2;8;0;2.07944154167984;8;37;-0.725
"480";"2002_236_lovund";"2002_236";236;"2002_lovund";2002;"lovund";34;6;1996;"yes";NA;NA;NA;0;1;0;2;12;0;2.484906649788;12;37;-0.625
"481";"2003_236_lovund";"2003_236";236;"2003_lovund";2003;"lovund";34;7;1996;"yes";NA;NA;NA;0;1;0;2;44;0;3.78418963391826;44;37;0.175
"482";"2004_236_lovund";"2004_236";236;"2004_lovund";2004;"lovund";34;8;1996;"no";"obs";NA;NA;0;0;0;0;51;0;3.93182563272433;51;37;0.35
"483";"1998_237_selvær";"1998_237";237;"1998_selvær";1998;"selvær";24;2;1996;"no";"obs";NA;NA;0;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"484";"1999_237_selvær";"1999_237";237;"1999_selvær";1999;"selvær";24;3;1996;"no";"obs";NA;NA;0;0;0;0;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"485";"1998_238_selvær";"1998_238";238;"1998_selvær";1998;"selvær";24;3;1995;"no";"obs";NA;NA;1;0;1;1;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"486";"1998_239_selvær";"1998_239";239;"1998_selvær";1998;"selvær";24;2;1996;"no";"obs";NA;NA;1;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"487";"1999_239_selvær";"1999_239";239;"1999_selvær";1999;"selvær";24;3;1996;"no";"obs";NA;NA;1;0;0;0;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"488";"1998_240_selvær";"1998_240";240;"1998_selvær";1998;"selvær";24;2;1996;"no";"obs";NA;NA;0;0;1;1;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"489";"1998_241_selvær";"1998_241";241;"1998_selvær";1998;"selvær";24;2;1996;"yes";NA;NA;NA;1;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"490";"1999_241_selvær";"1999_241";241;"1999_selvær";1999;"selvær";24;3;1996;"no";"obs";NA;NA;1;0;0;0;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"491";"1998_242_træna";"1998_242";242;"1998_træna";1998;"træna";23;2;1996;"no";"obs";"capt";NA;0;1;1;3;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"492";"1999_242_træna";"1999_242";242;"1999_træna";1999;"træna";23;3;1996;"no";"obs";NA;NA;0;0;0;0;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"493";"1998_243_selvær";"1998_243";243;"1998_selvær";1998;"selvær";24;2;1996;"yes";NA;NA;NA;0;1;0;2;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"494";"1999_243_selvær";"1999_243";243;"1999_selvær";1999;"selvær";24;3;1996;"no";"obs";NA;NA;0;0;0;0;92;0;4.52178857704904;92;44.7727272727273;1.18068181818182
"495";"1998_244_selvær";"1998_244";244;"1998_selvær";1998;"selvær";24;3;1995;"no";"obs";NA;NA;1;0;0;0;71;0;4.26267987704132;71;44.7727272727273;0.655681818181818
"496";"1998_245_træna";"1998_245";245;"1998_træna";1998;"træna";23;3;1995;"no";"obs";NA;NA;1;1;0;2;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"497";"1999_245_træna";"1999_245";245;"1999_træna";1999;"træna";23;4;1995;"no";"obs";NA;NA;1;0;0;0;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"498";"1998_246_sleneset";"1998_246";246;"1998_sleneset";1998;"sleneset";35;2;1996;"yes";NA;NA;NA;1;1;0;2;45;0;3.80666248977032;45;43.1818181818182;0.0454545454545455
"499";"1999_246_sleneset";"1999_246";246;"1999_sleneset";1999;"sleneset";35;3;1996;"yes";NA;NA;NA;1;1;0;2;75;0;4.31748811353631;75;43.1818181818182;0.795454545454546
"500";"2000_246_sleneset";"2000_246";246;"2000_sleneset";2000;"sleneset";35;4;1996;"no";"obs";NA;NA;1;0;0;0;60;0;4.0943445622221;60;43.1818181818182;0.420454545454546
"501";"1998_247_træna";"1998_247";247;"1998_træna";1998;"træna";23;2;1996;"no";"obs";NA;NA;1;1;0;2;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"502";"1999_247_træna";"1999_247";247;"1999_træna";1999;"træna";23;3;1996;"no";"obs";NA;NA;1;1;0;2;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"503";"2000_247_træna";"2000_247";247;"2000_træna";2000;"træna";23;4;1996;"no";"obs";NA;NA;1;0;0;0;14;0;2.63905732961526;14;63.4545454545455;-1.23636363636364
"504";"1998_248_træna";"1998_248";248;"1998_træna";1998;"træna";23;2;1996;"yes";NA;NA;NA;0;1;1;3;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"505";"1999_248_træna";"1999_248";248;"1999_træna";1999;"træna";23;3;1996;"no";NA;"capt";NA;0;0;0;0;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"506";"1998_249_gjerøy";"1998_249";249;"1998_gjerøy";1998;"gjerøy";26;2;1996;"no";"obs";"capt";NA;0;1;2;4;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"507";"1999_249_gjerøy";"1999_249";249;"1999_gjerøy";1999;"gjerøy";26;3;1996;"no";NA;"capt";NA;0;0;0;0;78;1;4.35670882668959;78;82.1363636363636;-0.103409090909091
"508";"1998_250_lurøy-onøy";"1998_250";250;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;1;0;0;0;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"509";"1999_251_lurøy-onøy";"1999_251";251;"1999_lurøy-onøy";1999;"lurøy-onøy";33;3;1996;"gene_new";NA;NA;"gene_new";1;0;1;1;108;1;4.68213122712422;108;38.5909090909091;1.73522727272727
"510";"1998_252_lurøy-onøy";"1998_252";252;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"yes";NA;NA;NA;1;1;0;2;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"511";"1999_252_lurøy-onøy";"1999_252";252;"1999_lurøy-onøy";1999;"lurøy-onøy";33;3;1996;"no";"obs";NA;NA;1;0;0;0;108;1;4.68213122712422;108;38.5909090909091;1.73522727272727
"512";"1998_253_hestmannøy";"1998_253";253;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";NA;NA;0;0;0;0;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"513";"1998_254_hestmannøy";"1998_254";254;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";NA;NA;1;1;2;4;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"514";"1999_254_hestmannøy";"1999_254";254;"1999_hestmannøy";1999;"hestmannøy";27;3;1996;"no";"obs";NA;NA;1;0;0;0;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"515";"1998_255_hestmannøy";"1998_255";255;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";NA;NA;0;0;0;0;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"516";"1998_256_hestmannøy";"1998_256";256;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";NA;NA;0;0;1;1;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"517";"1998_257_hestmannøy";"1998_257";257;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"yes";NA;NA;NA;0;1;2;4;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"518";"1999_257_hestmannøy";"1999_257";257;"1999_hestmannøy";1999;"hestmannøy";27;3;1996;"yes";NA;NA;NA;0;1;0;2;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"519";"2000_257_hestmannøy";"2000_257";257;"2000_hestmannøy";2000;"hestmannøy";27;4;1996;"no";NA;"capt";NA;0;0;0;0;121;1;4.79579054559674;121;145.181818181818;-0.604545454545455
"520";"1998_258_hestmannøy";"1998_258";258;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";NA;"capt";NA;0;0;0;0;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"521";"1998_259_hestmannøy";"1998_259";259;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";"capt";NA;1;0;2;2;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"522";"1998_260_gjerøy";"1998_260";260;"1998_gjerøy";1998;"gjerøy";26;2;1996;"no";"obs";"capt";NA;0;1;2;4;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"523";"1999_260_gjerøy";"1999_260";260;"1999_gjerøy";1999;"gjerøy";26;3;1996;"no";"obs";"capt";NA;0;1;1;3;78;1;4.35670882668959;78;82.1363636363636;-0.103409090909091
"524";"2000_260_gjerøy";"2000_260";260;"2000_gjerøy";2000;"gjerøy";26;4;1996;"no";"obs";NA;NA;0;0;0;0;67;1;4.20469261939097;67;82.1363636363636;-0.378409090909091
"525";"1998_261_gjerøy";"1998_261";261;"1998_gjerøy";1998;"gjerøy";26;2;1996;"yes";NA;NA;NA;0;1;0;2;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"526";"1999_261_gjerøy";"1999_261";261;"1999_gjerøy";1999;"gjerøy";26;3;1996;"no";"obs";NA;NA;0;0;0;0;78;1;4.35670882668959;78;82.1363636363636;-0.103409090909091
"527";"1998_262_gjerøy";"1998_262";262;"1998_gjerøy";1998;"gjerøy";26;2;1996;"no";"obs";NA;NA;0;0;0;0;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"528";"1998_263_gjerøy";"1998_263";263;"1998_gjerøy";1998;"gjerøy";26;2;1996;"no";"obs";NA;NA;1;1;1;3;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"529";"1999_263_gjerøy";"1999_263";263;"1999_gjerøy";1999;"gjerøy";26;3;1996;"no";"obs";"capt";NA;1;0;0;0;78;1;4.35670882668959;78;82.1363636363636;-0.103409090909091
"530";"1998_264_nesøy";"1998_264";264;"1998_nesøy";1998;"nesøy";20;2;1996;"no";"obs";"capt";NA;1;1;0;2;26;1;3.25809653802148;26;18.8636363636364;0.178409090909091
"531";"1999_264_nesøy";"1999_264";264;"1999_nesøy";1999;"nesøy";20;3;1996;"no";"obs";"capt";NA;1;0;0;0;19;1;2.94443897916644;19;18.8636363636364;0.00340909090909092
"532";"1998_265_lurøy-onøy";"1998_265";265;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;1;0;0;0;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"533";"1998_266_indre kvarøy";"1998_266";266;"1998_indre kvarøy";1998;"indre kvarøy";28;2;1996;"no";"obs";NA;NA;0;1;4;6;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"534";"1999_266_indre kvarøy";"1999_266";266;"1999_indre kvarøy";1999;"indre kvarøy";28;3;1996;"no";"obs";NA;NA;0;0;0;0;51;1;3.93182563272433;51;59.2272727272727;-0.205681818181818
"535";"1998_267_hestmannøy";"1998_267";267;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";"capt";NA;1;1;1;3;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"536";"1999_267_hestmannøy";"1999_267";267;"1999_hestmannøy";1999;"hestmannøy";27;3;1996;"no";"obs";NA;NA;1;1;1;3;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"537";"2000_267_hestmannøy";"2000_267";267;"2000_hestmannøy";2000;"hestmannøy";27;4;1996;"no";"obs";NA;NA;1;0;0;0;121;1;4.79579054559674;121;145.181818181818;-0.604545454545455
"538";"1998_268_træna";"1998_268";268;"1998_træna";1998;"træna";23;2;1996;"yes";NA;NA;NA;0;1;0;2;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"539";"1999_268_træna";"1999_268";268;"1999_træna";1999;"træna";23;3;1996;"no";NA;"capt";NA;0;0;0;0;77;0;4.34380542185368;77;63.4545454545455;0.338636363636364
"540";"1998_269_træna";"1998_269";269;"1998_træna";1998;"træna";23;2;1996;"no";"obs";NA;NA;1;0;0;0;45;0;3.80666248977032;45;63.4545454545455;-0.461363636363636
"541";"1998_270_sleneset";"1998_270";270;"1998_sleneset";1998;"sleneset";35;4;1994;"gene_new";NA;NA;"gene_new";1;0;1;1;45;0;3.80666248977032;45;43.1818181818182;0.0454545454545455
"542";"1998_271_gjerøy";"1998_271";271;"1998_gjerøy";1998;"gjerøy";26;2;1996;"no";"obs";NA;NA;0;0;0;0;66;1;4.18965474202643;66;82.1363636363636;-0.403409090909091
"543";"1998_272_lurøy-onøy";"1998_272";272;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";"capt";NA;0;0;0;0;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"544";"1998_273_lurøy-onøy";"1998_273";273;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";"capt";NA;0;0;2;2;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"545";"1998_274_lurøy-onøy";"1998_274";274;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"yes";NA;NA;NA;1;1;0;2;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"546";"1999_274_lurøy-onøy";"1999_274";274;"1999_lurøy-onøy";1999;"lurøy-onøy";33;3;1996;"no";"obs";NA;NA;1;0;0;0;108;1;4.68213122712422;108;38.5909090909091;1.73522727272727
"547";"1998_275_hestmannøy";"1998_275";275;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";NA;NA;1;1;4;6;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"548";"1999_275_hestmannøy";"1999_275";275;"1999_hestmannøy";1999;"hestmannøy";27;3;1996;"no";"obs";"capt";NA;1;0;1;1;154;1;5.03695260241363;154;145.181818181818;0.220454545454545
"549";"1998_276_hestmannøy";"1998_276";276;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";"capt";NA;0;0;0;0;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
"550";"1998_277_lurøy-onøy";"1998_277";277;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;1;0;1;1;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"551";"1998_278_lurøy-onøy";"1998_278";278;"1998_lurøy-onøy";1998;"lurøy-onøy";33;2;1996;"no";"obs";NA;NA;1;0;0;0;48;1;3.87120101090789;48;38.5909090909091;0.235227272727273
"552";"1998_279_hestmannøy";"1998_279";279;"1998_hestmannøy";1998;"hestmannøy";27;2;1996;"no";"obs";"capt";NA;0;0;2;2;118;1;4.77068462446567;118;145.181818181818;-0.679545454545455
